Date,cr-ma3
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,
2010-01-11,
2010-01-12,
2010-01-13,
2010-01-14,
2010-01-15,
2010-01-18,66.18887015177053
2010-01-19,64.47528140105194
2010-01-20,66.73680177392951
2010-01-21,69.31100366848898
2010-01-22,67.59511815802944
2010-01-25,67.70716845874703
2010-01-26,68.17411770430428
2010-01-27,69.67048968466064
2010-01-28,70.5388648654693
2010-01-29,71.4042362033693
2010-02-01,71.91181117067202
2010-02-02,72.56057229023669
2010-02-03,73.36063698299857
2010-02-04,74.43791574066258
2010-02-05,75.23531602551837
2010-02-08,76.64051680632305
2010-02-09,77.78928372685965
2010-02-10,78.91561378753293
2010-02-11,79.8914017367775
2010-02-12,80.80597538244085
2010-02-15,82.03614695886951
2010-02-16,83.24890046745126
2010-02-17,84.28009867313838
2010-02-18,85.04561417118809
2010-02-19,86.56891848122193
2010-02-22,87.54511885191056
2010-02-23,88.27695524205406
2010-02-24,88.56391120988187
2010-02-25,89.00162755028978
2010-02-26,89.26060224335808
2010-03-01,89.73933553620486
2010-03-02,89.95578894877892
2010-03-03,89.81663022377974
2010-03-04,89.20288261150799
2010-03-05,88.55142637794663
2010-03-08,87.36567265142426
2010-03-09,86.31779576234469
2010-03-10,85.15058251550558
2010-03-11,83.83729631785563
2010-03-12,82.18374606278988
2010-03-15,80.79312472137374
2010-03-16,79.45388184860386
2010-03-17,77.82065146285103
2010-03-18,76.02874054078787
2010-03-19,74.23531536484441
2010-03-22,72.58580138293345
2010-03-23,71.09146073760743
2010-03-24,69.59918491930576
2010-03-25,67.79655691920546
2010-03-26,66.01446473005481
2010-03-28,64.11353786104247
2010-03-29,62.40788612786397
2010-03-30,61.059871690387936
2010-03-31,60.06274721542659
2010-04-01,59.20097449874381
2010-04-04,58.217841924411644
2010-04-05,57.19446988586227
2010-04-06,56.277821301524384
2010-04-07,55.841192049739576
2010-04-08,55.728957390022664
2010-04-11,55.68132190651319
2010-04-12,55.594529745315945
2010-04-13,55.43040497356903
2010-04-14,55.25223044740945
2010-04-15,55.151172557227184
2010-04-18,55.200068089763
2010-04-19,55.36408538567662
2010-04-20,55.41529017254347
2010-04-21,55.78609533179972
2010-04-22,56.15788346761083
2010-04-25,56.53577200596102
2010-04-26,56.791403506024174
2010-04-27,56.98351068163404
2010-04-28,57.119344011864335
2010-04-29,57.3732385710288
2010-05-02,57.633448872972416
2010-05-03,57.849693257766674
2010-05-04,58.06595262883652
2010-05-05,57.88706867861979
2010-05-06,57.41812846555139
2010-05-09,56.97072915074134
2010-05-10,56.88669871631548
2010-05-11,56.79384355155971
2010-05-12,56.642474694876704
2010-05-13,56.31319256431399
2010-05-16,55.9953696971246
2010-05-17,55.94283404688675
2010-05-18,56.467215728168995
2010-05-19,57.41130490239325
2010-05-20,58.276844492732494
2010-05-23,58.920465651342774
2010-05-24,59.685875415565576
2010-05-25,60.185714151165314
2010-05-26,60.75735381807311
2010-05-27,61.29890056028188
2010-05-30,62.04616975042809
2010-05-31,63.12482239040704
2010-06-01,64.36655570477537
2010-06-02,65.93173816693279
2010-06-03,67.5035790044664
2010-06-06,69.34442734461405
2010-06-07,70.80729997120501
2010-06-08,72.53582487864952
2010-06-09,74.13027390678229
2010-06-10,75.6970140745264
2010-06-13,77.50751301897793
2010-06-14,78.86882386204701
2010-06-15,79.46083601653808
2010-06-16,80.02376576979003
2010-06-17,80.97765038362039
2010-06-20,82.28632221926334
2010-06-21,83.21802236581769
2010-06-22,83.99341193748688
2010-06-23,83.98820205544968
2010-06-24,83.56012873612777
2010-06-27,83.23737305843761
2010-06-28,82.74315090573512
2010-06-29,81.89209992137401
2010-06-30,80.86131599608747
2010-07-01,79.8118272895318
2010-07-04,78.4240372551445
2010-07-05,77.43975145004096
2010-07-06,76.04066512374398
2010-07-07,74.71358352270244
2010-07-08,73.3620896427136
2010-07-11,71.89440073818712
2010-07-12,70.24836842127077
2010-07-13,69.218935231544
2010-07-14,67.49929972054822
2010-07-15,65.6299792500841
2010-07-18,63.77507608371836
2010-07-19,62.031965424845055
2010-07-20,60.538826332133794
2010-07-21,59.770093690783746
2010-07-22,59.11224242453535
2010-07-25,58.11528953054773
2010-07-26,56.89124889986656
2010-07-27,55.98886122781444
2010-07-28,55.093295678406506
2010-07-29,54.73666970078294
2010-08-01,54.589236447188014
2010-08-02,54.08169829366405
2010-08-03,53.99927903440314
2010-08-04,54.117746481848314
2010-08-05,54.545019326187024
2010-08-08,54.77346309483918
2010-08-09,55.221974401541466
2010-08-10,55.11747707701488
2010-08-11,55.25447305541934
2010-08-12,55.24722049672884
2010-08-15,55.179178395055246
2010-08-16,55.19346330688002
2010-08-17,55.163770301201886
2010-08-18,54.927395364101265
2010-08-19,55.10833731117166
2010-08-22,55.64300326399062
2010-08-23,56.34527402351476
2010-08-24,56.89173947269827
2010-08-25,57.40633628003028
2010-08-26,57.73771927360001
2010-08-29,57.9415510176838
2010-08-30,58.27430071753404
2010-08-31,58.52129513098707
2010-09-01,58.80582572220529
2010-09-02,58.94259547995809
2010-09-05,59.23630825580511
2010-09-06,59.423898734904206
2010-09-07,59.903945667007505
2010-09-08,60.329530407755804
2010-09-09,60.868944228755446
2010-09-12,61.535192842214784
2010-09-13,62.28854865143709
2010-09-14,63.00373107802727
2010-09-15,63.62331038191538
2010-09-16,64.1394474721171
2010-09-19,64.62230057090831
2010-09-20,64.99075719153488
2010-09-21,65.21677034988656
2010-09-22,65.44756667213332
2010-09-23,65.55267511504069
