Date,rsi_12
2010-01-04,
2010-01-05,3.9412631242604603
2010-01-06,1.889093458505543
2010-01-07,2.43997818135631
2010-01-08,1.0013143353355287
2010-01-11,0.8285048277311012
2010-01-12,1.4011050945873882
2010-01-13,1.9473218051324002
2010-01-14,2.6088055068146176
2010-01-15,2.616707115710312
2010-01-18,2.4571965863188736
2010-01-19,2.7544601919368836
2010-01-20,3.033032530033355
2010-01-21,3.1774786213776256
2010-01-22,3.342859861020689
2010-01-25,0.9335595548741006
2010-01-26,1.922893400723349
2010-01-27,2.130413874755806
2010-01-28,2.337304068769483
2010-01-29,2.388831318108919
2010-02-01,1.9238804844079753
2010-02-02,0.7570304727174199
2010-02-03,1.113171199918748
2010-02-04,1.5632052225116586
2010-02-05,1.5940335670946748
2010-02-08,1.216384726541538
2010-02-09,0.3843907583595366
2010-02-10,0.5347419701897036
2010-02-11,0.5532432630261804
2010-02-12,0.7024935350012187
2010-02-15,0.47150142183490257
2010-02-16,0.18830554571923325
2010-02-17,-0.10158346060202668
2010-02-18,-0.4960460511521409
2010-02-19,-0.8830965061930883
2010-02-22,-0.7312216869373943
2010-02-23,-0.35121742165091496
2010-02-24,-0.380942757839686
2010-02-25,0.1633711875845499
2010-02-26,-0.6851494668981257
2010-03-01,-0.8741886225142997
2010-03-02,-1.9611993315511518
2010-03-03,-0.6127001497641485
2010-03-04,-0.602497839842354
2010-03-05,-0.781411981762629
2010-03-08,-0.6261985089910155
2010-03-09,-0.6968934845481181
2010-03-10,-0.9441974157971619
2010-03-11,-0.9159659715137983
2010-03-12,-1.0768714690040393
2010-03-15,-1.063764470934336
2010-03-16,-0.8982881589106875
2010-03-17,-1.0013621863431004
2010-03-18,-0.6714700751661413
2010-03-19,0.07853713171503972
2010-03-22,0.18945091111145926
2010-03-23,-0.371864417999348
2010-03-24,0.0017269503390102965
2010-03-25,0.16200384393327727
2010-03-26,0.757052591477103
2010-03-28,0.284662403563628
2010-03-29,-0.14408080897113093
2010-03-30,-0.49479516318399497
2010-03-31,-0.8543487334030108
2010-04-01,-0.8637231103562318
2010-04-04,-0.9747149250106169
2010-04-05,-1.1590107605537467
2010-04-06,-0.3253568711837304
2010-04-07,-0.4391285280220774
2010-04-08,-0.49846073379248124
2010-04-11,-0.9175732630689417
2010-04-12,-1.7860455436127338
2010-04-13,-0.7715389961752521
2010-04-14,-0.6620575106306331
2010-04-15,-0.4880692269377176
2010-04-18,-0.3705024408447358
2010-04-19,-0.573962100188454
2010-04-20,-0.691466829121889
2010-04-21,-0.19678495837572307
2010-04-22,-0.21808727798113253
2010-04-25,-0.7564125566032531
2010-04-26,-0.10149120870617659
2010-04-27,-0.29976177188776676
2010-04-28,-0.9717976708146878
2010-04-29,-1.0226820918637116
2010-05-02,-0.9404560579665552
2010-05-03,-0.3268000175483098
2010-05-04,0.4672100063620938
2010-05-05,1.3892762716089953
2010-05-06,1.5829359416887878
2010-05-09,-0.09163923198112826
2010-05-10,-0.08153619270836214
2010-05-11,-0.11932385170064215
2010-05-12,-0.18960151390709595
2010-05-13,0.41549729838305804
2010-05-16,0.4293116032308418
2010-05-17,0.6524705724348921
2010-05-18,0.8812880189346417
2010-05-19,1.5969246495346798
2010-05-20,0.7194700888438736
2010-05-23,0.9193689917088409
2010-05-24,1.0007903465694001
2010-05-25,0.8689862913665819
2010-05-26,-0.10242615073798943
2010-05-27,-0.13327715486751682
2010-05-30,-0.13134132460183637
2010-05-31,0.2442254532925113
2010-06-01,0.17580800932225446
2010-06-02,-0.09132497442967305
2010-06-03,0.30913215851031695
2010-06-06,0.9018214144608271
2010-06-07,0.5591239444603574
2010-06-08,0.14850521110832618
2010-06-09,-0.43792507723601815
2010-06-10,-0.4509563219235415
2010-06-13,-0.6413307359666821
2010-06-14,-0.9528756595645596
2010-06-15,-0.8945622462450733
2010-06-16,-0.9222320477205478
2010-06-17,-1.1807166504025246
2010-06-20,-1.344356416800035
2010-06-21,-1.2308946357311457
2010-06-22,-0.22079808672829543
2010-06-23,-0.7201993896837445
2010-06-24,-0.6789148348837716
2010-06-27,-0.6201533938070266
2010-06-28,0.07232170267545637
2010-06-29,-0.3523903172716138
2010-06-30,-0.14583425492794416
2010-07-01,-0.7145306724081956
2010-07-04,-0.738477723921084
2010-07-05,-0.8832541431666165
2010-07-06,-0.9299320670730487
2010-07-07,-0.8119223601027478
2010-07-08,-1.1125852223780974
2010-07-11,-0.9715132167547318
2010-07-12,-1.079380027147271
2010-07-13,-0.6679735865802265
2010-07-14,-0.5088511404243892
2010-07-15,-0.03691253511242768
2010-07-18,0.09379747063501158
2010-07-19,-0.3806329306430617
2010-07-20,-0.46304556723930707
2010-07-21,-0.8481791837762974
2010-07-22,-0.8340530729440957
2010-07-25,-0.5863970098898275
2010-07-26,-0.7761730209487009
2010-07-27,-0.6911006704084004
2010-07-28,-0.5529525750874149
2010-07-29,-0.8344058903564019
2010-08-01,-1.4176965056611386
2010-08-02,-0.8082360903998895
2010-08-03,-0.8082360903998895
2010-08-04,-0.8552729416874648
2010-08-05,-0.7977564958321881
2010-08-08,-2.188035724164603
2010-08-09,-0.3954033265802397
2010-08-10,-0.12685885052900525
2010-08-11,0.11712376926334349
2010-08-12,0.047378631325504385
2010-08-15,-1.1107772674577279
2010-08-16,-0.1988310645091512
2010-08-17,-0.37331876980690826
2010-08-18,-0.34692083993533823
2010-08-19,-0.033844255537495885
2010-08-22,-1.0665544350279095
2010-08-23,-0.0018805806830510204
2010-08-24,-0.010024218948792997
2010-08-25,0.0705915230823359
