,Date,open,high,low,close,adj close,volume,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,close_-1_s,close_-1_d,rs_6,rsi_6,rs_12,rsi_12,close_26_ema,macd,macds,macdh,close_-1_r,middle,cr,cr-ma1,cr-ma2,cr-ma3,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,open_2_sma,wr_10,wr_6,middle_14_sma,cci,middle_20_sma,cci_20,tr,atr,close_10_sma,close_50_sma,dma,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,trix,trix_9_sma
20,2010-02-01,1.8728,1.8952,1.819,1.8624,1.8624,0.0,1.7849350000000002,0.049643489794205284,1.7849350000000002,1.8842219795884108,1.6856480204115896,1.8729,-0.010499999999999956,2.720917367469541,73.12490707956616,3.0689745717351093,75.42378350195548,1.8036771608804447,0.02156047845505049,0.014519708443673332,0.01408154002275432,-0.5606279032516426,1.858866666666667,98.18287465004455,90.33819117475477,79.05541495926286,71.91181117067201,81.11686816350033,89.760003009233,89.760003009233,90.57164735952463,90.57164735952463,88.13671430864977,88.13671430864977,1.8464,17.7105831533477,25.28912875867383,1.7927571428571432,113.67794310312507,1.7706983333333333,135.55599971300626,0.07620000000000005,0.06423585016220616,1.82533,1.7817952380952382,0.043534761904761465,0.022299999999999983,0.022299999999999983,-0.001000000000000112,0.001000000000000112,0.022299999999999983,0.009725426752735626,0.009725426752735626,0.06423585016220616,15.140185314240119,15.140185314240119,0.0,0.003220639158432508,0.003220639158432508,5.013772138610856,5.013772138610856,50.245284080406684,50.245284080406684,45.1427682349663,45.1427682349663,47.59919398396019,47.59919398396019,0.2715269135298635,0.18181512008256845
21,2010-02-02,1.8075,1.8553,1.8075,1.8304,1.8304,0.0,1.789605,0.04928871414538282,1.789605,1.888182428290765,1.6910275717092342,1.8624,-0.03200000000000003,1.086032946861178,52.062118601497424,1.5779142296784696,61.20894991433734,1.8061028045761218,0.019949696429824467,0.015613778855658969,0.008671835148331006,-1.718213058419249,1.8310666666666664,90.79230168034358,93.35855347932234,82.0005258148687,72.56057229023668,58.38150289017342,79.30050296954647,79.30050296954647,86.8145992295319,86.8145992295319,64.27231044957563,64.27231044957563,1.84015,37.30569948186528,59.34065934065933,1.7999690476190475,55.984911806939394,1.7764966666666666,82.34557375564928,0.05489999999999995,0.06339075456313062,1.83095,1.7840045454545457,0.04694545454545418,-0.03990000000000005,0.0,-0.011499999999999844,0.011499999999999844,0.0,0.008370539879315573,0.008370539879315573,0.06339075456313062,13.204669887592807,13.204669887592807,0.011499999999999844,0.004374068988274396,0.004374068988274396,6.90016867352206,6.90016867352206,31.358129014099106,31.358129014099106,41.20093469660152,41.20093469660152,45.76955792008084,45.76955792008084,0.2807806055337391,0.2014171213145257
22,2010-02-03,1.7819,1.85,1.7797,1.85,1.85,0.0,1.7955299999999998,0.04905819422943153,1.7955299999999998,1.8936463884588632,1.6974136115411371,1.8304,0.019600000000000062,1.5276634291072002,60.437770769456776,1.90255015841832,65.54753766787866,1.8100219368005737,0.01979553624500796,0.016455096596907158,0.0066808792962016065,1.0708041958042092,1.826566666666667,87.01676282196861,95.16116252589936,84.51989994264844,73.36063698299856,68.32515767344086,75.64205453751126,75.64205453751126,83.09041766552501,83.09041766552501,60.745328281483744,60.745328281483744,1.7947000000000002,29.030186255619732,39.13419913419908,1.8056309523809528,39.76663727019793,1.7820383333333332,67.88036774355037,0.07030000000000003,0.06400447244798252,1.837,1.7868739130434783,0.05012608695652143,-0.00529999999999986,0.0,-0.027800000000000047,0.027800000000000047,0.0,0.007211340184992025,0.007211340184992025,0.06400447244798252,11.266931683333222,11.266931683333222,0.027800000000000047,0.007618224378435117,0.007618224378435117,11.902643810753338,11.902643810753338,2.743736619526605,2.743736619526605,30.206459451346408,30.206459451346408,41.32024519295397,41.32024519295397,0.28512278866839225,0.2195578670907214
23,2010-02-04,1.7915,1.8945,1.7915,1.8804,1.8804,0.0,1.802605,0.050639213794096485,1.802605,1.9038834275881933,1.7013265724118072,1.85,0.030399999999999983,2.349636898103874,70.14601789925143,2.451841377362183,71.02995501015239,1.8162111636378768,0.02153205829130367,0.017475306741981042,0.008113503098645253,1.6432432432432533,1.8554666666666664,91.88380663342708,97.51795345320835,86.3117130698308,74.43791574066258,88.58905165767159,79.95772024423138,79.95772024423138,82.04618519176046,82.04618519176046,75.78079034917317,75.78079034917317,1.7867000000000002,10.371408549404288,12.813852813852757,1.8133238095238096,84.05413656253141,1.7887016666666664,100.22141329230335,0.10299999999999998,0.06740904421666949,1.84496,1.7907708333333334,0.05418916666666651,0.044499999999999984,0.044499999999999984,0.011800000000000031,0.0,0.044499999999999984,0.012348814728442244,0.012348814728442244,0.06740904421666949,18.319225367964087,18.319225367964087,0.0,0.0065686175005083905,0.0065686175005083905,9.744415718750165,9.744415718750165,30.554872130521094,30.554872130521094,30.30604930918725,30.30604930918725,38.17196079385031,38.17196079385031,0.2917441218495294,0.23603875789008125
24,2010-02-05,1.8245,1.8876,1.8245,1.8827,1.8827,0.0,1.81014,0.05079208807015444,1.81014,1.911724176140309,1.7085558238596912,1.8804,0.002299999999999969,2.4242634367364655,70.79663938026154,2.4971776143324305,71.40551295130922,1.8219783793887931,0.02278912367511965,0.018542100360953058,0.008494046628333175,0.12231440119123692,1.864933333333333,92.34391931316144,96.13270808559844,88.30868492095492,75.23531602551837,89.1774891774892,83.03097655531731,83.03097655531731,82.37444897961274,82.37444897961274,84.34403170672647,84.34403170672647,1.808,9.63762528912873,10.822510822510793,1.8213309523809529,95.29618602645664,1.7956716666666666,102.7811785073887,0.06309999999999992,0.06703871581268654,1.85135,1.794448,0.056902000000000015,-0.006900000000000128,0.0,0.03299999999999992,0.0,0.0,0.010654971853128579,0.010654971853128579,0.06703871581268654,15.893758888370908,15.893758888370908,0.0,0.005667623664373615,0.005667623664373615,8.454254523922524,8.454254523922524,30.554872130521087,30.554872130521087,30.377163668913603,30.377163668913603,35.94418279597562,35.94418279597562,0.2985256069997809,0.2519478204526637
25,2010-02-08,1.8335,1.8858,1.8319999999999999,1.8715,1.8715,0.0,1.8171650000000001,0.04895313844032791,1.8171650000000001,1.915071276880656,1.719258723119344,1.8827,-0.0112000000000001,1.6881133878770156,62.79918828908599,2.0124935739852985,66.80490844410079,1.8262201412702428,0.02271418988857099,0.019379047784852683,0.006670284207436622,-0.5948903170977848,1.8631,91.19766231686802,94.30214975890313,90.20771456151245,76.64051680632305,79.48051948051942,81.84749086371801,81.84749086371801,82.19879627431447,82.19879627431447,81.14488004252505,81.14488004252505,1.829,20.519480519480574,20.519480519480574,1.8291047619047625,88.09152366094598,1.8031516666666665,91.43692405465552,0.05379999999999985,0.06591722923476115,1.86015,1.7974115384615386,0.06273846153846163,-0.0018000000000000238,0.0,0.007500000000000062,0.0,0.0,0.009199048065913124,0.009199048065913124,0.06591722923476115,13.95545318379682,13.95545318379682,0.0,0.004893184442600929,0.004893184442600929,7.423225307565766,7.423225307565766,30.554872130521087,30.554872130521087,30.42794880097408,30.42794880097408,34.36776561595737,34.36776561595737,0.3013408051179351,0.26621142724817914
26,2010-02-09,1.8194,1.8731,1.8194,1.8430000000000002,1.8430000000000002,0.0,1.8224500000000003,0.045458014173868105,1.8224500000000003,1.9133660283477365,1.7315339716522642,1.8715,-0.02849999999999997,0.8759203780223533,46.69283346374075,1.3078361601373971,56.669367727539864,1.8276409617660467,0.020370247116918042,0.019577768127572143,0.0015849579786917922,-1.5228426395939019,1.8451666666666664,87.79142737610759,93.06626612179278,91.58818864517687,77.78928372685965,54.80519480519476,72.83339217754359,72.83339217754359,79.07699490872419,79.07699490872419,60.34618671518237,60.34618671518237,1.82645,45.19480519480524,44.86062717770044,1.834678571428572,32.940736586276486,1.8092449999999995,58.115565118797456,0.05370000000000008,0.0648958436395923,1.86109,1.7991,0.06199000000000021,-0.012699999999999934,0.0,-0.012600000000000168,0.012600000000000168,0.0,0.007946211645843066,0.007946211645843066,0.0648958436395923,12.24456174724133,12.24456174724133,0.012600000000000168,0.0059427907870715155,0.0059427907870715155,9.157428971993328,9.157428971993328,14.42451226031743,14.42451226031743,25.854812446701693,25.854812446701693,31.93510713528431,31.93510713528431,0.2944325493627578,0.2772200092317556
27,2010-02-10,1.7975,1.8592,1.7975,1.8506,1.8506,0.0,1.827685,0.04208175345306117,1.827685,1.9118485069061224,1.7435214930938778,1.8430000000000002,0.007600000000000051,1.0298802749226137,50.73601077097398,1.4096954904302663,58.500980560766045,1.8295646082908308,0.01884861573639429,0.019431655025493873,-0.001166078578199163,0.4123711340206171,1.8357666666666663,85.61254098051765,92.04393301978908,92.32017046682891,78.91561378753293,61.38528138528139,69.01735524678952,69.01735524678952,75.7237816880793,75.7237816880793,55.604502364209964,55.604502364209964,1.80845,38.61471861471861,38.240418118466934,1.838578571428572,-10.819476890662123,1.8145283333333329,37.73758121738781,0.06169999999999986,0.06463187789656566,1.86119,1.8009392857142856,0.06025071428571449,-0.013900000000000023,0.0,-0.02189999999999981,0.02189999999999981,0.0,0.006867086298454684,0.006867086298454684,0.06463187789656566,10.624921512329413,10.624921512329413,0.02189999999999981,0.008109839652962041,0.008109839652962041,12.547739469895511,12.547739469895511,8.297786598789994,8.297786598789994,20.837950526870454,20.837950526870454,28.76413143077585,28.76413143077585,0.28270625886085565,0.283953885539743
28,2010-02-11,1.7995,1.8598,1.7995,1.8515,1.8515,0.0,1.8320550000000004,0.03959583278179951,1.8320550000000004,1.9112466655636,1.7528633344364013,1.8506,0.0008999999999999008,1.0517587865873843,51.26132727993511,1.4228543512814968,58.72636753954774,1.831384809837504,0.017507070309659145,0.019046141529085816,-0.003078142438853341,0.048632875824061735,1.8369333333333333,85.88421290371151,90.64689055315378,93.21240980055752,79.8914017367775,62.164502164502075,66.73307088602704,66.73307088602704,72.7268780873952,72.7268780873952,54.7454564832907,54.7454564832907,1.7984999999999998,37.835497835497925,41.747572815534134,1.8411833333333336,-19.246320556366637,1.8190099999999996,35.21248972669027,0.0602999999999998,0.06427803137305034,1.8595400000000004,1.8026827586206895,0.0568572413793107,0.0005999999999999339,0.0005999999999999339,0.0020000000000000018,0.0,0.0005999999999999339,0.0060180898473589615,0.0060180898473589615,0.06427803137305034,9.36259203775514,9.36259203775514,0.0,0.0070112070896897255,0.0070112070896897255,10.907625731408592,10.907625731408592,7.622185963901439,7.622185963901439,17.06171196858026,17.06171196858026,25.42031220731197,25.42031220731197,0.2680154822459376,0.28602168135208794
29,2010-02-12,1.8035,1.87,1.8035,1.8585,1.8585,0.0,1.8367600000000004,0.036611881879205006,1.8367600000000004,1.9099837637584105,1.7635362362415905,1.8515,0.007000000000000117,1.2559582287919415,55.67293812281724,1.5345052918374056,60.544568471780785,1.8336149697893025,0.01676499340738391,0.018589346419789887,-0.003648706024811953,0.3780718336483968,1.844,86.24019312009656,90.04671569230656,93.6025477728442,80.80597538244085,68.64111498257836,67.36908558487747,67.36908558487747,70.94094725322263,70.94094725322263,60.22536224818717,60.22536224818717,1.8014999999999997,31.774891774891763,32.29744728079905,1.845033333333334,-6.336691487811831,1.8238216666666665,45.29927001837251,0.0665,0.06445768885834909,1.8581000000000003,1.8045433333333332,0.05355666666666692,0.010200000000000207,0.010200000000000207,0.0040000000000000036,0.0,0.010200000000000207,0.006583402025533488,0.006583402025533488,0.06445768885834909,10.21352478212652,10.21352478212652,0.0,0.006063429493606782,0.006063429493606782,9.406836641213822,9.406836641213822,4.1114846128831415,4.1114846128831415,13.361432956751122,13.361432956751122,21.974718815671448,21.974718815671448,0.2529637016442872,0.2839591022536906
