Date,mdi,open_2_sma,trix,cr,close_20_sma,kdjk,kdjj,close_20_mstd,close_26_ema,tr,adx,kdjd,cci_20,boll_ub,atr,wr_6,adxr,macds,pdi,mdm_14,cr-ma2,cr-ma3,cr-ma1,boll,kdjk_9,mdm_14_ema,macd,dx,close_12_ema,rsi_12,trix_9_sma,rsi_6,dma,kdjd_9,wr_10,close_-1_r,macdh,kdjj_9,boll_lb,cci,rsv_9,close
2010-01-04,,-1.091121459825277,,,-1.0663962176281416,0.05882668358631529,0.3011846179519262,,-1.066048560705485,,,-0.16623444738327947,,,,-0.433011523912369,,-0.18480120363612484,,-1.3195639833333714,,,,-1.0663962176281416,0.05882668358631529,-1.3195639833333714,-0.1743727460372107,,-1.0702399445847905,,,,-0.17321873968365195,-0.16623444738327947,-0.48101764447504325,,-1.0650583546141195,0.3011846179519262,,,0.479296008182893,-1.0730495125252493
2010-01-05,-1.986338638466723,-1.106052425813117,0.8632096774866425,-0.7639879169918141,-1.053881896829287,0.7134658798164005,1.1980784310913914,-0.9668428823738284,-1.0530211000438277,0.6798226553004161,4.342554177153391,0.16089878660888357,0.503059514891345,-1.0753850434540546,1.0221844412963494,-1.3863344435051697,4.869153011623376,-0.17647969210143719,-1.8204158299925965,-1.2268237656387342,,,,-1.053881896829287,0.7134658798164005,-1.2268237656387342,-0.160130523715663,3.2603776364326773,-1.0566837759187828,3.9412631242604603,0.8823289201411626,2.864617364996247,-0.17321873968365195,0.16089878660888357,-1.4499579476595141,1.0050197010158755,0.9384696493740141,1.1980784310913914,-1.0279062171240254,0.5497272664524651,1.4453095337985937,-1.0480496101301757
2010-01-06,-2.02081554502926,-1.1151348567365957,0.46634072713962876,-0.831703394539756,-1.0522596700590654,1.014571937863299,1.4049860620336743,-1.101595581135591,-1.051441624773858,0.39120445071652565,4.342554177153391,0.4937266779957354,0.4456242363598598,-1.0831535374713808,0.7956685510337557,-1.1001638791993267,4.869153011623376,-0.17466065489181423,-1.8204158299925965,-1.2622508437054463,,,,-1.0522596700590654,1.014571937863299,-1.2622508437054463,-0.16224018657862338,3.2603776364326773,-1.0551914494220629,1.889093458505543,0.678840212021866,1.270042736176616,-0.17321873968365195,0.4937266779957354,-1.1590993229036841,-0.9945308806067915,0.9384696493740141,1.4049860620336743,-1.0160384643343685,0.49042746691691386,1.1553294755507526,-1.0556884691953372
2010-01-07,-2.0429527979864415,-1.078736326747806,0.3608153600006339,-0.6637937148001493,-1.0488761685097454,1.265897525386186,1.5327504402788714,-1.1114826991265774,-1.0477706677815921,0.7137777381926349,3.9922469731414916,0.8113817286292535,1.1105480378198782,-1.0806010881938517,0.8952488241161801,-1.2071462202355379,4.6924247989265435,-0.1708642120971596,-1.2599133516279215,-1.279784549855215,,,,-1.0488761685097454,1.265897525386186,-1.279784549855215,-0.15407475451393407,2.6757705535141434,-1.0512078109285254,2.43997818135631,0.5749395909591974,1.7519972189512272,-0.17321873968365195,0.8113817286292535,-1.2678342539837928,1.0050197010158755,0.9384696493740141,1.5327504402788714,-1.0117592102970105,1.1769366846162912,1.26373596229205,-1.0454107315440293
2010-01-08,-2.0533712753750133,-1.0680025447473314,0.2438229883398199,-0.5497134320753472,-1.0487649301026445,1.2417914077169225,1.2577118384170514,-1.1576053141018399,-1.0478071676554834,0.27575716888296653,3.874936057149388,1.013965917669959,0.866334945640396,-1.0836847497826532,0.7603021377402154,-0.8018371606856041,4.5579852740239994,-0.17043467752455832,-1.2999317617965318,-1.2901629431835924,,,-0.788169489673558,-1.0487649301026445,1.2417914077169225,-1.2901629431835924,-0.15974810526727615,2.769726381790672,-1.0514678901863659,1.0013143353355287,0.492996222835104,0.531151432114777,-0.17321873968365195,1.013965917669959,-0.85588540121576,-0.9945308806067915,0.9384696493740141,1.2577118384170514,-1.0081607620421928,0.9247957047085908,0.8530314407359605,-1.0549940274621408
2010-01-11,-1.142882153042767,-1.1008231474026293,0.14803966846803876,-0.8718152097374677,-1.0489225178460375,1.203643703596395,1.0480574321880138,-1.188930142517513,-1.0481105653854885,0.3674358926919649,2.5281916738641703,1.1344855309706738,-0.5996150620868814,-1.0860020556916925,0.7116403584766994,-0.7551495134806185,3.9525621470620367,-0.17164020654111325,-1.4140132161570993,-0.5399123047320801,,,-0.8230275057514215,-1.0489225178460375,1.203643703596395,-0.5399123047320801,-0.16494146737099252,0.030859260728088048,-1.051975272016867,0.8285048277311012,0.42418560743840705,0.3791684097919602,-0.17321873968365195,1.1344855309706738,-0.8084329146468954,-0.9945308806067915,-1.0650583546141195,1.0480574321880138,-1.0059602467245836,-0.5887434268151333,0.8057222889760777,-1.0563829109285336
2010-01-12,-1.3394959271506792,-1.1066028761721156,0.10106248282224642,-0.7229191386835606,-1.0477836484400045,1.3172967425978068,1.1283782506453832,-1.1983950796684413,-1.0467642633527874,0.4387415667656321,1.312951586145254,1.2581404137271184,0.5569124592532364,-1.085567377319334,0.7008239129157133,-1.049281690872058,3.1343651465266844,-0.17071144883198439,-1.0406354234855877,-0.7042014439703947,-0.8131676890953348,,-0.7770234026752755,-1.0477836484400045,1.3172967425978068,-0.7042014439703947,-0.15836940350325926,-0.8679059994003284,-1.0503732557014112,1.4011050945873882,0.370282910530132,0.9792516106818024,-0.17321873968365195,1.2581404137271184,-1.107383580030774,1.0050197010158755,0.9384696493740141,1.1283782506453832,-1.0040565233356424,0.6053284385318995,1.1037699450633691,-1.0476329450902577
2010-01-13,-1.4734838204849194,-1.093254454966397,0.10146106586409288,-0.6694056746492055,-1.0454347302900604,1.5829272827315257,1.434893978597085,-1.1550151105051831,-1.0438299877035042,0.23501106941229635,0.6717330834992408,1.4417978179056823,1.0123102273680815,-1.080320292045719,0.6387194534922159,-1.4397753739458725,2.3815911765368405,-0.16535820225660197,-1.0802890073629015,-0.8245572953532698,-0.8490979015025097,,-0.7246586967383394,-1.0454347302900604,1.5829272827315257,-0.8245572953532698,-0.1397954589940369,-0.5364250680028799,-1.0467140898210856,1.9473218051324002,0.33183937490516,1.5135843021314268,-0.17321873968365195,1.4417978179056823,-1.515474964523052,1.0050197010158755,0.9384696493740141,1.434893978597085,-1.0048792111530644,1.0755097808813405,1.5106286501983994,-1.0356885472792783
2010-01-14,-1.591570177281779,-1.0788051330426809,0.1654247979045291,-0.4882355430374678,-1.0407959342161641,1.7333471360585615,1.5230449403618618,-0.9792664535651511,-1.0378054136306654,0.5473978320207474,0.8737689729650249,1.6215548739693482,1.782902058922505,-1.0637277085226946,0.6679494684551393,-1.3826705233892371,1.9509045424841358,-0.15071537022927484,-0.5387134377000906,-0.9156995332067855,-0.8016787600506474,,-0.7595634337624881,-1.0407959342161641,1.7333471360585615,-0.9156995332067855,-0.09561497050032088,1.0010282334308167,-1.0389628685039731,2.6088055068146176,0.3112058385291761,2.079010240701503,-0.17321873968365195,1.6215548739693482,-1.458156214756921,1.0050197010158755,0.9384696493740141,1.5230449403618618,-1.0133049668081051,1.8711173291212384,1.4534830372401129,-1.010410868190926
2010-01-15,-1.6817777592856362,-1.0701355398884513,0.2406702226229571,-0.540777566923209,-1.0370431829543842,1.8290233465599646,1.531801494788105,-0.899523485340889,-1.0329703426565726,0.5507933403099693,1.0227802629477465,1.7778511591907977,1.2661145191998995,-1.054622830657864,0.6912732383326626,-1.3724705892715885,1.7085014880389033,-0.13255011304647227,-0.753205709932635,-0.9864661368670274,-0.7477033702077298,,-0.7511070147197144,-1.0370431829543842,1.8290233465599646,-0.9864661368670274,-0.06487538796242757,1.0303782399725527,-1.0329280626048023,2.616707115710312,0.30373108425985545,2.085460331944853,-0.17321873968365195,1.7778511591907977,-1.4482609832952826,1.0050197010158755,0.9384696493740141,1.531801494788105,-1.0154073324376618,1.33755331948173,1.4436176952787716,-1.0099942031510083
