Date,tr
2010-01-04,
2010-01-05,0.06570000000000009
2010-01-06,0.05720000000000014
2010-01-07,0.06669999999999998
2010-01-08,0.05380000000000007
2010-01-11,0.056499999999999995
2010-01-12,0.058599999999999985
2010-01-13,0.05259999999999998
2010-01-14,0.06180000000000008
2010-01-15,0.061900000000000066
2010-01-18,0.052200000000000024
2010-01-19,0.0686
2010-01-20,0.06889999999999996
2010-01-21,0.06369999999999987
2010-01-22,0.07760000000000011
2010-01-25,0.05579999999999985
2010-01-26,0.0625
2010-01-27,0.08030000000000004
2010-01-28,0.06479999999999997
2010-01-29,0.05289999999999995
2010-02-01,0.07620000000000005
2010-02-02,0.05489999999999995
2010-02-03,0.07030000000000003
2010-02-04,0.10299999999999998
2010-02-05,0.06309999999999993
2010-02-08,0.05379999999999985
2010-02-09,0.05370000000000008
2010-02-10,0.061699999999999866
2010-02-11,0.0602999999999998
2010-02-12,0.0665
2010-02-15,0.04779999999999984
2010-02-16,0.052100000000000035
2010-02-17,0.06440000000000001
2010-02-18,0.05569999999999986
2010-02-19,0.05449999999999999
2010-02-22,0.06259999999999999
2010-02-23,0.06010000000000004
2010-02-24,0.04820000000000002
2010-02-25,0.06520000000000015
2010-02-26,0.06150000000000011
2010-03-01,0.06219999999999981
2010-03-02,0.06550000000000011
2010-03-03,0.05790000000000006
2010-03-04,0.052100000000000035
2010-03-05,0.05030000000000001
2010-03-08,0.06000000000000005
2010-03-09,0.06000000000000005
2010-03-10,0.05599999999999983
2010-03-11,0.05370000000000008
2010-03-12,0.05479999999999996
2010-03-15,0.05230000000000001
2010-03-16,0.05259999999999998
2010-03-17,0.04919999999999991
2010-03-18,0.07580000000000009
2010-03-19,0.058800000000000185
2010-03-22,0.06330000000000013
2010-03-23,0.06209999999999982
2010-03-24,0.06659999999999999
2010-03-25,0.06159999999999988
2010-03-26,0.0524
2010-03-28,0.05069999999999997
2010-03-29,0.0636000000000001
2010-03-30,0.05469999999999997
2010-03-31,0.05030000000000001
2010-04-01,0.04760000000000009
2010-04-04,0.04719999999999991
2010-04-05,0.05589999999999984
2010-04-06,0.0726
2010-04-07,0.07490000000000019
2010-04-08,0.047800000000000065
2010-04-11,0.05630000000000002
2010-04-12,0.060799999999999965
2010-04-13,0.04820000000000002
2010-04-14,0.05569999999999986
2010-04-15,0.061699999999999866
2010-04-18,0.05590000000000006
2010-04-19,0.055399999999999894
2010-04-20,0.05020000000000002
2010-04-21,0.06459999999999999
2010-04-22,0.04960000000000009
2010-04-25,0.05709999999999993
2010-04-26,0.06869999999999998
2010-04-27,0.047699999999999854
2010-04-28,0.05600000000000005
2010-04-29,0.052000000000000046
2010-05-02,0.061000000000000165
2010-05-03,0.08169999999999988
2010-05-04,0.07579999999999987
2010-05-05,0.09730000000000016
2010-05-06,0.06240000000000001
2010-05-09,0.0746
2010-05-10,0.06659999999999999
2010-05-11,0.04719999999999991
2010-05-12,0.04740000000000011
2010-05-13,0.09079999999999999
2010-05-16,0.06889999999999996
2010-05-17,0.06580000000000008
2010-05-18,0.08430000000000004
2010-05-19,0.11630000000000007
2010-05-20,0.06709999999999994
2010-05-23,0.06389999999999985
2010-05-24,0.08950000000000014
2010-05-25,0.07450000000000001
2010-05-26,0.05449999999999999
2010-05-27,0.06119999999999992
2010-05-30,0.08210000000000006
2010-05-31,0.022499999999999964
2010-06-01,0.0472999999999999
2010-06-02,0.06349999999999989
2010-06-03,0.028799999999999937
2010-06-06,0.0817000000000001
2010-06-07,0.04730000000000012
2010-06-08,0.05620000000000003
2010-06-09,0.04739999999999989
2010-06-10,0.060899999999999954
2010-06-13,0.05530000000000013
2010-06-14,0.047699999999999854
2010-06-15,0.060699999999999976
2010-06-16,0.05149999999999988
2010-06-17,0.054600000000000204
2010-06-20,0.050999999999999934
2010-06-21,0.051200000000000134
2010-06-22,0.06630000000000003
2010-06-23,0.06369999999999987
2010-06-24,0.059700000000000086
2010-06-27,0.056400000000000006
2010-06-28,0.07720000000000016
2010-06-29,0.04830000000000001
2010-06-30,0.018100000000000005
2010-07-01,0.05879999999999996
2010-07-04,0.05349999999999988
2010-07-05,0.049699999999999855
2010-07-06,0.05259999999999998
2010-07-07,0.05610000000000004
2010-07-08,0.05449999999999999
2010-07-11,0.05369999999999986
2010-07-12,0.04909999999999992
2010-07-13,0.06410000000000005
2010-07-14,0.061699999999999866
2010-07-15,0.07390000000000008
2010-07-18,0.05679999999999996
2010-07-19,0.05400000000000005
2010-07-20,0.05279999999999996
2010-07-21,0.04870000000000019
2010-07-22,0.056400000000000006
2010-07-25,0.058699999999999974
2010-07-26,0.05580000000000007
2010-07-27,0.05030000000000001
2010-07-28,0.04960000000000009
2010-07-29,0.05679999999999996
2010-08-01,0.05449999999999999
2010-08-02,0.05879999999999996
2010-08-03,0.05020000000000002
2010-08-04,0.053400000000000114
2010-08-05,0.055500000000000105
2010-08-08,0.05049999999999999
2010-08-09,0.06350000000000011
2010-08-10,0.06819999999999982
2010-08-11,0.05269999999999997
2010-08-12,0.05270000000000019
2010-08-15,0.047700000000000076
2010-08-16,0.04960000000000009
2010-08-17,0.052000000000000046
2010-08-18,0.057800000000000074
2010-08-19,0.05580000000000007
2010-08-22,0.053300000000000125
2010-08-23,0.0653999999999999
2010-08-24,0.05069999999999997
2010-08-25,0.04859999999999998
2010-08-26,0.05259999999999998
2010-08-29,0.05699999999999994
2010-08-30,0.06549999999999989
2010-08-31,0.052200000000000024
2010-09-01,0.055199999999999916
2010-09-02,0.06440000000000001
2010-09-05,0.05699999999999994
2010-09-06,0.05400000000000005
2010-09-07,0.04849999999999999
2010-09-08,0.054300000000000015
2010-09-09,0.049800000000000066
2010-09-12,0.05140000000000011
2010-09-13,0.05300000000000016
2010-09-14,0.058699999999999974
2010-09-15,0.04760000000000009
2010-09-16,0.059900000000000064
2010-09-19,0.04830000000000001
2010-09-20,0.06610000000000005
2010-09-21,0.06489999999999996
