Date,cr-ma1
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,-0.788169489673558
2010-01-11,-0.8230275057514215
2010-01-12,-0.7770234026752755
2010-01-13,-0.7246586967383394
2010-01-14,-0.7595634337624881
2010-01-15,-0.7511070147197144
2010-01-18,-0.7176885010551537
2010-01-19,-0.6815395448903165
2010-01-20,-0.679699572450206
2010-01-21,-0.6045924140108043
2010-01-22,-0.5691151956973248
2010-01-25,-0.5336339474223293
2010-01-26,-0.5221759684820043
2010-01-27,-0.4775995911993366
2010-01-28,-0.4482811474196258
2010-01-29,-0.36393880983003607
2010-02-01,-0.29692127149071407
2010-02-02,-0.2354807200576831
2010-02-03,-0.1988118430582668
2010-02-04,-0.15086973559412173
2010-02-05,-0.17904855345557405
2010-02-08,-0.21628597787065273
2010-02-09,-0.2414264625258512
2010-02-10,-0.26222287805532496
2010-02-11,-0.2906416738387417
2010-02-12,-0.30285049870419944
2010-02-15,-0.30856346659169936
2010-02-16,-0.33297234936516223
2010-02-17,-0.3578048870068234
2010-02-18,-0.3855742725396492
2010-02-19,-0.39057518035846805
2010-02-22,-0.39702984724593887
2010-02-23,-0.4202441613102182
2010-02-24,-0.4612237783755088
2010-02-25,-0.5059856899084303
2010-02-26,-0.5570800847512493
2010-03-01,-0.592939146096165
2010-03-02,-0.6151497998573541
2010-03-03,-0.635401294787255
2010-03-04,-0.668998026787323
2010-03-05,-0.7138466053735841
2010-03-08,-0.7747920288981577
2010-03-09,-0.8378516068340551
2010-03-10,-0.8975929753619954
2010-03-11,-0.937393176955413
2010-03-12,-0.9706676952575819
2010-03-15,-0.989000728833855
2010-03-16,-1.0019403566267397
2010-03-17,-1.0276449263201275
2010-03-18,-1.0544921642590965
2010-03-19,-1.0799501495583488
2010-03-22,-1.103598872591914
2010-03-23,-1.1150748613897001
2010-03-24,-1.0905119033924613
2010-03-25,-1.060388843943627
2010-03-26,-1.0368037376127452
2010-03-28,-1.0171467562548615
2010-03-29,-1.0042578382248017
2010-03-30,-0.9789027043930234
2010-03-31,-0.9515106848510887
2010-04-01,-0.9202393131423509
2010-04-04,-0.9049766817079898
2010-04-05,-0.9068045617880957
2010-04-06,-0.9455158693344476
2010-04-07,-0.9844066344905082
2010-04-08,-1.009826573430136
2010-04-11,-1.007751629690301
2010-04-12,-1.003170224591133
2010-04-13,-0.9842051670063989
2010-04-14,-0.9725776556929144
2010-04-15,-0.97126598933246
2010-04-18,-0.9874602063770791
2010-04-19,-0.9874711858950047
2010-04-20,-0.9820275219304713
2010-04-21,-0.9614972803348167
2010-04-22,-0.9474874699550887
2010-04-25,-0.9310353572022968
2010-04-26,-0.9161812124110151
2010-04-27,-0.9164341365621189
2010-04-28,-0.9478580636154593
2010-04-29,-0.9741637911665217
2010-05-02,-0.9833340569994022
2010-05-03,-1.0103141084046106
2010-05-04,-1.046786555378658
2010-05-05,-1.074313558527421
2010-05-06,-1.0891900624857462
2010-05-09,-1.0845524369049298
2010-05-10,-1.0297474250179135
2010-05-11,-0.9216466430349486
2010-05-12,-0.8127983376659108
2010-05-13,-0.733255459072681
2010-05-16,-0.6828947237785247
2010-05-17,-0.6849027247984655
2010-05-18,-0.709764700757829
2010-05-19,-0.7155972557305088
2010-05-20,-0.6931537654536558
2010-05-23,-0.6512135647455602
2010-05-24,-0.5759926064024268
2010-05-25,-0.49540249113387097
2010-05-26,-0.44299298236499035
2010-05-27,-0.38031586714895144
2010-05-30,-0.35822274737629134
2010-05-31,-0.3455933203208059
2010-06-01,-0.3796843921209445
2010-06-02,-0.4076264288755394
2010-06-03,-0.42497241618612097
2010-06-06,-0.4285987157306712
2010-06-07,-0.4662699874292818
2010-06-08,-0.44210233223264395
2010-06-09,-0.38312113469277526
2010-06-10,-0.3444111512030448
2010-06-13,-0.32900717332236507
2010-06-14,-0.3160940377425663
2010-06-15,-0.3871846564450068
2010-06-16,-0.5054649894100476
2010-06-17,-0.6157682307297629
2010-06-20,-0.6898531204348368
2010-06-21,-0.7469731126914767
2010-06-22,-0.7498323699135682
2010-06-23,-0.7479864693619858
2010-06-24,-0.771969551264206
2010-06-27,-0.789752152354931
2010-06-28,-0.8217155128102809
2010-06-29,-0.8799158678698252
2010-06-30,-0.9324315981356938
2010-07-01,-0.956278832840079
2010-07-04,-1.013750421783424
2010-07-05,-1.0213435899174688
2010-07-06,-1.0291174387692774
2010-07-07,-1.0122709893917397
2010-07-08,-1.0050680310481779
2010-07-11,-0.9975631675923071
2010-07-12,-1.0223810636030344
2010-07-13,-1.016098187633087
2010-07-14,-1.0358031465927142
2010-07-15,-1.0762963022054062
2010-07-18,-1.1081452671457523
2010-07-19,-1.117196730682835
2010-07-20,-1.130376185318524
2010-07-21,-1.104020049275397
2010-07-22,-1.0588790329461106
2010-07-25,-1.0183609364905857
2010-07-26,-0.9836047363642486
2010-07-27,-0.9592947960148924
2010-07-28,-0.9480258924754326
2010-07-29,-0.9412885956712068
2010-08-01,-0.9209679198326455
2010-08-02,-0.9303575459643901
2010-08-03,-0.9366237569309558
2010-08-04,-0.9551339670288728
2010-08-05,-0.9720556050456468
2010-08-08,-0.9998830712347414
2010-08-09,-1.018614255604721
2010-08-10,-1.0427119931167992
2010-08-11,-1.0471038564347162
2010-08-12,-1.038555590539594
2010-08-15,-1.0144242119339382
2010-08-16,-0.9765945537910571
2010-08-17,-0.9286685999546694
2010-08-18,-0.8900713088142173
2010-08-19,-0.8718497599764449
2010-08-22,-0.8613990201928655
2010-08-23,-0.8510103147153342
