Date,adx
2010-01-04,
2010-01-05,4.342554177153391
2010-01-06,4.342554177153391
2010-01-07,3.9922469731414916
2010-01-08,3.874936057149388
2010-01-11,2.5281916738641703
2010-01-12,1.312951586145254
2010-01-13,0.6717330834992408
2010-01-14,0.8737689729650249
2010-01-15,1.0227802629477465
2010-01-18,1.1925562073430993
2010-01-19,0.6407952091281733
2010-01-20,0.5715387239327078
2010-01-21,0.7664121871213855
2010-01-22,1.2093037377425744
2010-01-25,1.5236900345304596
2010-01-26,1.9196832007106623
2010-01-27,1.3450683600223006
2010-01-28,1.0036675223467415
2010-01-29,0.7854439467883262
2010-02-01,0.9132478304308865
2010-02-02,0.6668308251263231
2010-02-03,-0.020470056167311245
2010-02-04,-0.014244365942444694
2010-02-05,-0.009798772949396179
2010-02-08,-0.006624026975335721
2010-02-09,-0.292505851842225
2010-02-10,-0.6061264241670911
2010-02-11,-0.8421915415275544
2010-02-12,-1.0735081773042439
2010-02-15,-1.2387277914067483
2010-02-16,-1.3351512034191584
2010-02-17,-1.1525103305168205
2010-02-18,-0.7870665210423295
2010-02-19,-0.4173969243387071
2010-02-22,0.14961997234291433
2010-02-23,0.210137285792886
2010-02-24,0.16221701649092796
2010-02-25,-0.2568461974119528
2010-02-26,-0.5561764897999727
2010-03-01,-0.3128178561031669
2010-03-02,0.06290798672749777
2010-03-03,0.33128340097469894
2010-03-04,0.5516725937341046
2010-03-05,0.736019354397832
2010-03-08,1.0094418781282186
2010-03-09,0.7993218939097527
2010-03-10,0.8511837311677733
2010-03-11,0.9795569052804857
2010-03-12,1.1300671879337456
2010-03-15,1.2463079451795789
2010-03-16,1.31221682295437
2010-03-17,1.3592945916547545
2010-03-18,0.5001468684345471
2010-03-19,0.19089194762915293
2010-03-22,0.19681035112143536
2010-03-23,-0.14920670350969936
2010-03-24,-0.5940199416513479
2010-03-25,-0.7640394449530169
2010-03-26,-0.47984330708642453
2010-03-28,-0.27684606608586465
2010-03-29,-0.5925410414214967
2010-03-30,-0.7002373757271025
2010-03-31,-0.605505037618983
2010-04-01,-0.3307463146506548
2010-04-04,-0.13449008401880175
2010-04-05,0.005692937830578351
2010-04-06,-0.28042494922456745
2010-04-07,-0.676234682350798
2010-04-08,-0.9589559202756773
2010-04-11,-0.8519476538028351
2010-04-12,-0.5526851236026823
2010-04-13,-0.2468093008465627
2010-04-14,0.056443329216178124
2010-04-15,-0.1559083024598303
2010-04-18,-0.493828243785643
2010-04-19,-0.5867767507919093
2010-04-20,-0.576465926970752
2010-04-21,-0.799977354937833
2010-04-22,-0.9596283749138815
2010-04-25,-1.063672401883975
2010-04-26,-1.0650766470299124
2010-04-27,-0.9557956103285647
2010-04-28,-0.9555305152599505
2010-04-29,-0.5159927738472956
2010-05-02,-0.41415628994075626
2010-05-03,-0.7670043266222075
2010-05-04,-0.5280309494783892
2010-05-05,0.08667985221762954
2010-05-06,0.6564360369426926
2010-05-09,0.5189706959158669
2010-05-10,-0.10845045011847206
2010-05-11,-0.5566084115715558
2010-05-12,-0.7336394285982272
2010-05-13,-0.7880312548513229
2010-05-16,-0.7922026998922763
2010-05-17,-0.7951823034929575
2010-05-18,-0.43874653004816794
2010-05-19,0.05849099822906786
2010-05-20,0.44376378783143317
2010-05-23,0.2031460070150912
2010-05-24,0.3498843751386072
2010-05-25,0.11793191759876825
2010-05-26,0.0114411548052158
2010-05-27,-0.43295355289792287
2010-05-30,-0.49438699560759936
2010-05-31,-0.7487340815612977
2010-06-01,-0.8082868636637708
2010-06-02,-0.6101772050089337
2010-06-03,-0.7690278597520656
2010-06-06,-1.0041633941657349
2010-06-07,-1.1445402863661112
2010-06-08,-1.201182286740355
2010-06-09,-1.20498111075547
2010-06-10,-0.7911708540614907
2010-06-13,-0.4955920992800769
2010-06-14,-0.32922779867151863
2010-06-15,0.0075912089475369
2010-06-16,0.2481762143897197
2010-06-17,0.4590363131201948
2010-06-20,0.6930290488827305
2010-06-21,0.8153606557422064
2010-06-22,0.1578469972442134
2010-06-23,-0.29866482877856626
2010-06-24,-0.5357893379577703
2010-06-27,-0.6171815336103575
2010-06-28,-0.7863233860568072
2010-06-29,-0.8849756237958094
2010-06-30,-0.9554415078950965
2010-07-01,-0.5535902162839551
2010-07-04,-0.08969006132029902
2010-07-05,0.23408640190533878
2010-07-06,0.27396057558100667
2010-07-07,0.4585861359017481
2010-07-08,0.612948239905722
2010-07-11,0.7826382457594375
2010-07-12,0.9038453927978057
2010-07-13,1.1066574551205652
2010-07-14,0.894964721433827
2010-07-15,0.41252943463821656
2010-07-18,-0.0033408979797281985
2010-07-19,-0.4734267986752904
2010-07-20,-0.48792291721269165
2010-07-21,-0.5957305603025177
2010-07-22,-0.25130779370015405
2010-07-25,-0.21714234957884707
2010-07-26,-0.1927384609207709
2010-07-27,-0.21050963671997602
2010-07-28,-0.24084006105110592
2010-07-29,0.01702451324930066
2010-08-01,0.2810332053532341
2010-08-02,0.163249840742869
2010-08-03,0.07911886602117953
2010-08-04,0.1996553747076793
2010-08-05,0.12648431246518793
2010-08-08,0.07421926800626538
2010-08-09,0.3303908059601794
2010-08-10,-0.031243494783095207
2010-08-11,-0.5646332014724857
2010-08-12,-0.7253546633374776
2010-08-15,-0.8401557075267573
2010-08-16,-0.3792765811221311
2010-08-17,-0.02542493354899486
2010-08-18,-0.2686401179700318
2010-08-19,-0.49039319333046544
2010-08-22,-0.6487882471593469
2010-08-23,-0.5634962802676766
2010-08-24,-0.5025734467736261
2010-08-25,-0.8428911197819927
2010-08-26,-1.1458785406190162
