Date,dma
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-18,0.0023218181818180916
2010-01-19,0.0033766666666663614
2010-01-20,0.005744615384615015
2010-01-21,0.008185714285714019
2010-01-22,0.012416666666666298
2010-01-25,0.01597999999999944
2010-01-26,0.021174705882352374
2010-01-27,0.026713333333332923
2010-01-28,0.03181210526315725
2010-01-29,0.03765499999999955
2010-02-01,0.043534761904761465
2010-02-02,0.04694545454545418
2010-02-03,0.05012608695652143
2010-02-04,0.05418916666666651
2010-02-05,0.05690200000000001
2010-02-08,0.06273846153846163
2010-02-09,0.06199000000000021
2010-02-10,0.06025071428571449
2010-02-11,0.0568572413793107
2010-02-12,0.05355666666666692
2010-02-15,0.05094516129032267
2010-02-16,0.05101625000000021
2010-02-17,0.04853424242424209
2010-02-18,0.042069999999999386
2010-02-19,0.034287142857142294
2010-02-22,0.027941666666666087
2010-02-23,0.025292432432431955
2010-02-24,0.021825789473683743
2010-02-25,0.01957666666666591
2010-02-26,0.014412499999999495
2010-03-01,0.009349268292682789
2010-03-02,0.00017238095238081286
2010-03-03,-0.0038799999999998835
2010-03-04,-0.0065140909090908306
2010-03-05,-0.008433333333333515
2010-03-08,-0.010305652173913105
2010-03-09,-0.013648723404255714
2010-03-10,-0.017942500000000194
2010-03-11,-0.023927959183674075
2010-03-12,-0.02758200000000066
2010-03-15,-0.03209000000000084
2010-03-16,-0.029304000000000663
2010-03-17,-0.0325140000000006
2010-03-18,-0.03490600000000055
2010-03-19,-0.03446600000000055
2010-03-22,-0.03439600000000098
2010-03-23,-0.035302000000001055
2010-03-24,-0.03372000000000108
2010-03-25,-0.031418000000001056
2010-03-26,-0.026390000000001024
2010-03-28,-0.022584000000000604
2010-03-29,-0.020216000000001122
2010-03-30,-0.018186000000001146
2010-03-31,-0.01803800000000133
2010-04-01,-0.019962000000001145
2010-04-04,-0.023352000000000706
2010-04-05,-0.024500000000000854
2010-04-06,-0.024678000000000422
2010-04-07,-0.02537800000000079
2010-04-08,-0.028540000000000454
