date,open,high,low,close,adj close,volume,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,close_-1_s,close_-1_d,rs_6,rsi_6,rs_12,rsi_12,close_12_ema,close_26_ema,macd,macds,macdh,open_2_s,open_2_d,open_-2_r
2010-01-04,1.693,1.7412,1.6723,1.719,1.719,0.0,1.719,,1.719,,,,,,,,,1.719,1.719,0.0,0.0,0.0,1.6798,0.0132,
2010-01-05,1.6713,1.737,1.6713,1.737,1.737,0.0,1.728,0.0127279220614,1.728,1.75345584412,1.70254415588,1.719,0.018,inf,100.0,inf,100.0,1.72875,1.72834615385,0.000403846153846,0.000224358974359,0.000358974358974,1.7242,-0.0529,
2010-01-06,1.6798,1.7359,1.6798,1.7315,1.7315,0.0,1.72916666667,0.00922406273468,1.72916666667,1.74761479214,1.7107185412,1.737,-0.0055,2.72727272727,73.1707317073,3.0,75.0,1.72982332564,1.72947930015,0.000344025487248,0.000273402627182,0.000141245720131,1.6954,-0.0156,-0.779681039575
2010-01-07,1.7242,1.7472,1.6805,1.7389,1.7389,0.0,1.7316,0.00896697645066,1.7316,1.7495339529,1.7136660471,1.7315,0.0074,4.34181818182,81.2797821647,4.46776859504,81.7110036276,1.73268847701,1.73211291615,0.000575560865602,0.000375759754018,0.000399602223167,1.6765,0.0477,3.16520074194
2010-01-08,1.6954,1.7492,1.6954,1.732,1.732,0.0,1.73168,0.00776768948916,1.73168,1.74721537898,1.71614462102,1.7389,-0.0069,1.54703291008,60.738630583,1.79211620758,64.1848717727,1.73250142027,1.73208673043,0.000414689842145,0.000387340575093,5.46985341037e-05,1.687,0.0084,0.928681985951
2010-01-11,1.6765,1.733,1.6765,1.731,1.731,0.0,1.73156666667,0.00695317673202,1.73156666667,1.74547302013,1.7176603132,1.732,-0.001,1.39128408296,58.181463795,1.63710763286,62.0796668464,1.73213649615,1.73186906699,0.000267429164439,0.000354837915861,-0.000174817502843,1.6959,-0.0194,-2.76650040599
2010-01-12,1.687,1.7456,1.687,1.7373,1.7373,0.0,1.73238571429,0.00670706805577,1.73238571429,1.7457998504,1.71897157817,1.731,0.0063,2.1523933815,68.2780706916,2.23156219697,69.0552141952,1.73328871397,1.73283493027,0.000453783699279,0.000379878454011,0.000147810490537,1.708,-0.021,-0.495458298927
2010-01-13,1.6959,1.7485,1.6959,1.7459,1.7459,0.0,1.734075,0.00783504034086,1.734075,1.74974508068,1.71840491932,1.7373,0.0086,3.39916289909,77.2684025816,3.11681055218,75.7093510298,1.73592049499,1.73494003674,0.000980458250656,0.00052420907305,0.000912498355211,1.7085,-0.0126,1.15717268118
2010-01-14,1.708,1.7698,1.708,1.7641,1.7641,0.0,1.73741111111,0.0124048825513,1.73741111111,1.76222087621,1.71260134601,1.7459,0.0182,6.56537758098,86.7818890823,5.16055516929,83.7676967007,1.74149540407,1.73926218344,0.00223322063214,0.000918999221651,0.00262844282099,1.7312,-0.0232,1.24481327801
2010-01-15,1.7085,1.7704,1.7085,1.7644,1.7644,0.0,1.74011,0.0144783708414,1.74011,1.76906674168,1.71115325832,1.7641,0.0003,6.62800600326,86.8904140929,5.19730582175,83.8639559066,1.7458358161,1.74273095747,0.00310485863206,0.00140875861855,0.00339220002703,1.71,-0.0015,0.742968335397
2010-01-18,1.7312,1.7737,1.7215,1.7633,1.7633,0.0,1.74221818182,0.0154126453396,1.74221818182,1.7730434725,1.71139289114,1.7644,-0.0011,5.19613324428,83.8609022664,4.53120662259,81.920762173,1.74903134066,1.7453987688,0.003632571862,0.00189531624949,0.00347451122503,1.7215,0.0097,1.35831381733
2010-01-19,1.71,1.7786,1.71,1.7742,1.7742,0.0,1.74488333333,0.0173548438789,1.74488333333,1.77959302109,1.71017364558,1.7633,0.0109,7.76497050822,88.5909484914,5.9166315986,85.5420953719,1.75350624567,1.74893745386,0.00456879181025,0.0024694666787,0.00419865026309,1.7405,-0.0305,0.0877963125549
2010-01-20,1.7215,1.7904,1.7215,1.7895,1.7895,0.0,1.74831538462,0.0207175789349,1.74831538462,1.78975054249,1.70688022675,1.7742,0.0153,12.0919294225,92.361706455,8.03809970199,88.935727277,1.7597561288,1.75368934882,0.00606677998238,0.00323078315536,0.00567199365403,1.7525,-0.031,-0.560304990758
2010-01-21,1.7405,1.8032,1.7395,1.8008,1.8008,0.0,1.75206428571,0.0243507891877,1.75206428571,1.80076586409,1.70336270734,1.7895,0.0113,15.9268028133,94.0922097869,9.74737525053,90.6954025826,1.76674458961,1.7589804356,0.00776415400971,0.00417916772051,0.00716997257839,1.8189,-0.0784,1.78362573099
2010-01-22,1.7525,1.8301,1.7525,1.8188,1.8188,0.0,1.75651333333,0.029112144414,1.75651333333,1.81473762216,1.69828904451,1.8008,0.018,23.2571802681,95.8775093026,12.7176368634,92.7101146505,1.77546476201,1.76545144716,0.0100133148454,0.00538854844697,0.00924953279693,1.8136,-0.0611,1.80075515539
2010-01-25,1.8189,1.8213,1.7655,1.7835,1.7835,0.0,1.7582,0.0289228859786,1.7582,1.81604577196,1.70035422804,1.8188,-0.0353,1.27430867303,56.0305946217,1.72921798098,63.3594675482,1.77679264844,1.76733947405,0.00945317438578,0.00622501816415,0.00645631244326,1.786,0.0329,4.50445274346
2010-01-26,1.8136,1.846,1.8129,1.8336,1.8336,0.0,1.76263529412,0.0334465420705,1.76263529412,1.82952837826,1.69574220998,1.7835,0.0501,2.88410758873,74.2540602402,3.06698463978,75.4117586229,1.78607458819,1.77406549608,0.0120090921069,0.0074084821935,0.00920121982672,1.8064,0.0072,3.48644793153
2010-01-27,1.786,1.8663,1.786,1.8496,1.8496,0.0,1.76746666667,0.0383800193115,1.76746666667,1.84422670529,1.69070662804,1.8336,0.016,3.50103651451,77.7828951892,3.53305467877,77.9398204773,1.79635605536,1.7815281719,0.0148278834599,0.0089195840376,0.0118165988447,1.82,-0.034,-1.80878552972
2010-01-28,1.8064,1.8712,1.8064,1.868,1.868,0.0,1.77275789474,0.0438535734739,1.77275789474,1.86046504168,1.68505074779,1.8496,0.0184,4.35239843208,81.3167869939,4.11776072769,80.4602041164,1.80785944216,1.78986530737,0.0179941347954,0.0107610322548,0.0144662050813,1.8728,-0.0664,-0.397000441112
2010-01-29,1.82,1.8729,1.82,1.8729,1.8729,0.0,1.777765,0.048201040336,1.777765,1.87416708067,1.68136291933,1.868,0.0049,4.62446408835,82.2205283154,4.28762592372,81.0879208472,1.81823288776,1.79769611001,0.0205367777547,0.0127389856043,0.0155955843009,1.8075,0.0125,1.90369540873
2010-02-01,1.8728,1.8952,1.819,1.8624,1.8624,0.0,1.784935,0.0496434897942,1.784935,1.88422197959,1.68564802041,1.8729,-0.0105,2.72091736747,73.1249070796,3.06897457174,75.423783502,1.82523763934,1.80367716088,0.0215604784551,0.0145197084437,0.0140815400228,1.7819,0.0909,3.67581930912
2010-02-02,1.8075,1.8553,1.8075,1.8304,1.8304,0.0,1.789605,0.0492887141454,1.789605,1.88818242829,1.69102757171,1.8624,-0.032,1.08603294686,52.0621186015,1.57791422968,61.2089499143,1.82605250101,1.80610280458,0.0199496964298,0.0156137788557,0.00867183514833,1.7915,0.016,-0.686813186813
2010-02-03,1.7819,1.85,1.7797,1.85,1.85,0.0,1.79553,0.0490581942294,1.79553,1.89364638846,1.69741361154,1.8304,0.0196,1.52766342911,60.4377707695,1.90255015842,65.5475376679,1.82981747305,1.8100219368,0.019795536245,0.0164550965969,0.0066808792962,1.8245,-0.0426,-4.85369500214
2010-02-04,1.7915,1.8945,1.7915,1.8804,1.8804,0.0,1.802605,0.0506392137941,1.802605,1.90388342759,1.70132657241,1.85,0.0304,2.3496368981,70.1460178993,2.45184137736,71.0299550102,1.83774322193,1.81621116364,0.0215320582913,0.017475306742,0.00811350309865,1.8335,-0.042,-0.88520055325
2010-02-05,1.8245,1.8876,1.8245,1.8827,1.8827,0.0,1.81014,0.0507920880702,1.81014,1.91172417614,1.70855582386,1.8804,0.0023,2.42426343674,70.7966393803,2.49717761433,71.4055129513,1.84476750306,1.82197837939,0.0227891236751,0.018542100361,0.00849404662833,1.8194,0.0051,2.39070654919
2010-02-08,1.8335,1.8858,1.832,1.8715,1.8715,0.0,1.817165,0.0489531384403,1.817165,1.91507127688,1.71925872312,1.8827,-0.0112,1.68811338788,62.7991882891,2.01249357399,66.8049084441,1.84893433116,1.82622014127,0.0227141898886,0.0193790477849,0.00667028420744,1.7975,0.036,2.34440413062
2010-02-09,1.8194,1.8731,1.8194,1.843,1.843,0.0,1.82245,0.0454580141739,1.82245,1.91336602835,1.73153397165,1.8715,-0.0285,0.875920378022,46.6928334637,1.30783616014,56.6693677275,1.84801120888,1.82764096177,0.0203702471169,0.0195777681276,0.00158495797869,1.7995,0.0199,-0.279528637983
2010-02-10,1.7975,1.8592,1.7975,1.8506,1.8506,0.0,1.827685,0.0420817534531,1.827685,1.91184850691,1.74352149309,1.843,0.0076,1.02988027492,50.736010771,1.40969549043,58.5009805608,1.84841322403,1.82956460829,0.0188486157364,0.0194316550255,-0.0011660785782,1.8035,-0.006,-1.96345786747
2010-02-11,1.7995,1.8598,1.7995,1.8515,1.8515,0.0,1.832055,0.0395958327818,1.832055,1.91124666556,1.75286333444,1.8506,0.0009,1.05175878659,51.2613272799,1.42285435128,58.7263675395,1.84889188015,1.83138480984,0.0175070703097,0.0190461415291,-0.00307814243885,1.8115,-0.012,-1.09376717599
2010-02-12,1.8035,1.87,1.8035,1.8585,1.8585,0.0,1.83676,0.0366118818792,1.83676,1.90998376376,1.76353623624,1.8515,0.007,1.25595822879,55.6729381228,1.53450529184,60.5445684718,1.8503799632,1.83361496979,0.0167649934074,0.0185893464198,-0.00364870602481,1.8045,-0.001,0.333796940195
2010-02-15,1.8115,1.8593,1.8115,1.8514,1.8514,0.0,1.841165,0.0323614825469,1.841165,1.90588796509,1.77644203491,1.8585,-0.0071,1.00594160933,50.1481002564,1.36577591403,57.7305697437,1.85053778131,1.83506588711,0.0154718941996,0.0179652378886,-0.00498668737804,1.7928,0.0187,0.666851903306
2010-02-16,1.8045,1.8566,1.8045,1.8425,1.8425,0.0,1.84458,0.0282677722392,1.84458,1.90111554448,1.78804445552,1.8514,-0.0089,0.774136036939,43.6345365192,1.18725591516,54.2806128415,1.84929527472,1.83566784935,0.0136274253707,0.0170969874862,-0.00693912423091,1.7795,0.025,0.0554477405046
2010-02-17,1.7928,1.8572,1.7928,1.833,1.833,0.0,1.846755,0.0253272783045,1.846755,1.89740955661,1.79610044339,1.8425,-0.0095,0.597711948665,37.4104949997,1.03042051948,50.7491186971,1.84677815316,1.83545330577,0.0113248473915,0.0159418272975,-0.00923395981201,1.7725,0.0203,-1.03229367927
