Date,Adj Close
2014-07-02,2.2223
2014-07-03,2.2068
2014-07-06,2.2098
2014-07-07,2.2225
2014-07-08,2.2094
2014-07-09,2.2074
2014-07-10,2.2186
2014-07-13,2.2175
2014-07-14,2.2073
2014-07-15,2.2158
2014-07-16,2.2207
2014-07-17,2.2554
2014-07-20,2.2223
2014-07-21,2.2182
2014-07-22,2.2083
2014-07-23,2.2159
2014-07-24,2.2153
2014-07-27,2.2221
2014-07-28,2.2193
2014-07-29,2.227
2014-07-30,2.2437
2014-07-31,2.2603
2014-08-03,2.2523
2014-08-04,2.254
2014-08-05,2.2763
2014-08-06,2.2707
2014-08-07,2.2941
2014-08-10,2.279
2014-08-11,2.2724
2014-08-12,2.2749
2014-08-13,2.2785
2014-08-14,2.2639
2014-08-17,2.2456
2014-08-18,2.2552
2014-08-19,2.2435
2014-08-20,2.2573
2014-08-21,2.2668
2014-08-24,2.2729
2014-08-25,2.2829
2014-08-26,2.2586
2014-08-27,2.2436
2014-08-28,2.2372
2014-08-31,2.2316
2014-09-01,2.2431
2014-09-02,2.2398
2014-09-03,2.234
2014-09-04,2.2393
2014-09-07,2.2378
2014-09-08,2.265
2014-09-09,2.2832
2014-09-10,2.2852
2014-09-11,2.2949
2014-09-14,2.2719
2014-09-15,2.3395
2014-09-16,2.3337
2014-09-17,2.3553
2014-09-18,2.3632
2014-09-21,2.365
2014-09-22,2.3957
2014-09-23,2.4097
2014-09-24,2.3794
2014-09-25,2.4252
2014-09-28,2.4198
2014-09-29,2.4435
2014-09-30,2.4359
2014-10-01,2.4817
2014-10-02,2.4921
2014-10-05,2.4549
2014-10-06,2.4253
2014-10-07,2.3932
2014-10-08,2.374
2014-10-09,2.3949
2014-10-12,2.386
2014-10-13,2.3905
2014-10-14,2.3961
2014-10-15,2.4524
2014-10-16,2.4659
2014-10-19,2.4307
2014-10-20,2.4622
2014-10-21,2.478
2014-10-22,2.4843
2014-10-23,2.4957
2014-10-27,2.4689
2014-10-28,2.5196
2014-10-29,2.4582
2014-10-30,2.4578
2014-10-31,2.4016
2014-11-03,2.4135
2014-11-04,2.4923
2014-11-05,2.4939
2014-11-06,2.5013
2014-11-07,2.5666
2014-11-10,2.5489
2014-11-11,2.5494
2014-11-12,2.5544
2014-11-13,2.5631
2014-11-14,2.5859
2014-11-17,2.5968
2014-11-18,2.6047
2014-11-19,2.5791
2014-11-20,2.5689
2014-11-21,2.5697
2014-11-24,2.512
2014-11-25,2.5425
2014-11-26,2.5271
2014-11-27,2.4979
2014-11-28,2.5272
2014-12-01,2.5315
2014-12-02,2.557
2014-12-03,2.5649
2014-12-04,2.5491
2014-12-05,2.5883
2014-12-08,2.5861
2014-12-09,2.5966
2014-12-10,2.5895
2014-12-11,2.6131
2014-12-12,2.6467
2014-12-15,2.6496
2014-12-16,2.6921
2014-12-17,2.7352
2014-12-18,2.712
2014-12-19,2.6593
2014-12-22,2.6565
2014-12-23,2.6624
2014-12-24,2.6912
2014-12-25,2.6912
2014-12-26,2.6952
2014-12-29,2.6927
2014-12-30,2.6993
2014-12-31,2.6541
2015-01-01,2.6542
2015-01-02,2.6532
2015-01-05,2.6912
2015-01-06,2.7031
2015-01-07,2.6966
2015-01-08,2.6808
2015-01-09,2.6597
2015-01-12,2.6264
2015-01-13,2.6702
2015-01-14,2.6396
2015-01-15,2.6121
2015-01-16,2.6387
2015-01-19,2.6169
2015-01-20,2.6481
2015-01-21,2.611
2015-01-22,2.5971
2015-01-23,2.5707
2015-01-26,2.5778
2015-01-27,2.5799
2015-01-28,2.5693
2015-01-29,2.5731
2015-01-30,2.6002
2015-02-02,2.6788
2015-02-03,2.7236
2015-02-04,2.6911
2015-02-05,2.7383
2015-02-06,2.7416
2015-02-09,2.7796
2015-02-10,2.7663
2015-02-11,2.8311
2015-02-12,2.8655
2015-02-13,2.817
2015-02-16,2.8309
2015-02-17,2.826
2015-02-18,2.8257
2015-02-19,2.834
2015-02-20,2.8633
2015-02-23,2.8641
2015-02-24,2.8747
2015-02-25,2.857
2015-02-26,2.8688
2015-02-27,2.905
2015-03-02,2.8368
2015-03-03,2.8927
2015-03-04,2.9279
2015-03-05,2.9714
2015-03-06,3.0001
2015-03-09,3.057
2015-03-10,3.1227
2015-03-11,3.1016
2015-03-12,3.1269
2015-03-13,3.1631
2015-03-16,3.245
2015-03-17,3.2428
2015-03-18,3.2462
2015-03-19,3.2181
2015-03-20,3.2904
2015-03-23,3.2246
2015-03-24,3.1283
2015-03-25,3.1362
2015-03-26,3.1973
2015-03-27,3.1795
2015-03-29,3.2412
2015-03-30,3.226
2015-03-31,3.1885
2015-04-01,3.1643
2015-04-02,3.1222
2015-04-05,3.1216
2015-04-06,3.1216
2015-04-07,3.1251
2015-04-08,3.0461
2015-04-09,3.0553
2015-04-12,3.0718
2015-04-13,3.1192
2015-04-14,3.0646
2015-04-15,3.0259
2015-04-16,3.0186
2015-04-19,3.0367
2015-04-20,3.0294
2015-04-21,3.026
2015-04-22,3.0052
2015-04-23,2.9685
2015-04-26,2.9483
2015-04-27,2.9131
2015-04-28,2.9348
2015-04-29,2.9527
2015-04-30,3.0111
2015-05-03,3.0111
2015-05-04,3.083
2015-05-05,3.0531
2015-05-06,3.0287
2015-05-07,3.0213
2015-05-10,2.9712
2015-05-11,3.0564
2015-05-12,3.0175
2015-05-13,3.0365
2015-05-14,2.9899
2015-05-17,2.9914
2015-05-18,3.0058
2015-05-19,3.0316
2015-05-20,3.0017
2015-05-21,3.0367
2015-05-24,3.089
2015-05-25,3.0932
2015-05-26,3.148
2015-05-27,3.1379
2015-05-28,3.1584
2015-05-31,3.1758
2015-06-01,3.1695
2015-06-02,3.1286
2015-06-03,3.1332
2015-06-04,3.1402
2015-06-07,3.1396
2015-06-08,3.1099
2015-06-09,3.0955
2015-06-10,3.114
2015-06-11,3.0871
2015-06-14,3.1168
2015-06-15,3.1235
2015-06-16,3.0869
2015-06-17,3.0504
2015-06-18,3.0578
2015-06-21,3.0932
2015-06-22,3.0844
2015-06-23,3.0738
2015-06-24,3.0949
2015-06-25,3.1244
2015-06-28,3.1257
2015-06-29,3.115
2015-06-30,3.108
2015-07-01,3.1455
2015-07-02,3.094
2015-07-05,3.1292
2015-07-06,3.1351
2015-07-07,3.1787
2015-07-08,3.2317
2015-07-09,3.2211
2015-07-12,3.1556
2015-07-13,3.1312
2015-07-14,3.1365
2015-07-15,3.1356
2015-07-16,3.1506
2015-07-19,3.1852
2015-07-20,3.1945
2015-07-21,3.1719
2015-07-22,3.2198
2015-07-23,3.2842
2015-07-26,3.356
2015-07-27,3.3617
2015-07-28,3.3545
2015-07-29,3.3239
2015-07-30,3.3708
2015-08-02,3.4194
2015-08-03,3.4488
2015-08-04,3.4663
2015-08-05,3.4838
2015-08-06,3.5316
2015-08-09,3.5316
2015-08-10,3.4357
2015-08-11,3.471
2015-08-12,3.4751
2015-08-13,3.5193
2015-08-16,3.4779
2015-08-17,3.4766
2015-08-18,3.4649
2015-08-19,3.4883
2015-08-20,3.4578
2015-08-23,3.498
2015-08-24,3.5481
2015-08-25,3.6115
2015-08-26,3.5941
2015-08-27,3.5502
2015-08-30,3.5787
2015-08-31,3.6192
2015-09-01,3.6925
2015-09-02,3.7539
2015-09-03,3.735
2015-09-06,3.8397
2015-09-07,3.835
2015-09-08,3.8159
2015-09-09,3.7787
2015-09-10,3.8481
2015-09-13,3.8682
2015-09-14,3.8107
2015-09-15,3.8597
2015-09-16,3.8286
2015-09-17,3.8914
2015-09-20,3.939
2015-09-21,
2015-09-22,4.0477
2015-09-23,4.1751
2015-09-24,3.933
2015-09-27,3.9676
2015-09-28,4.1037
2015-09-29,4.0544
2015-09-30,3.9457
2015-10-01,3.9988
2015-10-04,3.9275
2015-10-05,3.9099
2015-10-06,3.849
2015-10-07,3.8803
2015-10-08,3.7819
2015-10-11,3.7591
2015-10-12,3.7605
2015-10-13,3.8888
2015-10-14,3.8071
2015-10-15,3.7925
2015-10-18,3.9207
2015-10-19,3.8878
2015-10-20,3.9023
2015-10-21,3.9367
2015-10-22,3.9023
2015-10-26,3.8756
2015-10-27,3.9039
2015-10-28,3.8834
2015-10-29,3.8972
2015-10-30,3.8447
2015-11-02,3.8514
2015-11-03,3.8702
2015-11-04,3.7671
2015-11-05,3.7956
2015-11-06,3.7801
2015-11-09,3.7663
2015-11-10,3.7991
2015-11-11,3.7454
2015-11-12,3.7629
2015-11-13,3.7669
2015-11-16,3.8406
2015-11-17,3.8256
2015-11-18,3.8083
2015-11-19,3.7671
2015-11-20,3.7612
2015-11-23,3.6996
2015-11-24,3.7289
2015-11-25,3.6962
2015-11-26,3.7394
2015-11-27,3.7384
2015-11-30,3.8414
2015-12-01,3.8666
2015-12-02,3.8506
2015-12-03,3.8323
2015-12-04,3.7559
2015-12-07,3.751
2015-12-08,3.7595
2015-12-09,3.8145
2015-12-10,3.7427
2015-12-11,3.8078
2015-12-14,3.8127
2015-12-15,3.8844
2015-12-16,3.9059
2015-12-17,3.8929
2015-12-18,3.8763
2015-12-21,3.9784
2015-12-22,4.0114
2015-12-23,3.9852
2015-12-24,3.941
2015-12-25,3.913
2015-12-28,3.9082
2015-12-29,3.8551
2015-12-30,3.8641
2015-12-31,3.9567
2016-01-01,3.95
2016-01-04,3.9491
2016-01-05,4.0373
2016-01-06,4.0269
2016-01-07,4.0199
2016-01-08,4.0415
2016-01-11,3.9932
2016-01-12,4.0504
2016-01-13,4.0252
2016-01-14,4.0141
2016-01-15,4.0059
2016-01-18,4.0043
2016-01-19,4.0523
2016-01-20,4.0584
2016-01-21,4.1014
2016-01-22,4.1535
2016-01-25,4.0895
2016-01-26,4.0879
2016-01-27,4.0669
2016-01-28,4.1049
2016-01-29,4.067
2016-02-01,3.9971
2016-02-02,3.9597
2016-02-03,3.9853
2016-02-04,3.8923
2016-02-05,3.8862
2016-02-08,3.8985
2016-02-09,3.8916
2016-02-10,3.8815
2016-02-11,3.9263
2016-02-12,3.9875
2016-02-15,3.9682
2016-02-16,3.995
2016-02-17,4.0625
2016-02-18,3.9809
2016-02-19,4.0246
2016-02-22,4.0164
2016-02-23,3.9428
2016-02-24,3.9535
2016-02-25,3.9544
2016-02-26,3.9519
2016-02-29,3.9647
2016-03-01,4.0129
2016-03-02,3.922
2016-03-03,3.8893
2016-03-04,3.7961
2016-03-07,3.7688
2016-03-08,3.7811
2016-03-09,3.7527
2016-03-10,3.6769
2016-03-11,3.614
2016-03-14,3.5717
2016-03-15,3.655
2016-03-16,3.7623
2016-03-17,3.7366
2016-03-18,3.6206
2016-03-21,3.6211
2016-03-22,3.6126
2016-03-23,3.5778
2016-03-24,3.6801
2016-03-25,3.6772
2016-03-27,3.6835
2016-03-28,3.6772
2016-03-29,3.6349
2016-03-30,3.5961
2016-03-31,3.5865
2016-04-03,3.5486
2016-04-04,3.6172
2016-04-05,3.6737
2016-04-06,3.6364
2016-04-07,3.6826
2016-04-10,3.5862
2016-04-11,3.4885
2016-04-12,3.4825
2016-04-13,3.4935
2016-04-14,3.4725
2016-04-17,3.531
2016-04-18,3.6099
2016-04-19,3.5253
2016-04-20,3.5244
2016-04-21,3.5244
2016-04-24,3.5623
2016-04-25,3.5504
2016-04-26,3.5202
2016-04-27,3.5215
2016-04-28,3.4797
2016-05-01,3.4328
2016-05-02,3.4965
2016-05-03,3.5549
2016-05-04,3.5454
2016-05-05,3.5331
2016-05-08,3.499
2016-05-09,3.513
2016-05-10,3.4704
2016-05-11,3.447
2016-05-12,3.4771
2016-05-15,3.5302
2016-05-16,3.4945
2016-05-17,3.4861
2016-05-18,3.5585
2016-05-19,3.5609
2016-05-22,3.5573
2016-05-23,3.5665
2016-05-24,3.5673
2016-05-25,3.5769
2016-05-26,3.5827
2016-05-29,3.6089
2016-05-30,3.5674
2016-05-31,3.5832
2016-06-01,3.591
2016-06-02,3.5801
2016-06-05,3.5245
2016-06-06,3.4845
2016-06-07,3.4349
2016-06-08,3.3575
2016-06-09,3.3959
2016-06-12,3.4158
2016-06-13,3.4773
2016-06-14,3.4751
2016-06-15,3.4693
2016-06-16,3.4612
2016-06-19,3.4128
2016-06-20,3.3917
2016-06-21,3.4121
2016-06-22,3.3743
2016-06-23,3.337
2016-06-26,3.3677
2016-06-27,3.3893
2016-06-28,3.3025
2016-06-29,3.2376
2016-06-30,3.2059
2016-07-03,3.2306
2016-07-04,3.2885
2016-07-05,3.2991
2016-07-06,3.327
2016-07-07,3.3611
2016-07-10,3.2977
2016-07-11,3.3072
2016-07-12,3.2935
2016-07-13,3.2616
2016-07-14,3.2484
2016-07-17,3.2766
2016-07-18,3.2494
2016-07-19,3.2479
2016-07-20,3.2527
2016-07-21,3.2686
2016-07-24,3.2515
2016-07-25,3.2821
2016-07-26,3.27
2016-07-27,3.2586
2016-07-28,3.2819
2016-07-31,3.2462
2016-08-01,3.2584
2016-08-02,3.2528
2016-08-03,3.2346
2016-08-04,3.1869
2016-08-07,3.1607
2016-08-08,3.1686
2016-08-09,3.1429
2016-08-10,3.1247
2016-08-11,3.139
2016-08-14,3.1905
2016-08-15,3.1848
2016-08-16,3.2012
2016-08-17,3.2048
2016-08-18,3.2379
2016-08-21,3.2045
2016-08-22,3.1987
2016-08-23,3.2355
2016-08-24,3.2233
2016-08-25,3.2283
2016-08-28,3.2641
2016-08-29,3.2276
2016-08-30,3.2368
2016-08-31,3.226
2016-09-01,3.2532
2016-09-04,3.2561
2016-09-05,3.2672
2016-09-06,3.1963
2016-09-07,3.1907
2016-09-08,3.2149
2016-09-11,3.2717
2016-09-12,3.2469
2016-09-13,3.3141
2016-09-14,3.3435
2016-09-15,3.2998
2016-09-18,3.2655
2016-09-19,3.2712
2016-09-20,3.2561
2016-09-21,3.2096
2016-09-22,3.217
2016-09-25,3.2432
2016-09-26,3.2406
2016-09-27,3.2326
2016-09-28,3.2178
2016-09-29,3.2593
2016-10-02,3.2598
2016-10-03,3.2087
2016-10-04,3.2545
2016-10-05,3.2185
2016-10-06,3.2272
2016-10-09,3.2193
2016-10-10,3.2027
2016-10-11,3.1959
2016-10-12,3.2007
2016-10-13,3.1773
2016-10-16,3.202
2016-10-17,3.2042
2016-10-18,3.1817
2016-10-19,3.1661
2016-10-20,3.1391
2016-10-23,3.1489
2016-10-24,3.1245
2016-10-25,3.1104
2016-10-26,3.1388
2016-10-27,3.1653
2016-10-31,3.2031
2016-11-01,3.1982
2016-11-02,3.2351
2016-11-03,3.2526
2016-11-04,3.2584
2016-11-07,3.2323
2016-11-08,3.2009
2016-11-09,3.1681
2016-11-10,3.233
2016-11-11,3.3956
2016-11-14,3.39
2016-11-15,3.4403
2016-11-16,3.4417
2016-11-17,3.4507
2016-11-18,3.4324
2016-11-21,3.3823
2016-11-22,3.3874
2016-11-23,3.3636
2016-11-24,3.4311
2016-11-25,3.3907
2016-11-28,3.421
2016-11-29,3.4072
2016-11-30,3.4538
2016-12-01,3.4063
2016-12-02,3.573
2016-12-05,3.4747
2016-12-06,3.42
2016-12-07,3.4063
2016-12-08,3.3816
2016-12-09,3.3737
2016-12-12,3.377
2016-12-13,3.3373
2016-12-14,3.3342
2016-12-15,3.369
2016-12-16,3.3657
2016-12-19,3.3904
2016-12-20,3.3639
2016-12-21,3.3531
2016-12-22,3.3254
2016-12-23,3.2863
2016-12-26,3.2695
2016-12-27,3.2696
2016-12-28,3.2694
2016-12-29,3.2825
2016-12-30,3.2523
2017-01-02,3.2532
2017-01-03,3.284
2017-01-04,3.2635
2017-01-05,3.2141
2017-01-06,3.1977
2017-01-09,3.2222
2017-01-10,3.1955
2017-01-11,3.1945
2017-01-12,3.1963
2017-01-13,3.1868
2017-01-16,3.1868
2017-01-17,3.2405
2017-01-18,3.2098
2017-01-19,3.2296
2017-01-20,3.1949
2017-01-23,3.1423
2017-01-24,3.1617
2017-01-25,3.1687
2017-01-26,3.1685
2017-01-27,3.1761
2017-01-30,3.1096
2017-01-31,3.1255
2017-02-01,3.1501
2017-02-02,3.128
2017-02-03,3.1225
2017-02-06,3.1195
2017-02-07,3.1137
2017-02-08,3.1167
2017-02-09,3.1159
2017-02-10,3.1288
2017-02-13,3.1071
2017-02-14,3.1101
2017-02-15,3.0812
2017-02-16,3.0561
2017-02-17,3.0875
2017-02-20,3.0955
2017-02-21,3.0855
2017-02-22,3.0939
2017-02-23,3.0623
2017-02-24,3.0603
2017-02-27,3.0946
2017-02-28,3.1053
2017-03-01,3.108
2017-03-02,3.0882
2017-03-03,3.1546
2017-03-06,3.12
2017-03-07,3.1372
2017-03-08,3.1159
2017-03-09,3.1593
2017-03-10,3.1913
2017-03-13,3.1475
2017-03-14,3.1524
2017-03-15,3.1637
2017-03-16,3.0999
2017-03-17,3.1193
2017-03-20,3.0866
2017-03-21,3.071
2017-03-22,3.0868
2017-03-23,3.0848
2017-03-24,3.1381
2017-03-26,3.1097
2017-03-27,3.1252
2017-03-28,3.1384
2017-03-29,3.1221
2017-03-30,3.1477
2017-04-02,3.1218
2017-04-03,3.113
2017-04-04,3.0956
2017-04-05,3.1196
2017-04-06,3.1415
2017-04-09,3.1447
2017-04-10,3.1318
2017-04-11,3.1368
2017-04-12,3.1235
2017-04-13,3.1424
2017-04-16,3.1437
2017-04-17,3.1303
2017-04-18,3.1065
2017-04-19,3.1483
2017-04-20,3.1471
2017-04-23,3.1468
2017-04-24,3.127
2017-04-25,3.1472
2017-04-26,3.1711
2017-04-27,3.1811
2017-04-30,3.1761
2017-05-01,3.1751
2017-05-02,3.1502
2017-05-03,3.1621
2017-05-04,3.1849
2017-05-07,3.1777
2017-05-08,3.1964
2017-05-09,3.1868
2017-05-10,3.1657
2017-05-11,3.139
2017-05-14,3.1777
2017-05-15,3.1082
2017-05-16,3.0958
2017-05-17,3.1334
2017-05-18,3.369
2017-05-21,3.2533
2017-05-22,3.2654
2017-05-23,3.2686
2017-05-24,3.2742
2017-05-25,3.2735
2017-05-28,3.1777
2017-05-29,3.2554
2017-05-30,3.2562
2017-05-31,3.2251
2017-06-01,3.249
2017-06-04,3.2492
2017-06-05,3.2961
2017-06-06,3.276
2017-06-07,3.2673
2017-06-08,3.2596
2017-06-11,3.1777
2017-06-12,3.3167
2017-06-13,3.3144
2017-06-14,3.2726
2017-06-15,3.2736
2017-06-18,3.2886
2017-06-19,3.2811
2017-06-20,3.3255
2017-06-21,3.3334
2017-06-22,3.3397
2017-06-25,3.3415
2017-06-26,3.2948
2017-06-27,3.312
2017-06-28,3.2795
2017-06-29,3.3027
2017-07-02,3.1777
2017-07-03,3.3005
2017-07-04,3.3092
2017-07-05,3.287
2017-07-06,3.2973
2017-07-09,3.1777
2017-07-10,
2017-07-11,3.2531
2017-07-12,3.2068
2017-07-13,3.21
2017-07-16,3.1777
2017-07-17,3.1812
2017-07-18,3.1527
2017-07-19,3.1477
2017-07-20,3.1184
2017-07-23,3.1777
2017-07-24,3.1444
2017-07-25,3.1712
2017-07-26,3.1375
2017-07-27,3.1526
2017-07-30,3.1777
2017-07-31,3.1258
2017-08-01,3.1228
2017-08-02,3.1122
2017-08-03,3.1115
2017-08-06,3.1293
2017-08-07,3.1242
2017-08-08,3.1259
2017-08-09,3.1523
2017-08-10,3.1736
2017-08-13,3.1777
2017-08-14,3.1872
2017-08-15,3.1676
2017-08-16,3.1514
2017-08-17,3.1733
2017-08-20,3.1777
2017-08-21,3.163
2017-08-22,3.1605
2017-08-23,3.1393
2017-08-24,3.1465
2017-08-27,3.1587
2017-08-28,3.1658
2017-08-29,3.1642
2017-08-30,3.1588
2017-08-31,3.146
2017-09-03,3.1777
2017-09-04,3.1394
2017-09-05,3.1158
2017-09-06,3.0979
2017-09-07,3.0976
2017-09-10,3.1777
2017-09-11,3.0997
2017-09-12,3.1219
2017-09-13,3.1316
2017-09-14,3.1181
2017-09-17,3.1097
2017-09-18,3.1349
2017-09-19,3.1328
2017-09-20,3.1306
2017-09-21,3.1345
2017-09-24,3.1235
2017-09-25,3.1573
2017-09-26,3.1639
2017-09-27,3.1919
2017-09-28,3.1809
2017-10-01,3.1634
2017-10-02,3.1529
2017-10-03,3.1408
2017-10-04,3.1332
2017-10-05,3.1524
2017-10-08,3.1555
2017-10-09,3.1868
2017-10-10,3.1778
2017-10-11,3.1697
2017-10-12,3.169
2017-10-15,3.1462
2017-10-17,3.1715
