Date,Adj Close
2010-01-04,1.719
2010-01-05,1.737
2010-01-06,1.7315
2010-01-07,1.7389
2010-01-08,1.732
2010-01-11,1.731
2010-01-12,1.7373
2010-01-13,1.7459
2010-01-14,1.7641
2010-01-15,1.7644
2010-01-18,1.7633
2010-01-19,1.7742
2010-01-20,1.7895
2010-01-21,1.8008
2010-01-22,1.8188
2010-01-25,1.7835
2010-01-26,1.8336
2010-01-27,1.8496
2010-01-28,1.868
2010-01-29,1.8729
2010-02-01,1.8624
2010-02-02,1.8304
2010-02-03,1.85
2010-02-04,1.8804
2010-02-05,1.8827
2010-02-08,1.8715
2010-02-09,1.843
2010-02-10,1.8506
2010-02-11,1.8515
2010-02-12,1.8585
2010-02-15,1.8514
2010-02-16,1.8425
2010-02-17,1.833
2010-02-18,1.819
2010-02-19,1.8035
2010-02-22,1.808
2010-02-23,1.8196
2010-02-24,1.8186
2010-02-25,1.836
2010-02-26,1.806
2010-03-01,1.798
2010-03-02,1.7325
2010-03-03,1.788
2010-03-04,1.7885
2010-03-05,1.778
2010-03-08,1.7847
2010-03-09,1.781
2010-03-10,1.768
2010-03-11,1.769
2010-03-12,1.761
2010-03-15,1.7614
2010-03-16,1.7662
2010-03-17,1.762
2010-03-18,1.771
2010-03-19,1.795
2010-03-22,1.799
2010-03-23,1.7806
2010-03-24,1.7933
2010-03-25,1.799
2010-03-26,1.823
2010-03-28,1.8085
2010-03-29,1.7938
2010-03-30,1.7805
2010-03-31,1.7654
2010-04-01,1.765
2010-04-04,1.7605
2010-04-05,1.753
2010-04-06,1.777
2010-04-07,1.773
2010-04-08,1.771
2010-04-11,1.7562
2010-04-12,1.7135
2010-04-13,1.746
2010-04-14,1.75
2010-04-15,1.7562
2010-04-18,1.7603
2010-04-19,1.7525
2010-04-20,1.748
2010-04-21,1.7635
2010-04-22,1.7628
2010-04-25,1.744
2010-04-26,1.765
2010-04-27,1.7581
2010-04-28,1.731
2010-04-29,1.7287
2010-05-02,1.731
2010-05-03,1.7493
2010-05-04,1.7798
2010-05-05,1.8341
2010-05-06,1.8495
2010-05-09,1.7749
2010-05-10,1.7755
2010-05-11,1.7735
2010-05-12,1.77
2010-05-13,1.8025
2010-05-16,1.8033
2010-05-17,1.816
2010-05-18,1.8297
2010-05-19,1.8848
2010-05-20,1.8468
2010-05-23,1.8622
2010-05-24,1.8685
2010-05-25,1.863
2010-05-26,1.816
2010-05-27,1.8143
2010-05-30,1.8144
2010-05-31,1.834
2010-06-01,1.831
2010-06-02,1.8194
2010-06-03,1.8389
2010-06-06,1.874
2010-06-07,1.86
2010-06-08,1.842
2010-06-09,1.8123
2010-06-10,1.8116
2010-06-13,1.8017
2010-06-14,1.7846
2010-06-15,1.7868
2010-06-16,1.7854
2010-06-17,1.7723
2010-06-20,1.7636
2010-06-21,1.7669
2010-06-22,1.8011
2010-06-23,1.7785
2010-06-24,1.78
2010-06-27,1.782
2010-06-28,1.8078
2010-06-29,1.7909
2010-06-30,1.7989
2010-07-01,1.7745
2010-07-04,1.7734
2010-07-05,1.767
2010-07-06,1.765
2010-07-07,1.7683
2010-07-08,1.7564
2010-07-11,1.76
2010-07-12,1.756
2010-07-13,1.766
2010-07-14,1.77
2010-07-15,1.7826
2010-07-18,1.7863
2010-07-19,1.7737
2010-07-20,1.7714
2010-07-21,1.7602
2010-07-22,1.7605
2010-07-25,1.7656
2010-07-26,1.7607
2010-07-27,1.7623
2010-07-28,1.7648
2010-07-29,1.7585
2010-08-01,1.7429
2010-08-02,1.7537
2010-08-03,1.7537
2010-08-04,1.7526
2010-08-05,1.7535
2010-08-08,1.7075
2010-08-09,1.751
2010-08-10,1.76
2010-08-11,1.7685
2010-08-12,1.7664
2010-08-15,1.722
2010-08-16,1.7554
2010-08-17,1.7478
2010-08-18,1.7488
2010-08-19,1.7606
2010-08-22,1.7128
2010-08-23,1.7613
2010-08-24,1.7609
2010-08-25,1.7649
2010-08-26,1.7563
2010-08-29,1.6992
2010-08-30,1.755
2010-08-31,1.7501
2010-09-01,1.74
2010-09-02,1.7395
2010-09-05,1.674
2010-09-06,1.7249
2010-09-07,1.73
2010-09-08,1.7192
2010-09-09,1.7232
2010-09-12,1.668
2010-09-13,1.7165
2010-09-14,1.7015
2010-09-15,1.7212
2010-09-16,1.7175
2010-09-19,1.6655
2010-09-20,1.7265
2010-09-21,1.7245
2010-09-22,1.6743
2010-09-23,1.7177
2010-09-26,1.6644
2010-09-27,1.709
2010-09-28,1.709
2010-09-29,1.7035
2010-09-30,1.6961
2010-10-03,1.6335
2010-10-04,1.6975
2010-10-05,1.669
2010-10-06,1.684
2010-10-07,1.6778
2010-10-10,1.6258
2010-10-11,1.6613
2010-10-12,1.67
2010-10-13,1.6525
2010-10-14,1.6606
2010-10-17,1.6064
2010-10-18,1.672
2010-10-19,1.69
2010-10-20,1.675
2010-10-21,1.694
2010-10-24,1.6439
2010-10-25,1.6998
2010-10-26,1.7023
2010-10-27,1.719
2010-10-28,1.7135
2010-11-01,1.6462
2010-11-02,1.7043
2010-11-03,1.701
2010-11-04,1.689
2010-11-05,1.6747
2010-11-08,1.679
2010-11-09,1.696
2010-11-10,1.696
2010-11-11,1.71
2010-11-12,1.7215
2010-11-15,1.6704
2010-11-16,1.72
2010-11-17,1.736
2010-11-18,1.7262
2010-11-19,1.711
2010-11-22,1.673
2010-11-23,1.7208
2010-11-24,1.7335
2010-11-25,1.722
2010-11-26,1.7155
2010-11-29,1.7296
2010-11-30,1.717
2010-12-01,1.7145
2010-12-02,1.7059
2010-12-03,1.7015
2010-12-06,1.6361
2010-12-07,1.6813
2010-12-08,1.677
2010-12-09,1.692
2010-12-10,1.7036
2010-12-13,1.705
2010-12-14,1.693
2010-12-15,1.693
2010-12-16,1.6989
2010-12-17,1.7043
2010-12-20,1.6662
2010-12-21,1.7066
2010-12-22,1.7
2010-12-23,1.699
2010-12-24,1.6923
2010-12-27,1.6907
2010-12-28,1.685
2010-12-29,1.6902
2010-12-30,1.678
2010-12-31,1.662
2011-01-03,1.6155
2011-01-04,1.6465
2011-01-05,1.6675
2011-01-06,1.675
2011-01-07,1.6859
2011-01-10,1.6355
2011-01-11,1.689
2011-01-12,1.6416
2011-01-13,1.6247
2011-01-14,1.669
2011-01-17,1.6481
2011-01-18,1.6821
2011-01-19,1.6715
2011-01-20,1.67
2011-01-21,1.6352
2011-01-24,1.6193
2011-01-25,1.6705
2011-01-26,1.6677
2011-01-27,1.6183
2011-01-28,1.6723
2011-01-31,1.6343
2011-02-01,1.667
2011-02-02,1.6652
2011-02-03,1.6627
2011-02-04,1.6684
2011-02-07,1.6242
2011-02-08,1.6279
2011-02-09,1.6645
2011-02-10,1.662
2011-02-11,1.6641
2011-02-14,1.6155
2011-02-15,1.6665
2011-02-16,1.6686
2011-02-17,1.669
2011-02-18,1.662
2011-02-21,1.6145
2011-02-22,1.6675
2011-02-23,1.6707
2011-02-24,1.671
2011-02-25,1.6627
2011-02-28,1.66
2011-03-01,1.6588
2011-03-02,1.6574
2011-03-03,1.6542
2011-03-04,1.6495
2011-03-07,1.6399
2011-03-08,1.6521
2011-03-09,1.654
2011-03-10,1.6547
2011-03-11,1.659
2011-03-14,1.6561
2011-03-15,1.6649
2011-03-16,1.6632
2011-03-17,1.676
2011-03-18,1.6795
