date,open,high,low,close,adj close,close_12_ema,close_26_ema,macd,macds,macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,middle,cr,cr-ma1,cr-ma2,cr-ma3
2010-03-04,1.7401,1.7922,1.7401,1.7885,1.7885,1.80232097698,1.81333651651,-0.0110155395282,-0.00370672675426,-0.0146176255479,1.82512,0.0345559744244,1.82512,1.89423194885,1.75600805115,1.7736,59.2191989184,72.0472321926,79.4850556811,89.2028826115
2010-03-05,1.7382,1.7885,1.7382,1.778,1.778,1.79857725341,1.81063434342,-0.0120570900089,-0.00537687215028,-0.0133604357172,1.819885,0.033281040517,1.819885,1.88644708103,1.75332291897,1.76823333333,56.5057008719,69.8425163654,77.9800224561,88.5514263779
2010-03-08,1.7734,1.7876,1.7276,1.7847,1.7847,1.79644130901,1.8086558914,-0.0122145823869,-0.00674446185116,-0.0109402410716,1.815545,0.0318236005605,1.815545,1.87919220112,1.75189779888,1.76663333333,55.329158798,66.8464941039,76.0540022004,87.3656726514
2010-03-09,1.7844,1.7974,1.7374,1.781,1.781,1.79406479819,1.80655076612,-0.0124859679296,-0.0078927950777,-0.00918634570373,1.812445,0.0320275124328,1.812445,1.87650002487,1.74838997513,1.77193333333,54.8011477379,63.7465419112,73.6957670155,86.3177957623
2010-03-10,1.725,1.7787,1.725,1.768,1.768,1.79005350839,1.8036223262,-0.0135688178125,-0.00902802494112,-0.00908158574269,1.808315,0.0321737760983,1.808315,1.8726625522,1.7439674478,1.75723333333,55.725728074,60.8097099115,71.3163562665,85.1505825155
2010-03-11,1.7185,1.7722,1.7185,1.769,1.769,1.78681360439,1.80099726229,-0.0141836579053,-0.0100591699302,-0.00824897595015,1.80419,0.0316296812637,1.80419,1.86744936253,1.74093063747,1.75323333333,56.0386965377,58.8531677614,69.2204522787,83.8372963179
2010-03-12,1.7142,1.7657,1.7142,1.761,1.761,1.78284134414,1.79796995624,-0.0151286120955,-0.0110730728342,-0.00811107852266,1.799315,0.0303044077913,1.799315,1.85992381558,1.73870618442,1.74696666667,50.1876331181,57.2174223385,67.2542636314,82.1837460628
2010-03-15,1.7144,1.7659,1.7136,1.7614,1.7614,1.77954201764,1.79520651507,-0.0156644974334,-0.0119913682391,-0.00734625838864,1.794815,0.0288083371522,1.794815,1.8524316743,1.7371983257,1.74696666667,48.7302283228,56.31618688,65.450199977,80.7931247214
2010-03-16,1.7136,1.7662,1.7136,1.7662,1.7662,1.777489053,1.79301787708,-0.015528824075,-0.0126988658688,-0.0056599164123,1.791,0.0271665041433,1.791,1.84533300829,1.73666699171,1.74866666667,48.5436893204,55.6800864039,63.529969352,79.4538818486
2010-03-17,1.717,1.7662,1.717,1.762,1.762,1.77510578137,1.79068069869,-0.0155749173181,-0.0132740803621,-0.00460167391201,1.78745,0.0260033499866,1.78745,1.83945669997,1.73544330003,1.7484,49.9129781934,54.4164728531,61.581340492,77.8206514629
2010-03-18,1.7126,1.7884,1.7126,1.771,1.771,1.77447404635,1.78919965869,-0.0147256123333,-0.0135643884534,-0.00232244775973,1.78505,0.0251388878873,1.78505,1.83532777577,1.73477222423,1.75733333333,53.2179500466,53.0966867581,59.7133141575,76.0287405408
2010-03-19,1.7406,1.7994,1.7406,1.795,1.795,1.77763220833,1.78963564007,-0.0120034317327,-0.0132521956492,0.00249752783311,1.784625,0.0248810829642,1.784625,1.83438716593,1.73486283407,1.77833333333,56.2250978456,51.8451950746,57.6130913823,74.2353153648
2010-03-22,1.7464,1.8097,1.7464,1.799,1.799,1.78091984538,1.79033874325,-0.00941889787125,-0.0124855332252,0.00613327070791,1.784175,0.024514761933,1.784175,1.83320452387,1.73514547613,1.78503333333,56.1343410086,50.6826450985,55.9749272597,72.5858013829
2010-03-23,1.7493,1.7919,1.7369,1.7806,1.7806,1.78087063479,1.7896082672,-0.0087376324097,-0.0117359508185,0.00599663681757,1.782225,0.0230563354691,1.782225,1.82833767094,1.73611232906,1.7698,54.3408025013,50.1184958003,54.5313087066,71.0914607376
2010-03-24,1.7267,1.7933,1.7267,1.7933,1.7933,1.7827829633,1.78988491566,-0.0071019523601,-0.0108091489076,0.00741439309492,1.78096,0.0216038593043,1.78096,1.82416771861,1.73775228139,1.7711,54.7445759029,51.3259887458,53.4994159892,69.5991849193
2010-03-25,1.7413,1.8029,1.7413,1.799,1.799,1.78527802282,1.79056738627,-0.00528936345299,-0.00970518970188,0.00883165249778,1.77911,0.0179111814533,1.77911,1.81493236291,1.74328763709,1.78106666667,56.3859881954,52.8068112829,52.8992911021,67.7965569192
2010-03-26,1.7706,1.823,1.7706,1.823,1.823,1.79108166135,1.79299376466,-0.00191210330829,-0.00814657003459,0.0124689334526,1.77996,0.0195800758022,1.77996,1.8191201516,1.7407998484,1.80553333333,62.4572758345,53.9662339191,52.8712307994,66.0144647301
2010-03-28,1.8216,1.8216,1.7723,1.8085,1.8085,1.79376150634,1.79415297486,-0.000391468521203,-0.00659554783036,0.0124081586183,1.780485,0.0202195651731,1.780485,1.82092413035,1.74004586965,1.8008,62.8671763544,54.932553461,52.9517490205,64.113537861
2010-03-29,1.8026,1.8026,1.7449,1.7938,1.7938,1.79376742863,1.79412660531,-0.000359176675864,-0.00534827237614,0.00997819140055,1.78355,0.0169436061532,1.78355,1.81743721231,1.74966278769,1.78043333333,62.0271651818,55.5661610908,52.9057144969,62.4078861279
2010-03-30,1.7391,1.7891,1.7391,1.7805,1.7805,1.79172623091,1.79310925131,-0.0013830204005,-0.00455522135875,0.00634440191651,1.783175,0.0169229173483,1.783175,1.8170208347,1.7493291653,1.76956666667,58.4960621426,56.8125966885,52.8075992797,61.0598716904
2010-03-31,1.7302,1.7776,1.7302,1.7654,1.7654,1.78767594944,1.79104170577,-0.00336575632201,-0.00431732820208,0.00190314376013,1.78202,0.0173238989169,1.78202,1.81666779783,1.74737220217,1.75773333333,55.9367034834,58.1591637577,52.8423284455,60.0627472154
2010-04-01,1.7178,1.765,1.7178,1.765,1.765,1.78418727472,1.78909963722,-0.00491236250541,-0.0044363351225,-0.000952054765804,1.78137,0.017721978623,1.78137,1.81681395725,1.74592604275,1.74926666667,52.9422103487,59.6964362938,54.0692927172,59.2009744987
2010-04-04,1.7178,1.7605,1.7178,1.7605,1.7605,1.78054301928,1.78696787865,-0.00642485937683,-0.00483404013314,-0.00318163848737,1.78016,0.018299393145,1.78016,1.81675878629,1.74356121371,1.74626666667,53.3080009944,60.4467335418,55.4829875203,58.2178419244
2010-04-05,1.7178,1.7671,1.7112,1.753,1.753,1.77630557332,1.78443715629,-0.00813158296922,-0.00549354891231,-0.00527606811382,1.77876,0.019276721713,1.77876,1.81731344343,1.74020655657,1.74376666667,55.7790583886,60.3568765994,56.8313351065,57.1944698859
2010-04-06,1.7044,1.777,1.7044,1.777,1.777,1.77641240944,1.78388330066,-0.0074708912231,-0.00588901747615,-0.00316374749389,1.77921,0.0191167025344,1.77921,1.81744340507,1.74097659493,1.7528,59.0060739923,58.4538635022,57.6896435014,56.2778213015
2010-04-07,1.7125,1.7874,1.7125,1.773,1.773,1.7758874182,1.78307312768,-0.00718570948219,-0.0061483559307,-0.00207470710297,1.77941,0.0190249669756,1.77941,1.81745993395,1.74136006605,1.75763333333,57.062792275,56.5420284302,57.9615188451,55.8411920497
2010-04-08,1.7301,1.7779,1.7301,1.771,1.771,1.77513550143,1.78217471218,-0.00703921075505,-0.00632652692489,-0.00142536766032,1.77991,0.0186432406264,1.77991,1.81719648125,1.74262351875,1.75966666667,57.6037363032,55.2924070715,57.6332300954,55.72895739
2010-04-11,1.7147,1.7666,1.7147,1.7562,1.7562,1.77222232679,1.78024247528,-0.00802014848544,-0.00666525128159,-0.00270979440771,1.77965,0.0189487258286,1.77965,1.81754745166,1.74175254834,1.74583333333,56.165991039,55.3944094415,57.3505960939,55.6813219065
2010-04-12,1.7572,1.7651,1.7043,1.7135,1.7135,1.76318806869,1.77527912276,-0.0120910540686,-0.00775041195327,-0.00868128423066,1.777015,0.0239276161744,1.777015,1.82487023235,1.72915976765,1.72763333333,56.1014600874,55.6196271998,57.4944216827,55.5945297453
2010-04-13,1.6995,1.7477,1.6995,1.746,1.746,1.76054373706,1.77310239443,-0.0125586573687,-0.00871206111738,-0.00769319250264,1.776215,0.024710710974,1.776215,1.82563642195,1.72679357805,1.73106666667,55.0256081946,56.5519323907,57.9205714916,55.4304049736
2010-04-14,1.695,1.7507,1.695,1.75,1.75,1.75892161673,1.7713853326,-0.012463715874,-0.00946239211927,-0.00600264750941,1.775165,0.0253810388199,1.775165,1.82592707764,1.72440292236,1.7319,57.0600935588,57.1235303996,57.9882518996,55.2522304474
2010-04-15,1.6991,1.7608,1.6991,1.7562,1.7562,1.75850290494,1.77025698027,-0.0117540753253,-0.00992072878519,-0.00366669308027,1.773225,0.0252677425939,1.773225,1.82376048519,1.72268951481,1.7387,58.9417644502,57.1880107394,57.5028979464,55.1511725572
2010-04-18,1.7557,1.7658,1.7099,1.7603,1.7603,1.75877938195,1.76951729391,-0.010737911952,-0.0100841654256,-0.00130749305284,1.77129,0.0246646326805,1.77129,1.82061926536,1.72196073464,1.74533333333,61.2122321919,56.3919175799,56.8327794149,55.2000680898
2010-04-19,1.7049,1.7533,1.7049,1.7525,1.7525,1.75781332069,1.76825338006,-0.0104400593697,-0.0101553442169,-0.000569430305671,1.769885,0.0249055537032,1.769885,1.81969610741,1.72007389259,1.7369,59.5450085402,56.3913778366,56.2402089055,55.3640853857
2010-04-20,1.7023,1.7525,1.7023,1.748,1.748,1.75630357573,1.76674941274,-0.010445837011,-0.0102134427773,-0.000464788467372,1.76762,0.0247232385887,1.76762,1.81706647718,1.71817352282,1.73426666667,59.0694635988,56.658983466,55.8931635107,55.4152901725
2010-04-21,1.7024,1.767,1.7024,1.7635,1.7635,1.75741071998,1.76650816344,-0.00909744345732,-0.00999024290839,0.00178559890213,1.765845,0.0236006127262,1.765845,1.81304622545,1.71864377455,1.7443,60.7111756168,57.6682316966,56.0055025182,55.7860953318
2010-04-22,1.7144,1.764,1.7144,1.7628,1.7628,1.75823984129,1.76623290143,-0.00799306014137,-0.00959080634793,0.00319549241311,1.762835,0.0193909440339,1.762835,1.80161688807,1.72405311193,1.74706666667,58.8795968301,58.3569413872,56.6054579284,56.1578834676
2010-04-25,1.7057,1.7531,1.7057,1.744,1.744,1.75604909356,1.76458278248,-0.00853368891763,-0.00937938285888,0.0016913878825,1.75961,0.0165523380444,1.75961,1.79271467609,1.72650532391,1.73426666667,53.488372093,59.165712468,57.3958810481,56.535772006
2010-04-26,1.6963,1.765,1.6963,1.765,1.765,1.75742615764,1.76461374373,-0.00718758608543,-0.00894102349923,0.00350687482761,1.75817,0.0145534260752,1.75817,1.78727685215,1.72906314785,1.7421,53.0791788856,59.8959288796,57.7724760633,56.791403506
2010-04-27,1.7249,1.7688,1.7211,1.7581,1.7581,1.75752982579,1.76413043125,-0.00660060546029,-0.00847293988721,0.00374466885384,1.75705,0.0135734454378,1.75705,1.78419689088,1.72990310912,1.74933333333,56.8154534541,59.8834953556,57.7788150239,56.9835106816
2010-04-28,1.7021,1.75,1.7021,1.731,1.731,1.75344831085,1.76167249721,-0.00822418636228,-0.00842318918186,0.000398005639162,1.75533,0.0146003640906,1.75533,1.78453072818,1.72612927182,1.7277,54.0796001883,58.3387233358,58.1436533581,57.1193440119
2010-04-29,1.679,1.7306,1.679,1.7287,1.7287,1.74964087582,1.75922656285,-0.00958568702938,-0.00865568875271,-0.00185999655333,1.753515,0.0155597414063,1.753515,1.78463448281,1.72239551719,1.71276666667,49.914833215,57.0455574049,58.2712394108,57.373238571
2010-05-02,1.676,1.737,1.676,1.731,1.731,1.74677304712,1.75713291083,-0.0103598637106,-0.00899652374587,-0.00272667992947,1.75204,0.016245854532,1.75204,1.78453170906,1.71954829094,1.71466666667,46.7223583831,56.5947553759,58.0034775162,57.633448873
2010-05-03,1.6772,1.7589,1.6772,1.7493,1.7493,1.74716180929,1.75655197699,-0.00939016769797,-0.00907525253658,-0.000629830322776,1.751855,0.0162554112448,1.751855,1.78436582249,1.71934417751,1.72846666667,49.4226010448,55.2684402902,57.701249396,57.8496932578
2010-05-04,1.7135,1.7893,1.7135,1.7798,1.7798,1.75218307147,1.75827602636,-0.00609295489571,-0.00847879300664,0.00477167622186,1.751995,0.0164936822035,1.751995,1.78498236441,1.71900763559,1.76086666667,57.9553609875,53.4754875672,57.880233922,58.0659526288
2010-05-05,1.7445,1.8418,1.7445,1.8341,1.8341,1.76478568026,1.76389857663,0.000887103626638,-0.00660561367554,0.0149854346044,1.75505,0.0243679578221,1.75505,1.80378591564,1.70631408436,1.8068,67.5504259007,52.1222848252,57.5821845849,57.8870686786
2010-05-06,1.8047,1.8671,1.8047,1.8495,1.8495,1.77781865638,1.77024565206,0.00757300432076,-0.0037698900709,0.0226857887833,1.758975,0.0321513178088,1.758975,1.82327763562,1.69467236438,1.84043333333,76.4855197877,51.3909692571,56.6794914614,57.4181284656
2010-05-09,1.8197,1.835,1.7749,1.7749,1.7749,1.77736963221,1.77059073216,0.00677890004914,-0.00166013204369,0.0168780641857,1.75991,0.032337739074,1.75991,1.82458547815,1.69523452185,1.79493333333,73.4767828458,51.6189507638,55.2305040805,56.9707291507
2010-05-10,1.7215,1.7881,1.7215,1.7755,1.7755,1.77708199642,1.77095468787,0.00612730855365,-0.000102643922333,0.012459904952,1.76301,0.0305784736805,1.76301,1.82416694736,1.70185305264,1.7617,68.9738832596,54.3131159062,54.218263331,56.8866987163
2010-05-11,1.7392,1.7864,1.7392,1.7735,1.7735,1.77653091995,1.77114337651,0.00538754343659,0.000995393550519,0.00878429977215,1.764385,0.0303910526133,1.764385,1.82516710523,1.70360289477,1.76636666667,70.3338034791,59.6272532208,54.1068530699,56.7938435516
2010-05-12,1.7261,1.77,1.7261,1.77,1.77,1.77552616288,1.77105862082,0.00446754206706,0.00168982325437,0.00555543762539,1.765385,0.0302213809814,1.765385,1.82582776196,1.70494223804,1.75536666667,67.0568682708,64.9781381133,54.7907780982,56.6424746949
2010-05-13,1.7237,1.8145,1.7237,1.8025,1.8025,1.77967598451,1.77338916855,0.00628681595635,0.00260922179534,0.00735518832203,1.7677,0.0312370225685,1.7677,1.83017404514,1.70522595486,1.78023333333,70.3745577884,68.8883945563,56.551370394,56.3131925643
2010-05-16,1.7564,1.8182,1.7493,1.8033,1.8033,1.78331044883,1.77560615684,0.00770429198446,0.00362823583367,0.00815211230159,1.76985,0.0321668593758,1.76985,1.83418371875,1.70551628125,1.79026666667,72.0431670361,71.3640830546,58.5502114693,55.9953696971
2010-05-17,1.7502,1.816,1.7502,1.816,1.816,1.78833961101,1.77860000783,0.00973960318052,0.00485050930352,0.009778187754,1.773025,0.0334716042262,1.773025,1.83996820845,1.70608179155,1.79406666667,74.4903923431,71.2653715286,60.1396819067,55.9428340469
2010-05-18,1.7706,1.8549,1.7706,1.8297,1.8297,1.79470274827,1.78238720055,0.0123155477187,0.00634351698703,0.0119440614633,1.77711,0.0351976957978,1.77711,1.8475053916,1.7067146084,1.8184,80.6425163983,70.0431791287,61.4915169092,56.4672157282
2010-05-19,1.7772,1.8935,1.7772,1.8848,1.8848,1.80856386483,1.78997706018,0.0185868046521,0.00879217452067,0.0195892602629,1.783175,0.0424356463241,1.783175,1.86804629265,1.69830370735,1.85183333333,85.5458419042,69.7564559668,62.7892437174,57.4113049024
2010-05-20,1.8319,1.899,1.8319,1.8468,1.8468,1.81444634749,1.79418808114,0.0202582663513,0.0110853928873,0.0183457469281,1.787375,0.0444232617466,1.787375,1.87622152349,1.69852847651,1.85923333333,90.1832460733,70.8597577835,64.8352161748,58.2768444927
2010-05-23,1.7999,1.8638,1.7999,1.8622,1.8622,1.82179306361,1.79922812251,0.0225649410922,0.0133813025286,0.0183672771271,1.793285,0.0461769625292,1.793285,1.88563892506,1.70093107494,1.84196666667,84.9251888437,72.9215003673,67.3672970401,58.9204656513
2010-05-24,1.8195,1.909,1.8195,1.8685,1.8685,1.82897874641,1.80436137334,0.0246173730739,0.015628516638,0.0179777128718,1.79846,0.0485774303236,1.79846,1.89561486065,1.70130513935,1.86566666667,89.8961456886,76.619295094,69.8740761699,59.6858754156
