date,open,high,low,close,adj close,close_12_ema,close_26_ema,macd,macds,macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,middle,cr,cr-ma1,cr-ma2,cr-ma3
2010-01-04,1.693,1.7412,1.6723,1.719,1.719,1.719,1.719,0.0,0.0,0.0,1.719,,1.719,,,1.71083333333,,,,
2010-01-05,1.6713,1.737,1.6713,1.737,1.737,1.72875,1.72834615385,0.000403846153846,0.000224358974359,0.000358974358974,1.728,0.0127279220614,1.728,1.75345584412,1.70254415588,1.7151,66.1888701518,,,
2010-01-06,1.6798,1.7359,1.6798,1.7315,1.7315,1.72982332564,1.72947930015,0.000344025487248,0.000273402627182,0.000141245720131,1.72916666667,0.00922406273468,1.72916666667,1.74761479214,1.7107185412,1.71573333333,62.7616926503,,,
2010-01-07,1.7242,1.7472,1.6805,1.7389,1.7389,1.73268847701,1.73211291615,0.000575560865602,0.000375759754018,0.000399602223167,1.7316,0.00896697645066,1.7316,1.7495339529,1.7136660471,1.7222,71.2598425197,,,
2010-01-08,1.6954,1.7492,1.6954,1.732,1.732,1.73250142027,1.73208673043,0.000414689842145,0.000387340575093,5.46985341037e-05,1.73168,0.00776768948916,1.73168,1.74721537898,1.71614462102,1.72553333333,77.0336093522,66.1888701518,,
2010-01-11,1.6765,1.733,1.6765,1.731,1.731,1.73213649615,1.73186906699,0.000267429164439,0.000354837915861,-0.000174817502843,1.73156666667,0.00695317673202,1.73156666667,1.74547302013,1.7176603132,1.7135,60.7315761162,64.4752814011,,
2010-01-12,1.687,1.7456,1.687,1.7373,1.7373,1.73328871397,1.73283493027,0.000453783699279,0.000379878454011,0.000147810490537,1.73238571429,0.00670706805577,1.73238571429,1.7457998504,1.71897157817,1.7233,68.2674199623,66.7368017739,66.1888701518,
2010-01-13,1.6959,1.7485,1.6959,1.7459,1.7459,1.73592049499,1.73494003674,0.000980458250656,0.00052420907305,0.000912498355211,1.734075,0.00783504034086,1.734075,1.74974508068,1.71840491932,1.7301,70.9758131776,69.3110036685,64.4752814011,
2010-01-14,1.708,1.7698,1.708,1.7641,1.7641,1.74149540407,1.73926218344,0.00223322063214,0.000918999221651,0.00262844282099,1.73741111111,0.0124048825513,1.73741111111,1.76222087621,1.71260134601,1.7473,80.1450935472,67.595118158,66.7368017739,
2010-01-15,1.7085,1.7704,1.7085,1.7644,1.7644,1.7458358161,1.74273095747,0.00310485863206,0.00140875861855,0.00339220002703,1.74011,0.0144783708414,1.74011,1.76906674168,1.71115325832,1.74776666667,77.4858663119,68.0108281201,69.3110036685,
2010-01-18,1.7312,1.7737,1.7215,1.7633,1.7633,1.74903134066,1.7453987688,0.003632571862,0.00189531624949,0.00347451122503,1.74221818182,0.0154126453396,1.74221818182,1.7730434725,1.71139289114,1.75283333333,79.1925782445,69.6536522256,67.595118158,66.1888701518
2010-01-19,1.71,1.7786,1.71,1.7742,1.7742,1.75350624567,1.74893745386,0.00456879181025,0.0024694666787,0.00419865026309,1.74488333333,0.0173548438789,1.74488333333,1.77959302109,1.71017364558,1.75426666667,76.9875608437,71.4307024311,67.7071684587,64.4752814011
2010-01-20,1.7215,1.7904,1.7215,1.7895,1.7895,1.7597561288,1.75368934882,0.00606677998238,0.00323078315536,0.00567199365403,1.74831538462,0.0207175789349,1.74831538462,1.78975054249,1.70688022675,1.76713333333,79.6969446054,71.5211538231,68.1741177043,66.7368017739
2010-01-21,1.7405,1.8032,1.7395,1.8008,1.8008,1.76674458961,1.7589804356,0.00776415400971,0.00417916772051,0.00716997257839,1.75206428571,0.0243507891877,1.75206428571,1.80076586409,1.70336270734,1.78116666667,82.9614132961,75.2133542487,69.6704896847,69.3110036685
2010-01-22,1.7525,1.8301,1.7525,1.8188,1.8188,1.77546476201,1.76545144716,0.0100133148454,0.00538854844697,0.00924953279693,1.75651333333,0.029112144414,1.75651333333,1.81473762216,1.69828904451,1.80046666667,88.4425395903,76.957382425,70.5388648655,67.595118158
2010-01-25,1.8189,1.8213,1.7655,1.7835,1.7835,1.77679264844,1.76733947405,0.00945317438578,0.00622501816415,0.00645631244326,1.7582,0.0289228859786,1.7582,1.81604577196,1.70035422804,1.7901,86.3989200135,78.7016087105,71.4042362034,67.7071684587
2010-01-26,1.8136,1.846,1.8129,1.8336,1.8336,1.78607458819,1.77406549608,0.0120090921069,0.0074084821935,0.00920121982672,1.76263529412,0.0334465420705,1.76263529412,1.82952837826,1.69574220998,1.83083333333,97.7185285184,79.2648726603,72.4841052726,68.1741177043
2010-01-27,1.786,1.8663,1.786,1.8496,1.8496,1.79635605536,1.7815281719,0.0148278834599,0.0089195840376,0.0118165988447,1.76746666667,0.0383800193115,1.76746666667,1.84422670529,1.69070662804,1.83396666667,96.1695544554,81.456207316,74.1776304681,69.6704896847
2010-01-28,1.8064,1.8712,1.8064,1.868,1.868,1.80785944216,1.78986530737,0.0179941347954,0.0107610322548,0.0144662050813,1.77275789474,0.0438535734739,1.77275789474,1.86046504168,1.68505074779,1.84853333333,98.063224819,82.8974756698,75.3477875457,70.5388648655
2010-01-29,1.82,1.8729,1.82,1.8729,1.8729,1.81823288776,1.79769611001,0.0205367777547,0.0127389856043,0.0155955843009,1.777765,0.048201040336,1.777765,1.87416708067,1.68136291933,1.85526666667,97.4555848232,87.0436692048,76.4886805695,71.4042362034
2010-02-01,1.8728,1.8952,1.819,1.8624,1.8624,1.82523763934,1.80367716088,0.0215604784551,0.0145197084437,0.0140815400228,1.784935,0.0496434897942,1.784935,1.88422197959,1.68564802041,1.85886666667,98.18287465,90.3381911748,79.0554149593,71.9118111707
2010-02-02,1.8075,1.8553,1.8075,1.8304,1.8304,1.82605250101,1.80610280458,0.0199496964298,0.0156137788557,0.00867183514833,1.789605,0.0492887141454,1.789605,1.88818242829,1.69102757171,1.83106666667,90.7923016803,93.3585534793,82.0005258149,72.5605722902
2010-02-03,1.7819,1.85,1.7797,1.85,1.85,1.82981747305,1.8100219368,0.019795536245,0.0164550965969,0.0066808792962,1.79553,0.0490581942294,1.79553,1.89364638846,1.69741361154,1.82656666667,87.016762822,95.1611625259,84.5198999426,73.360636983
2010-02-04,1.7915,1.8945,1.7915,1.8804,1.8804,1.83774322193,1.81621116364,0.0215320582913,0.017475306742,0.00811350309865,1.802605,0.0506392137941,1.802605,1.90388342759,1.70132657241,1.85546666667,91.8838066334,97.5179534532,86.3117130698,74.4379157407
2010-02-05,1.8245,1.8876,1.8245,1.8827,1.8827,1.84476750306,1.82197837939,0.0227891236751,0.018542100361,0.00849404662833,1.81014,0.0507920880702,1.81014,1.91172417614,1.70855582386,1.86493333333,92.3439193132,96.1327080856,88.308684921,75.2353160255
2010-02-08,1.8335,1.8858,1.832,1.8715,1.8715,1.84893433116,1.82622014127,0.0227141898886,0.0193790477849,0.00667028420744,1.817165,0.0489531384403,1.817165,1.91507127688,1.71925872312,1.8631,91.1976623169,94.3021497589,90.2077145615,76.6405168063
2010-02-09,1.8194,1.8731,1.8194,1.843,1.843,1.84801120888,1.82764096177,0.0203702471169,0.0195777681276,0.00158495797869,1.82245,0.0454580141739,1.82245,1.91336602835,1.73153397165,1.84516666667,87.7914273761,93.0662661218,91.5881886452,77.7892837269
2010-02-10,1.7975,1.8592,1.7975,1.8506,1.8506,1.84841322403,1.82956460829,0.0188486157364,0.0194316550255,-0.0011660785782,1.827685,0.0420817534531,1.827685,1.91184850691,1.74352149309,1.83576666667,85.6125409805,92.0439330198,92.3201704668,78.9156137875
2010-02-11,1.7995,1.8598,1.7995,1.8515,1.8515,1.84889188015,1.83138480984,0.0175070703097,0.0190461415291,-0.00307814243885,1.832055,0.0395958327818,1.832055,1.91124666556,1.75286333444,1.83693333333,85.8842129037,90.6468905532,93.2124098006,79.8914017368
2010-02-12,1.8035,1.87,1.8035,1.8585,1.8585,1.8503799632,1.83361496979,0.0167649934074,0.0185893464198,-0.00364870602481,1.83676,0.0366118818792,1.83676,1.90998376376,1.76353623624,1.844,86.2401931201,90.0467156923,93.6025477728,80.8059753824
2010-02-15,1.8115,1.8593,1.8115,1.8514,1.8514,1.85053778131,1.83506588711,0.0154718941996,0.0179652378886,-0.00498668737804,1.841165,0.0323614825469,1.841165,1.90588796509,1.77644203491,1.84073333333,84.3720721058,89.765871324,94.0824220032,82.0361469589
2010-02-16,1.8045,1.8566,1.8045,1.8425,1.8425,1.84929527472,1.83566784935,0.0136274253707,0.0170969874862,-0.00693912423091,1.84458,0.0282677722392,1.84458,1.90111554448,1.78804445552,1.83453333333,86.5622267006,88.5659525781,93.089711889,83.2489004675
2010-02-17,1.7928,1.8572,1.7928,1.833,1.833,1.84677815316,1.83545330577,0.0113248473915,0.0159418272975,-0.00923395981201,1.846755,0.0253272783045,1.846755,1.89740955661,1.79610044339,1.82766666667,84.0260128569,87.3452073395,92.0340105415,84.2800986731
2010-02-18,1.7795,1.8352,1.7795,1.819,1.819,1.84248995075,1.83413850214,0.00835144860211,0.0144229814121,-0.0121430656199,1.847665,0.0238745245199,1.847665,1.89541404904,1.79991595096,1.81123333333,80.1782387962,85.9800892973,90.8161093499,85.0456141712
2010-02-19,1.7725,1.827,1.7725,1.8035,1.8035,1.83647411788,1.83170435075,0.00476976712975,0.012491555076,-0.0154435758925,1.8469,0.0250636243021,1.8469,1.8970272486,1.7967727514,1.801,76.1675873449,85.7342491622,89.6945701796,86.5689184812
2010-02-22,1.7938,1.8094,1.7468,1.808,1.808,1.83208275001,1.82983116548,0.00225158452604,0.0104428961382,-0.0163826232243,1.848125,0.0222416838391,1.848125,1.89260836768,1.80364163232,1.78806666667,73.3697953423,85.4169435374,88.3134899252,87.5451188519
2010-02-23,1.7607,1.8208,1.7607,1.8196,1.8196,1.83015834658,1.82902665102,0.00113169555538,0.00858017243088,-0.014896953751,1.847425,0.022932460905,1.847425,1.89328992181,1.80156007819,1.80036666667,74.0034539879,84.2757487159,87.8904824272,88.2769552421
2010-02-24,1.7757,1.8239,1.7757,1.8186,1.8186,1.82837702183,1.82821048622,0.000166535609009,0.00689709550511,-0.0134611197922,1.845875,0.0238086201771,1.845875,1.89349224035,1.79825775965,1.80606666667,75.2120166739,82.2612275609,87.5914074307,88.5639112099
2010-02-25,1.7728,1.838,1.7728,1.836,1.836,1.82955152702,1.82881767254,0.000733854476878,0.00566424245661,-0.00986077595947,1.844275,0.0233136028736,1.844275,1.89090220575,1.79764779425,1.8156,74.7189598822,80.0607722082,86.420850647,89.0016275503
2010-02-26,1.7745,1.8285,1.7745,1.806,1.806,1.82592366923,1.82704591911,-0.00112224988099,0.0043067635492,-0.0108580268604,1.84093,0.0237849598652,1.84093,1.88849991973,1.79336008027,1.803,71.1898608702,77.5490176656,84.8032174502,89.2606022434
2010-03-01,1.7868,1.8112,1.749,1.798,1.798,1.82162316036,1.82479858541,-0.00317542505843,0.00281016668219,-0.0119711834813,1.83771,0.0250509144701,1.83771,1.88781182894,1.78760817106,1.78606666667,65.1118695487,75.786218429,83.0204307527,89.7393355362
2010-03-02,1.7458,1.798,1.7325,1.7325,1.7325,1.80789959262,1.81768075432,-0.00978116169861,0.000291686757455,-0.0201456969121,1.832815,0.0343816853786,1.832815,1.90157837076,1.76405162924,1.75433333333,62.979874852,74.6943626462,81.6416334139,89.9557889488
2010-03-03,1.7423,1.7904,1.7423,1.788,1.788,1.80483579098,1.81539879523,-0.0105630042441,-0.00187939919931,-0.0173672100895,1.829715,0.0355266878928,1.829715,1.90076837579,1.75866162421,1.77356666667,60.2319053666,73.6988173513,80.6015809832,89.8166302238
