date,open,high,low,close,adj close,volume,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,close_-1_s,close_-1_d,rs_6,rsi_6,rs_12,rsi_12,close_12_ema,close_26_ema,macd,macds,macdh,open_2_s,open_2_d,open_-2_r
2010-01-04,1.693,1.7412,1.6723,1.719,1.719,0.0,1.719,,1.719,,,,,,,,,1.719,1.719,0.0,0.0,0.0,1.6798,0.0132000000000001,
2010-01-05,1.6713,1.7369999999999999,1.6713,1.7369999999999999,1.7369999999999999,0.0,1.728,0.01272792206135771,1.728,1.7534558441227155,1.7025441558772845,1.719,0.017999999999999794,inf,100.0,inf,100.0,1.7287499999999998,1.7283461538461538,0.0004038461538460325,0.00022435897435890695,0.0003589743589742511,1.7242,-0.05289999999999995,
2010-01-06,1.6798,1.7359,1.6798,1.7315,1.7315,0.0,1.7291666666666667,0.009224062734681049,1.7291666666666667,1.7476147921360288,1.7107185411973047,1.7369999999999999,-0.005499999999999838,2.727272727272777,73.17073170731743,3.0000000000000537,75.00000000000034,1.7298233256351039,1.7294793001478561,0.0003440254872477677,0.00027340262718221047,0.00014124572013111448,1.6954,-0.015600000000000058,-0.77968103957472
2010-01-07,1.7242,1.7472,1.6805,1.7389,1.7389,0.0,1.7316,0.00896697645065853,1.7316,1.7495339529013172,1.7136660470986829,1.7315,0.007399999999999851,4.341818181818246,81.27978216473814,4.46776859504139,81.71100362756975,1.732688477011494,1.7321129161458926,0.0005755608656015099,0.00037575975401801657,0.0003996022231669866,1.6765,0.047699999999999854,3.1652007419374018
2010-01-08,1.6954,1.7492,1.6954,1.732,1.732,0.0,1.73168,0.007767689489159467,1.73168,1.7472153789783191,1.716144621021681,1.7389,-0.006899999999999906,1.547032910080339,60.738630582968874,1.7921162075824344,64.18487177273133,1.732501420268072,1.7320867304259266,0.00041468984214532156,0.00038734057509348804,5.469853410366705e-05,1.6869999999999998,0.008400000000000185,0.9286819859507078
2010-01-11,1.6765,1.733,1.6765,1.7309999999999999,1.7309999999999999,0.0,1.7315666666666667,0.006953176732017207,1.7315666666666667,1.7454730201307012,1.7176603132026322,1.732,-0.001000000000000112,1.3912840829643325,58.18146379495156,1.6371076328579701,62.079666846352865,1.7321364961535035,1.7318690669890642,0.00026742916443933673,0.0003548379158607512,-0.00017481750284282897,1.6959,-0.019399999999999862,-2.7665004059853726
2010-01-12,1.6869999999999998,1.7456,1.6869999999999998,1.7373,1.7373,0.0,1.7323857142857142,0.006707068055772283,1.7323857142857142,1.7457998503972587,1.7189715781741697,1.7309999999999999,0.006300000000000194,2.152393381496171,68.27807069162841,2.231562196969332,69.05521419523245,1.7332887139711277,1.7328349302718487,0.0004537836992790645,0.0003798784540106215,0.00014781049053688591,1.7080000000000002,-0.02100000000000035,-0.49545829892652105
2010-01-13,1.6959,1.7485,1.6959,1.7459,1.7459,0.0,1.734075,0.007835040340856959,1.734075,1.7497450806817139,1.7184049193182862,1.7373,0.008599999999999941,3.3991628990911367,77.268402581623,3.1168105521827556,75.70935102977245,1.7359204949862632,1.7349400367356076,0.0009804582506556248,0.000524209073049995,0.0009124983552112596,1.7085,-0.012599999999999945,1.157172681181029
2010-01-14,1.7080000000000002,1.7698,1.7080000000000002,1.7641,1.7641,0.0,1.7374111111111112,0.012404882551282371,1.7374111111111112,1.762220876213676,1.7126013460085465,1.7459,0.018199999999999994,6.565377580983486,86.78188908226308,5.160555169292829,83.76769670070513,1.7414954040703725,1.739262183438228,0.0022332206321444836,0.0009189992216508867,0.002628442820987194,1.7312,-0.023199999999999887,1.2448132780083165
2010-01-15,1.7085,1.7704,1.7085,1.7644,1.7644,0.0,1.74011,0.014478370841438628,1.74011,1.7690667416828774,1.7111532583171227,1.7641,0.00029999999999996696,6.628006003262668,86.89041409285366,5.197305821748351,83.86395590660257,1.745835816097294,1.7427309574652297,0.0031048586320643334,0.0014087586185481352,0.0033922000270323964,1.71,-0.0015000000000000568,0.7429683353971317
