Date,kdjk
2010-01-04,0.05882668358631529
2010-01-05,0.7134658798164005
2010-01-06,1.014571937863299
2010-01-07,1.265897525386186
2010-01-08,1.2417914077169225
2010-01-11,1.203643703596395
2010-01-12,1.3172967425978068
2010-01-13,1.5829272827315257
2010-01-14,1.7333471360585615
2010-01-15,1.8290233465599646
2010-01-18,1.8129213176943422
2010-01-19,1.9120830523092889
2010-01-20,2.0387162037465925
2010-01-21,2.1041505362937043
2010-01-22,2.044545518686047
2010-01-25,1.5434270884543728
2010-01-26,1.6520024974260121
2010-01-27,1.6969122178374798
2010-01-28,1.8747183777152958
2010-01-29,2.0273956708685557
2010-02-01,1.8044293556551136
2010-02-02,1.2647834460520324
2010-02-03,1.0760299947063046
2010-02-04,1.2986918176432636
2010-02-05,1.4572529526063729
2010-02-08,1.3961923655685553
2010-02-09,0.9311202812150549
2010-02-10,0.734236232000266
2010-02-11,0.6163812000218247
2010-02-12,0.649195649027971
2010-02-15,0.564708313717649
2010-02-16,0.28580955491859794
2010-02-17,-0.02239178088786563
2010-02-18,-0.3180811529053015
2010-02-19,-0.6243090469564424
2010-02-22,-0.5041039159417884
2010-02-23,-0.26203840188569744
2010-02-24,-0.11462076838103406
2010-02-25,0.3449808980391528
2010-02-26,0.2099845479777469
2010-03-01,-0.004635852548614628
2010-03-02,-0.9453022560062396
2010-03-03,-0.6676868558931256
2010-03-04,-0.47445923477491025
2010-03-05,-0.5168052625950372
2010-03-08,-0.39725305298914027
2010-03-09,-0.37518964055971843
2010-03-10,-0.4778338674527658
2010-03-11,-0.3238781398550463
2010-03-12,-0.1976720824662205
2010-03-15,-0.09301209623525666
2010-03-16,0.0752697781830911
2010-03-17,0.10126271298066318
2010-03-18,0.3096839838027393
2010-03-19,0.8968608544643873
2010-03-22,1.1859766734763124
2010-03-23,1.052827350312356
2010-03-24,1.1889982909467036
2010-03-25,1.3807349644645237
2010-03-26,1.698073395368041
2010-03-28,1.6837534630072215
2010-03-29,1.4452123842913762
2010-03-30,0.9820625783190551
2010-03-31,0.4036293108779798
2010-04-01,0.09849361691363663
2010-04-04,-0.1784955591019911
2010-04-05,-0.41820840986819297
2010-04-06,-0.16825907544748053
2010-04-07,-0.0477466544387497
2010-04-08,0.19233556078672856
2010-04-11,0.2377875393499568
2010-04-12,-0.5932881658400486
2010-04-13,-0.427947911266551
2010-04-14,-0.20382273164030867
2010-04-15,0.060991561936632806
2010-04-18,0.31384567905573324
2010-04-19,0.33723758146142035
2010-04-20,0.3821204915771198
2010-04-21,0.9487292624230256
2010-04-22,1.3097482127829425
2010-04-25,1.101369901829298
2010-04-26,1.4640579339807003
2010-04-27,1.499804005275226
2010-04-28,0.8807871692434552
2010-04-29,0.5968039990889892
2010-05-02,0.47493276220227754
2010-05-03,0.732825900821507
2010-05-04,1.1219323116303999
2010-05-05,1.445668436291766
2010-05-06,1.5829720370890805
2010-05-09,1.0031487183127512
2010-05-10,0.6219995097932075
2010-05-11,0.3499011352312627
2010-05-12,0.1370041399793638
2010-05-13,0.28388126123129914
2010-05-16,0.25249561529988157
2010-05-17,0.3423318927726241
2010-05-18,0.5640441246530867
2010-05-19,1.0666231992828197
2010-05-20,0.9829004557463593
2010-05-23,1.071820954721261
2010-05-24,1.116244581777892
2010-05-25,1.0948140671649331
2010-05-26,0.5059507291888091
2010-05-27,0.08928820868308811
2010-05-30,-0.0862317276333072
2010-05-31,-0.011939773951893641
2010-06-01,0.008306780185525504
2010-06-02,-0.0914169883258136
2010-06-03,0.03242969672618691
2010-06-06,0.7992032168758162
2010-06-07,1.1097428011940371
2010-06-08,1.1017948024021607
2010-06-09,0.741788395784271
2010-06-10,0.37001214612104116
2010-06-13,-0.014813518494767069
2010-06-14,-0.5079568523567723
2010-06-15,-0.651833619953959
2010-06-16,-0.7647191404900546
2010-06-17,-0.9631785785973188
2010-06-20,-1.026024270250822
2010-06-21,-1.0006016163944267
2010-06-22,-0.11767720343971516
2010-06-23,0.1050917377054
2010-06-24,0.2828194575482559
2010-06-27,0.5043708947262792
2010-06-28,1.113830682209211
2010-06-29,1.1676084254169803
2010-06-30,1.3592740804236414
2010-07-01,1.011819013846897
2010-07-04,0.7563941351250878
2010-07-05,0.4610348748839613
2010-07-06,0.22504244896490308
2010-07-07,0.17658531447727058
2010-07-08,-0.05491596455721214
2010-07-11,-0.10004479112792589
2010-07-12,-0.19878517078580102
2010-07-13,0.13402436450446015
2010-07-14,0.6111134732732101
2010-07-15,1.1515577454602042
2010-07-18,1.5452885826984948
2010-07-19,1.3946610041159382
2010-07-20,1.2523851713528866
2010-07-21,0.9537070479761712
2010-07-22,0.7600479660637537
2010-07-25,0.723756250547161
2010-07-26,0.5671227406140745
2010-07-27,0.49375764863518695
2010-07-28,0.49337453727921365
2010-07-29,0.37083121580108463
2010-08-01,0.19110223084833133
2010-08-02,0.33830912400666463
2010-08-03,0.5824535283882637
2010-08-04,0.717996685975484
2010-08-05,0.8552985773062595
2010-08-08,-0.2131459326982581
2010-08-09,0.1922896325079904
2010-08-10,0.6486329317726371
2010-08-11,1.0269093165865002
2010-08-12,1.2333195588823387
2010-08-15,0.40313294300568325
2010-08-16,0.5776999971074558
2010-08-17,0.5284196959013955
2010-08-18,0.5173633114053233
2010-08-19,0.767198754175326
2010-08-22,-0.1966497520942529
2010-08-23,0.25792025139823505
2010-08-24,0.551770155116758
2010-08-25,0.8396377436937519
2010-08-26,0.8338190159677629
2010-08-29,-0.3972864526218519
2010-08-30,0.004455128239370847
2010-08-31,0.16493258100684108
