Date,close_-1_r
2010-01-04,
2010-01-05,0.9102107313461567
2010-01-06,-0.31624549166878474
2010-01-07,0.3528608749380462
2010-01-08,-0.388339270275228
2010-01-11,-0.0834102892638178
2010-01-12,0.29582267982503524
2010-01-13,0.4136962418986826
2010-01-14,0.906003595741607
2010-01-15,-0.0161927501520563
2010-01-18,-0.08755383715056937
2010-01-19,0.5244369195056472
2010-01-20,0.7440522914152036
2010-01-21,0.5363998365797259
2010-01-22,0.8674348373949151
2010-01-25,-1.7769243639255048
2010-01-26,2.494780588653463
2010-01-27,0.7532612003204859
2010-01-28,0.8631666028856222
2010-01-29,0.2044167562524934
2010-02-01,-0.5356707964256582
2010-02-02,-1.5767112190296981
2010-02-03,0.9315100448879047
2010-02-04,1.446316394296136
2010-02-05,0.07851343188577954
2010-02-08,-0.5664836982934762
2010-02-09,-1.4010105351790842
2010-02-10,0.33936748860536853
2010-02-11,0.012250102605914854
2010-02-12,0.30852141391693744
2010-02-15,-0.37505265177948877
2010-02-16,-0.4638055232812498
2010-02-17,-0.49517968256268746
2010-02-18,-0.7183654171035307
2010-02-19,-0.797812600934585
2010-02-22,0.19290742694965296
2010-02-23,0.5455114117969212
2010-02-24,-0.08091054871736748
2010-02-25,0.8289656590336474
2010-02-26,-1.5009649070580404
2010-03-01,-0.42985669302585305
2010-03-02,-3.3076551554141154
2010-03-03,2.8494546770322047
2010-03-04,-0.006337662504267591
2010-03-05,-0.5594634486104674
2010-03-08,0.30740271536121794
2010-03-09,-0.21793162807369623
2010-03-10,-0.687925004280205
2010-03-11,0.019380107000791225
2010-03-12,-0.43818891394957765
2010-03-15,-0.011058951962274162
2010-03-16,0.21358791224844695
2010-03-17,-0.2453437424119796
2010-03-18,0.42787150858564865
2010-03-19,1.1872430486732404
2010-03-22,0.16891929734302305
2010-03-23,-0.9513031838294705
2010-03-24,0.6099475742985667
2010-03-25,0.2543624624301478
2010-03-26,1.1682744960898739
2010-03-28,-0.7467992241588269
2010-03-29,-0.7624798718840828
2010-03-30,-0.6982813488838778
2010-03-31,-0.794179196899086
2010-04-01,-0.05186304510530881
2010-04-04,-0.26077504730061496
2010-04-05,-0.4146109135314328
2010-04-06,1.1997570994791031
2010-04-07,-0.23392220332268673
2010-04-08,-0.1329326829835157
2010-04-11,-0.7830363152878845
2010-04-12,-2.218082440776568
2010-04-13,1.674257718828297
2010-04-14,0.1745435137550411
2010-04-15,0.28713006171887007
2010-04-18,0.17846772651464693
2010-04-19,-0.42998116250890783
2010-04-20,-0.26241048661939304
2010-04-21,0.7659662109841909
2010-04-22,-0.06718390697367815
2010-04-25,-0.9905987352826492
