Date,tr
2010-01-04,
2010-01-05,0.6798226553004161
2010-01-06,0.39120445071652565
2010-01-07,0.7137777381926349
2010-01-08,0.27575716888296653
2010-01-11,0.3674358926919649
2010-01-12,0.4387415667656321
2010-01-13,0.23501106941229635
2010-01-14,0.5473978320207474
2010-01-15,0.5507933403099693
2010-01-18,0.2214290362554088
2010-01-19,0.7782923956878582
2010-01-20,0.7884789205555239
2010-01-21,0.6119124895159632
2010-01-22,1.0838881417178656
2010-01-25,0.34366733466740423
2010-01-26,0.5711663900453007
2010-01-27,1.175566865526864
2010-01-28,0.6492630806974116
2010-01-29,0.24519759427996202
2010-02-01,1.0363510256687516
2010-02-02,0.31310776006440727
2010-02-03,0.8360160366046379
2010-02-04,1.9463472471803147
2010-02-05,0.591539439780632
2010-02-08,0.275757168882959
2010-02-09,0.2723616605937446
2010-02-10,0.544002323731518
2010-02-11,0.4964652076824041
2010-02-12,0.7069867216141912
2010-02-15,0.07202667152962326
2010-02-16,0.21803352796618694
2010-02-17,0.635681047540524
2010-02-18,0.3402718263781823
2010-02-19,0.2995257269075197
2010-02-22,0.5745618983345225
2010-02-23,0.48967419110396787
2010-02-24,0.08560870468651834
2010-02-25,0.6628451138543067
2010-02-26,0.5372113071530819
2010-03-01,0.5609798651776274
2010-03-02,0.6730316387219722
2010-03-03,0.4149730087410789
2010-03-04,0.21803352796618694
2010-03-05,0.15691437876018546
2010-03-08,0.486278682814746
2010-03-09,0.486278682814746
2010-03-10,0.35045835124584795
2010-03-11,0.2723616605937446
2010-03-12,0.30971225177518535
2010-03-15,0.2248245445446307
2010-03-16,0.23501106941229635
2010-03-17,0.11956378757873719
2010-03-18,1.0227689925118642
2010-03-19,0.44553258334408335
2010-03-22,0.5983304563590832
2010-03-23,0.5575843568884056
2010-03-24,0.710382229903413
2010-03-25,0.5406068154422962
2010-03-26,0.22822005283385258
2010-03-28,0.170496411917073
2010-03-29,0.6085169812267489
2010-03-30,0.3063167434859635
2010-03-31,0.15691437876018546
2010-04-01,0.06523565495118704
2010-04-04,0.05165362179429195
2010-04-05,0.3470628429566261
2010-04-06,0.9141127272567487
2010-04-07,0.9922094179088672
2010-04-08,0.0720266715296308
2010-04-11,0.3606448761135212
2010-04-12,0.5134427491285211
2010-04-13,0.08560870468651834
2010-04-14,0.3402718263781823
2010-04-15,0.544002323731518
2010-04-18,0.34706284295663364
2010-04-19,0.3300853015105167
2010-04-20,0.15351887047096358
2010-04-21,0.6424720641189677
2010-04-22,0.13314582073563228
2010-04-25,0.38780894242729624
2010-04-26,0.7816879039770801
2010-04-27,0.06863116324040137
2010-04-28,0.3504583512458555
2010-04-29,0.21463801967696505
2010-05-02,0.5202337657069723
2010-05-03,1.2231039815759703
2010-05-04,1.0227689925118566
2010-05-05,1.7528032746946522
2010-05-06,0.5677708817560788
2010-05-09,0.982022893041194
2010-05-10,0.710382229903413
2010-05-11,0.05165362179429195
2010-05-12,0.05844463837274326
2010-05-13,1.5320952358951996
2010-05-16,0.7884789205555239
2010-05-17,0.6832181635896379
2010-05-18,1.3113871970957545
2010-05-19,2.3979498496468783
2010-05-20,0.7273597713495225
2010-05-23,0.618703506094407
2010-05-24,1.4879536281353152
2010-05-25,0.9786273847519721
2010-05-26,0.2995257269075197
2010-05-27,0.5270247822854086
2010-05-30,1.2366860147328655
2010-05-31,-0.7870369256436041
2010-06-01,0.055049130083513836
2010-06-02,0.6051214729375195
2010-06-03,-0.5731199034226028
2010-06-06,1.2231039815759779
2010-06-07,0.05504913008352138
2010-06-08,0.3572493678242993
2010-06-09,0.058444638372735724
2010-06-10,0.5168382574177429
2010-06-13,0.3266897932213023
2010-06-14,0.06863116324040137
2010-06-15,0.5100472408392992
2010-06-16,0.1976604782308481
2010-06-17,0.30292123519674913
2010-06-20,0.18068293678473865
2010-06-21,0.18747395336318998
2010-06-22,0.7001957050357474
2010-06-23,0.6119124895159632
2010-06-24,0.4760921579470803
2010-06-27,0.36404038440274306
2010-06-28,1.070306108560978
2010-06-29,0.08900421297574022
2010-06-30,-0.9364392903693821
2010-07-01,0.44553258334407586
2010-07-04,0.26557064401529334
2010-07-05,0.1365413290248466
2010-07-06,0.23501106941229635
2010-07-07,0.3538538595350774
2010-07-08,0.2995257269075197
2010-07-11,0.27236166059373706
2010-07-12,0.1161682792895153
2010-07-13,0.6254945226728583
2010-07-14,0.544002323731518
2010-07-15,0.9582543350166408
2010-07-18,0.3776224175596306
2010-07-19,0.2825481854614103
2010-07-20,0.24180208599074013
2010-07-21,0.1025862461326353
2010-07-22,0.36404038440274306
2010-07-25,0.44213707505485395
2010-07-26,0.34366733466741173
2010-07-27,0.15691437876018546
2010-07-28,0.13314582073563228
2010-07-29,0.3776224175596306
2010-08-01,0.2995257269075197
2010-08-02,0.44553258334407586
2010-08-03,0.15351887047096358
2010-08-04,0.262175135726079
2010-08-05,0.3334808097997461
2010-08-08,0.16370539533862924
2010-08-09,0.605121472937527
2010-08-10,0.7647103625309631
2010-08-11,0.23840657770151824
2010-08-12,0.2384065777015258
2010-08-15,0.06863116324040891
2010-08-16,0.13314582073563228
2010-08-17,0.21463801967696505
2010-08-18,0.411577500451857
2010-08-19,0.34366733466741173
2010-08-22,0.25877962743685706
2010-08-23,0.6696361304327428
2010-08-24,0.170496411917073
2010-08-25,0.09919073784340587
2010-08-26,0.23501106941229635
2010-08-29,0.3844134341380744
2010-08-30,0.6730316387219647
2010-08-31,0.2214290362554088
2010-09-01,0.3232942849320729
2010-09-02,0.635681047540524
2010-09-05,0.3844134341380744
