Date,close
2010-01-04,-1.0730495125252493
2010-01-05,-1.0480496101301757
2010-01-06,-1.0556884691953372
2010-01-07,-1.0454107315440293
2010-01-08,-1.0549940274621408
2010-01-11,-1.0563829109285336
2010-01-12,-1.0476329450902577
2010-01-13,-1.0356885472792783
2010-01-14,-1.010410868190926
2010-01-15,-1.0099942031510083
2010-01-18,-1.0115219749640403
2010-01-19,-0.9963831451803571
2010-01-20,-0.9751332281445444
2010-01-21,-0.9594388449743039
2010-01-22,-0.9344389425792303
2010-01-25,-0.9834665289429022
2010-01-26,-0.9138834672766144
2010-01-27,-0.8916613318143267
2010-01-28,-0.8661058760326956
2010-01-29,-0.8593003470473702
2010-02-01,-0.8738836234444964
2010-02-02,-0.9183278943690717
2010-02-03,-0.8911057784277693
2010-02-04,-0.8488837210494228
2010-02-05,-0.845689289076719
2010-02-08,-0.8612447839003204
2010-02-09,-0.9008279626925203
2010-02-10,-0.8902724483479336
2010-02-11,-0.8890224532281801
2010-02-12,-0.879300268963429
2010-02-15,-0.8891613415748193
2010-02-16,-0.9015224044257166
2010-02-17,-0.9147167973564501
2010-02-18,-0.9341611658859518
2010-02-19,-0.9556888596150427
2010-02-22,-0.9494388840162744
2010-02-23,-0.9333278358061158
2010-02-24,-0.9347167192725089
2010-02-25,-0.910550146957271
2010-02-26,-0.9522166509490603
2010-03-01,-0.9633277186802042
2010-03-02,-1.0542995857289443
2010-03-03,-0.9772165533441339
2010-03-04,-0.9765221116109375
2010-03-05,-0.9911053880080637
2010-03-08,-0.9817998687832309
2010-03-09,-0.986938737608885
2010-03-10,-1.0049942226719935
2010-03-11,-1.0036053392056006
2010-03-12,-1.0147164069367445
2010-03-15,-1.0141608535501871
2010-03-16,-1.007494212911501
2010-03-17,-1.0133275234703514
2010-03-18,-1.0008275722728146
2010-03-19,-0.9674943690793832
2010-03-22,-0.9619388352138113
2010-03-23,-0.9874942909954421
2010-03-24,-0.9698554709722513
2010-03-25,-0.9619388352138113
2010-03-26,-0.9286056320203798
2010-03-28,-0.948744442283078
2010-03-29,-0.9691610292390547
2010-03-30,-0.9876331793420814
2010-03-31,-1.0086053196846152
2010-04-01,-1.0091608730711725
2010-04-04,-1.015410848669941
2010-04-05,-1.0258274746678884
2010-04-06,-0.9924942714744568
2010-04-07,-0.9980498053400287
2010-04-08,-1.0008275722728146
2010-04-11,-1.0213830475754306
2010-04-12,-1.0806883715904108
2010-04-13,-1.035549658932639
2010-04-14,-1.029994125067067
2010-04-15,-1.0213830475754306
2010-04-18,-1.0156886253632196
2010-04-19,-1.0265219164010848
2010-04-20,-1.032771891999853
2010-04-21,-1.0112441982707618
2010-04-22,-1.0122164166972372
2010-04-25,-1.038327425865425
2010-04-26,-1.0091608730711725
2010-04-27,-1.018744168989284
2010-04-28,-1.0563829109285336
2010-04-29,-1.0595773429012376
2010-05-02,-1.0563829109285336
2010-05-03,-1.030966343493542
2010-05-04,-0.9886053977685563
2010-05-05,-0.9131890255434176
2010-05-06,-0.8918002201609659
2010-05-09,-0.9954109267538821
2010-05-10,-0.9945775966740461
2010-05-11,-0.9973553636068321
2010-05-12,-1.0022164557392075
2010-05-13,-0.9570777430814358
2010-05-16,-0.9559666363083216
2010-05-17,-0.9383278162851305
2010-05-18,-0.9193001127955467
2010-05-19,-0.8427726337972937
2010-05-20,-0.8955502055202269
2010-05-23,-0.874161400137775
2010-05-24,-0.8654114342994993
2010-05-25,-0.8730502933646607
2010-05-26,-0.9383278162851305
2010-05-27,-0.9406889181779986
2010-05-30,-0.9405500298313594
2010-05-31,-0.913327913890057
2010-06-01,-0.917494564289236
2010-06-02,-0.9336056124993947
2010-06-03,-0.9065223849047315
2010-06-06,-0.8577725752343378
2010-06-07,-0.8772169437638395
2010-06-08,-0.9022168461589131
2010-06-09,-0.9434666851107846
2010-06-10,-0.9444389035372596
2010-06-13,-0.9581888498545501
2010-06-14,-0.9819387571298701
2010-06-15,-0.9788832135038056
2010-06-16,-0.9808276503567556
2010-06-17,-0.9990220237665037
2010-06-20,-1.0111053099241225
2010-06-21,-1.0065219944850259
2010-06-22,-0.9590221799343861
2010-06-23,-0.9904109462748673
2010-06-24,-0.9883276210752777
2010-06-27,-0.9855498541424917
2010-06-28,-0.949716660709553
2010-06-29,-0.9731887912915944
2010-06-30,-0.9620777235604506
2010-07-01,-0.9959664801404392
2010-07-04,-0.9974942519534713
2010-07-05,-1.0063831061383866
2010-07-06,-1.0091608730711725
2010-07-07,-1.0045775576320757
2010-07-08,-1.0211052708821522
2010-07-11,-1.0161052904031374
2010-07-12,-1.0216608242687093
2010-07-13,-1.0077719896047794
2010-07-14,-1.0022164557392075
2010-07-15,-0.9847165240626561
2010-07-18,-0.979577655237002
2010-07-19,-0.9970775869135534
2010-07-20,-1.0002720188862573
2010-07-21,-1.0158275137098587
2010-07-22,-1.015410848669941
2010-07-25,-1.0083275429913365
2010-07-26,-1.0151330719766622
2010-07-27,-1.0129108584304336
2010-07-28,-1.0094386497644512
2010-07-29,-1.0181886156027269
2010-08-01,-1.0398551976784574
2010-08-02,-1.024855256241413
2010-08-03,-1.024855256241413
2010-08-04,-1.0263830280544455
2010-08-05,-1.0251330329346915
2010-08-08,-1.0890216723887687
2010-08-09,-1.0286052416006743
2010-08-10,-1.0161052904031374
2010-08-11,-1.004299780938797
2010-08-12,-1.0072164362182223
