Date,kdjj
2010-01-04,0.3011846179519262
2010-01-05,1.1980784310913914
2010-01-06,1.4049860620336743
2010-01-07,1.5327504402788714
2010-01-08,1.2577118384170514
2010-01-11,1.0480574321880138
2010-01-12,1.1283782506453832
2010-01-13,1.434893978597085
2010-01-14,1.5230449403618618
2010-01-15,1.531801494788105
2010-01-18,1.3900959152525714
2010-01-19,1.4655059299464948
2010-01-20,1.5783957490028002
2010-01-21,1.5888270008121201
2010-01-22,1.4217980855214094
2010-01-25,0.6336691229106581
2010-01-26,0.9174810982592014
2010-01-27,1.0342711917461769
2010-01-28,1.321636123231572
2010-01-29,1.5136218120370182
2010-02-01,1.1095002852904432
2010-02-02,0.3159453308704579
2010-02-03,0.198663785093398
2010-02-04,0.6986329226535598
2010-02-05,0.9833834928043691
2010-02-08,0.8770031839535922
2010-02-09,0.18539126551470433
2010-02-10,0.027717638667364854
2010-02-11,-0.0008479236195957706
2010-02-12,0.18137353035712825
2010-02-15,0.1334996465782375
2010-02-16,-0.20893330620199563
2010-02-17,-0.5412062080129671
2010-02-18,-0.8101180917231483
2010-02-19,-1.0687658060589367
2010-02-22,-0.6656940465571319
2010-02-23,-0.18789510189304506
2010-02-24,0.0403054807997282
2010-02-25,0.693588562670594
2010-02-26,0.33366192570242126
2010-03-01,-0.05503407741943331
2010-03-02,-1.4521390384817914
2010-03-03,-0.7535152959641034
2010-03-04,-0.3550311042949537
2010-03-05,-0.4021307321926437
2010-03-08,-0.19915687093213794
2010-03-09,-0.18476560688786578
2010-03-10,-0.35797330788779314
2010-03-11,-0.10960831051389162
2010-03-12,0.04731218723614295
2010-03-15,0.14663735302401706
2010-03-16,0.33101680526754196
2010-03-17,0.2761078805692985
2010-03-18,0.5194314579991178
2010-03-19,1.2960161346965624
2010-03-22,1.4916461692115588
2010-03-23,1.0491542132726115
2010-03-24,1.130572247843542
2010-03-25,1.2976680330035262
2010-03-26,1.6391436920276867
2010-03-28,1.4362046174741876
2010-03-29,0.9606399339887846
2010-03-30,0.2545711901700674
2010-03-31,-0.4890119103257291
2010-04-01,-0.6980030709839435
2010-04-04,-0.8605564536198065
2010-04-05,-0.9723745468390541
2010-04-06,-0.3620392129177965
2010-04-07,-0.09610488207568646
2010-04-08,0.2868904194170094
2010-04-11,0.30110377406731714
2010-04-12,-0.9978242709788386
2010-04-13,-0.5438587177284256
2010-04-14,-0.1172901091889072
2010-04-15,0.2764295612381715
2010-04-18,0.5778146624728089
2010-04-19,0.48798292525561904
2010-04-20,0.46543983026971864
2010-04-21,1.2446523027485277
2010-04-22,1.5766785225729687
2010-04-25,1.01929973935507
2010-04-26,1.4617462481975079
2010-04-27,1.3429565771288257
2010-04-28,0.2867761803926563
2010-04-29,-0.04649001589473607
2010-05-02,-0.08588487387557278
2010-05-03,0.4327791513993534
2010-05-04,1.031285322636162
2010-05-05,1.4155762613147302
2010-05-06,1.4609534020244743
2010-05-09,0.44224949191442264
2010-05-10,-0.06267685591824029
2010-05-11,-0.3171826510299436
2010-05-12,-0.45627958487364106
2010-05-13,-0.05370162712681414
2010-05-16,-0.021842724671275585
2010-05-17,0.17495366609228077
2010-05-18,0.5237733150535137
2010-05-19,1.2263338329079976
2010-05-20,0.9209681758931973
2010-05-23,0.9590343760648005
2010-05-24,0.9365984417750257
2010-05-25,0.8321500348084135
2010-05-26,-0.0954215480315039
2010-05-27,-0.5813470604742057
2010-05-30,-0.6321686649516757
2010-05-31,-0.32807751525381057
2010-06-01,-0.19066579941243714
2010-06-02,-0.27512596710308385
2010-06-03,-0.01664002491591281
2010-06-06,1.1491577931072734
2010-06-07,1.4049784078837315
2010-06-08,1.1632822435406274
2010-06-09,0.47100003745748276
2010-06-10,-0.08556390257118693
2010-06-13,-0.5561018727850334
2010-06-14,-1.1153620828609132
2010-06-15,-1.068901803515835
2010-06-16,-1.022231939212363
2010-06-17,-1.144061126894692
2010-06-20,-1.0639737608664874
2010-06-21,-0.8913411337883996
2010-06-22,0.5187651424067283
2010-06-23,0.6557435544316829
2010-06-24,0.727185946814957
2010-06-27,0.8789009396602844
2010-06-28,1.6109984465443365
2010-06-29,1.394333571040058
2010-06-30,1.468806799123276
2010-07-01,0.7488742746542344
2010-07-04,0.33267320447281107
2010-07-05,-0.059724071813037585
2010-07-06,-0.2954971171032219
2010-07-07,-0.2213534177381462
2010-07-08,-0.45760601761132524
2010-07-11,-0.3845658992317811
2010-07-12,-0.4261916542909544
2010-07-13,0.17383226113202235
2010-07-14,0.8623228930880565
2010-07-15,1.5190894170776499
2010-07-18,1.8524053254709907
2010-07-19,1.3405687579752916
2010-07-20,0.9795439363826841
2010-07-21,0.4730887671423316
2010-07-22,0.22921830039484278
2010-07-25,0.2616903388758048
2010-07-26,0.09456528788317874
2010-07-27,0.07472147716053894
2010-07-28,0.15548493522480625
2010-07-29,0.02553399836269955
2010-08-01,-0.17342548750174494
2010-08-02,0.14698592065579918
2010-08-03,0.5379985940562534
2010-08-04,0.6878044786403466
2010-08-05,0.8194395037617376
2010-08-08,-0.8765711413551333
2010-08-09,-0.020287104008563074
2010-08-10,0.7142288269171068
2010-08-11,1.1845439915097824
2010-08-12,1.320893520154743
2010-08-15,-0.102751194523731
2010-08-16,0.280799607021794
2010-08-17,0.237370038696026
2010-08-18,0.25531293920975595
2010-08-19,0.657242386596267
2010-08-22,-0.8463326119604899
2010-08-23,0.07730683753046791
2010-08-24,0.5490251814321166
2010-08-25,0.91763711630887
2010-08-26,0.7835618497323791
2010-08-29,-1.1497222494157897
