Date,open_2_sma
2010-01-04,-1.091121459825277
2010-01-05,-1.106052425813117
2010-01-06,-1.1151348567365957
2010-01-07,-1.078736326747806
2010-01-08,-1.0680025447473314
2010-01-11,-1.1008231474026293
2010-01-12,-1.1066028761721156
2010-01-13,-1.093254454966397
2010-01-14,-1.0788051330426809
2010-01-15,-1.0701355398884513
2010-01-18,-1.0541724794774887
2010-01-19,-1.0531403850543661
2010-01-20,-1.0598145956572258
2010-01-21,-1.0388286757204002
2010-01-22,-1.0174987243092004
2010-01-25,-0.9635545891273268
2010-01-26,-0.9215139429588005
2010-01-27,-0.9441512139726225
2010-01-28,-0.9491052672036109
2010-01-29,-0.9257111269461656
2010-02-01,-0.8800237471492727
2010-02-02,-0.8886245340086276
2010-02-03,-0.9511694560498555
2010-02-04,-0.9621784632298296
2010-02-05,-0.932866981613149
2010-02-08,-0.903968337765717
2010-02-09,-0.9074774588043337
2010-02-10,-0.9322477249592757
2010-02-11,-0.9459401776393683
2010-02-12,-0.9418117999468785
2010-02-15,-0.9335550445618982
2010-02-16,-0.9328669816131498
2010-02-17,-0.9457337587547446
2010-02-18,-0.9629353324734542
2010-02-19,-0.9769030103330462
2010-02-22,-0.9670637101659443
2010-02-23,-0.9751828529611756
2010-02-24,-0.9876367923335216
2010-02-25,-0.979311230653666
2010-02-26,-0.9801369061921643
2010-03-01,-0.9705040249096871
2010-03-02,-0.9902514315387655
2010-03-03,-1.0208702327580685
2010-03-04,-1.0247921915659346
2010-03-05,-1.027613249655803
2010-03-08,-1.0047007534624814
2010-03-09,-0.9729122452303063
2010-03-10,-1.0062144919497278
2010-03-11,-1.051557840272246
2010-03-12,-1.0589889201187288
2010-03-15,-1.061809978208597
2010-03-16,-1.0622228159778457
2010-03-17,-1.0604338523110994
2010-03-18,-1.0611219152598481
2010-03-19,-1.0448836296693862
2010-03-22,-1.021627102001691
2010-03-23,-1.0156409543475797
2010-03-24,-1.0291957944379229
2010-03-25,-1.0347002980279096
