Date,close_-1_r
2010-01-04,
2010-01-05,1.0471204188481575
2010-01-06,-0.3166378814047244
2010-01-07,0.4273751082876087
2010-01-08,-0.3968025763413596
2010-01-11,-0.05773672055426893
2010-01-12,0.3639514731369031
2010-01-13,0.4950210096126062
2010-01-14,1.042442293373047
2010-01-15,0.017005838671280138
2010-01-18,-0.06234413965086061
2010-01-19,0.6181591334429637
2010-01-20,0.8623605005072754
2010-01-21,0.6314613020396598
2010-01-22,0.9995557529986598
2010-01-25,-1.9408401143611087
2010-01-26,2.8090832632464258
2010-01-27,0.8726003490401313
2010-01-28,0.9948096885813218
2010-01-29,0.2623126338329618
2010-02-01,-0.5606279032516426
2010-02-02,-1.718213058419249
2010-02-03,1.0708041958042092
2010-02-04,1.643243243243253
2010-02-05,0.12231440119123693
2010-02-08,-0.5948903170977848
2010-02-09,-1.522842639593902
2010-02-10,0.4123711340206171
2010-02-11,0.04863287582406173
2010-02-12,0.3780718336483968
2010-02-15,-0.3820285176217464
2010-02-16,-0.4807172950199834
2010-02-17,-0.515603799185893
2010-02-18,-0.7637752318603419
2010-02-19,-0.8521165475535941
2010-02-22,0.2495148322705809
2010-02-23,0.641592920353995
2010-02-24,-0.054957133435928895
2010-02-25,0.9567799406136723
2010-02-26,-1.6339869281045805
2010-03-01,-0.44296788482834915
2010-03-02,-3.642936596218027
2010-03-03,3.2034632034632082
2010-03-04,0.02796420581654413
2010-03-05,-0.5870841487279788
2010-03-08,0.37682789651292126
2010-03-09,-0.20731775648568096
2010-03-10,-0.7299270072992692
2010-03-11,0.05656108597285048
2010-03-12,-0.45223289994347216
2010-03-15,0.022714366837028876
2010-03-16,0.2725105030089603
2010-03-17,-0.23779866379798342
2010-03-18,0.5107832009080493
2010-03-19,1.3551665725578754
2010-03-22,0.22284122562674646
2010-03-23,-1.022790439132848
2010-03-24,0.7132427271706154
2010-03-25,0.3178497741593622
2010-03-26,1.3340744858254538
2010-03-28,-0.7953922106417988
2010-03-29,-0.8128283107547651
2010-03-30,-0.741442747240495
2010-03-31,-0.8480763830384652
2010-04-01,-0.022657754616528525
2010-04-04,-0.25495750708215414
2010-04-05,-0.4260153365521213
2010-04-06,1.36908157444382
2010-04-07,-0.22509848058525073
2010-04-08,-0.11280315848843925
2010-04-11,-0.8356860530773558
2010-04-12,-2.431385946930875
2010-04-13,1.8967026553837085
2010-04-14,0.22909507445589838
2010-04-15,0.354285714285707
2010-04-18,0.23345860380366013
2010-04-19,-0.4431062887007897
2010-04-20,-0.2567760342368053
2010-04-21,0.8867276887871922
2010-04-22,-0.03969379075702273
2010-04-25,-1.066485137281592
2010-04-26,1.2041284403669694
2010-04-27,-0.39093484419262525
2010-04-28,-1.5414367783402438
2010-04-29,-0.13287117273254045
2010-05-02,0.1330479551107988
2010-05-03,1.057192374350091
2010-05-04,1.7435545646830253
2010-05-05,3.0509045960220194
2010-05-06,0.8396488741071906
2010-05-09,-4.033522573668558
2010-05-10,0.033804721392760584
2010-05-11,-0.11264432554209947
2010-05-12,-0.1973498731322243
2010-05-13,1.836158192090398
2010-05-16,0.044382801664344385
2010-05-17,0.7042644041479695
2010-05-18,0.7544052863436068
2010-05-19,3.011422637590866
2010-05-20,-2.0161290322580627
2010-05-23,0.833874810483004
2010-05-24,0.33830952636666467
2010-05-25,-0.2943537597002943
2010-05-26,-2.522812667740204
2010-05-27,-0.09361233480176256
2010-05-30,0.005511767623866959
2010-05-31,1.0802469135802406
2010-06-01,-0.16357688113414204
2010-06-02,-0.6335335882031723
2010-06-03,1.0717819061228928
2010-06-06,1.9087497960737387
2010-06-07,-0.7470651013874119
2010-06-08,-0.9677419354838679
2010-06-09,-1.6123778501628716
2010-06-10,-0.03862495171880198
2010-06-13,-0.5464782512695998
2010-06-14,-0.9491036243547857
2010-06-15,0.12327692480107455
2010-06-16,-0.0783523617640336
2010-06-17,-0.7337291363279985
2010-06-20,-0.4908875472549701
2010-06-21,0.18711726014968288
2010-06-22,1.9355934121908502
2010-06-23,-1.2547887402143076
2010-06-24,0.08434073657577201
2010-06-27,0.11235955056179137
2010-06-28,1.4478114478114534
2010-06-29,-0.9348379245491811
2010-06-30,0.44670277514098355
2010-07-01,-1.3563844571682693
2010-07-04,-0.06198929275851306
2010-07-05,-0.36088868839518895
2010-07-06,-0.11318619128466434
2010-07-07,0.18696883852691304
2010-07-08,-0.6729627325680054
2010-07-11,0.204964700523802
2010-07-12,-0.2272727272727315
2010-07-13,0.5694760820045497
2010-07-14,0.22650056625141968
2010-07-15,0.7118644067796609
2010-07-18,0.20756198810725213
2010-07-19,-0.7053686390863789
2010-07-20,-0.12967243615041868
2010-07-21,-0.6322682623913334
2010-07-22,0.01704351778206714
2010-07-25,0.28969042885544916
2010-07-26,-0.27752605346624826
2010-07-27,0.0908729482592241
2010-07-28,0.1418600692277172
2010-07-29,-0.3569809610154073
2010-08-01,-0.8871197042934376
2010-08-02,0.6196568936829516
2010-08-03,0.0
2010-08-04,-0.06272452528939265
2010-08-05,0.0513522766176111
2010-08-08,-2.623324779013403
2010-08-09,2.5475841874084804
2010-08-10,0.5139920045688307
2010-08-11,0.4829545454545503
2010-08-12,-0.11874469889736616
2010-08-15,-2.5135869565217406
2010-08-16,1.9396051103368173
2010-08-17,-0.4329497550415895
2010-08-18,0.0572147843002524
2010-08-19,0.6747483989021141
2010-08-22,-2.714983528342607
2010-08-23,2.8316207379729175
2010-08-24,-0.02271049792768043
2010-08-25,0.22715656766425507
2010-08-26,-0.4872797325627509
2010-08-29,-3.2511529920856264
2010-08-30,3.2838983050847315
