Date,rsv_9
2010-01-04,0.479296008182893
2010-01-05,1.4453095337985937
2010-01-06,1.1553294755507526
2010-01-07,1.26373596229205
2010-01-08,0.8530314407359605
2010-01-11,0.8057222889760777
2010-01-12,1.1037699450633691
2010-01-13,1.5106286501983994
2010-01-14,1.4534830372401129
2010-01-15,1.4436176952787716
2010-01-18,1.2724280445267062
2010-01-19,1.5079272559304304
2010-01-20,1.6376281782238962
2010-01-21,1.5969389140444816
2010-01-22,1.3757297942647564
2010-01-25,0.38702572008473296
2010-01-26,1.3355985014844256
2010-01-27,1.2767241691366333
2010-01-28,1.593589884810596
2010-01-29,1.6667488510060324
2010-02-01,0.9708331351469425
2010-02-02,0.1329478660877788
2010-02-03,0.49940962130242417
2010-02-04,1.2462117095487508
2010-02-05,1.2678978854113097
2010-02-08,0.9105274202384336
2010-02-09,0.0011472186824634848
2010-02-10,0.24364860576405745
2010-02-11,0.27236587528687417
2010-02-12,0.5110538580144899
2010-02-15,0.283125123285599
2010-02-16,-0.19383281840127997
2010-02-17,-0.4558451104538891
2010-02-18,-0.6491832204517561
2010-02-19,-0.8829792939028033
2010-02-22,-0.1879081390094327
2010-02-23,0.15909220105797833
2010-02-24,0.12917837863837053
2010-02-25,0.9034650991409762
2010-02-26,-0.042414243299006824
2010-03-01,-0.30947097678417007
2010-03-02,-2.0186340710892168
2010-03-03,-0.07987812629029353
2010-03-04,-0.062411856517332026
2010-03-05,-0.4292035217495586
2010-03-08,-0.11251663583886912
2010-03-09,-0.23603037507575836
2010-03-10,-0.48750879910761735
2010-03-11,-0.01095513294671361
2010-03-12,0.03955114077304213
2010-03-15,0.08352945726583003
2010-03-16,0.29462537643118675
2010-03-17,0.10991644716149743
2010-03-18,0.5194126582782602
2010-03-19,1.4799322051855286
2010-03-22,1.2606355938853355
2010-03-23,0.5622726096777935
2010-03-24,1.0442948868210407
2010-03-25,1.2606355938853355
2010-03-26,1.6667488510060324
2010-03-28,1.1827085215641764
2010-03-29,0.6919917737851916
2010-03-30,0.04028182931290751
2010-03-31,-0.5375923360415873
2010-04-01,-0.3651162581339366
2010-04-04,-0.5227609648775527
2010-04-05,-0.6407359839373299
2010-04-06,0.23734232135694686
2010-04-07,0.13850985771397117
2010-04-08,0.48082114898759964
2010-04-11,0.2352364763078809
2010-04-12,-1.61062537213282
2010-04-13,-0.06902877100470194
2010-04-14,0.1750462396817615
2010-04-15,0.42233383835048943
2010-04-18,0.5858627342443261
2010-04-19,0.2747589810804404
2010-04-20,0.3375214762093119
2010-04-21,1.4875982922930773
2010-04-22,1.4517681805504763
2010-04-25,0.48947375089227435
2010-04-26,1.564377103170053
2010-04-27,1.1228371645726682
2010-04-28,-0.25473355527258534
2010-04-29,0.021048904725188704
2010-05-02,0.16559072110086187
2010-05-03,0.8923418792295584
2010-05-04,1.357736161156921
2010-05-05,1.4955941555890633
2010-05-06,1.327331062262565
2010-05-09,-0.11133751957053556
2010-05-10,-0.09976645859064141
2010-05-11,-0.13833666185694465
2010-05-12,-0.20583451757297594
2010-05-13,0.4130588206355579
2010-05-16,0.13597130914615455
2010-05-17,0.37332119084760484
2010-05-18,0.7200914245887116
2010-05-19,1.4803370404116807
2010-05-20,0.582934831099711
2010-05-23,0.8930917401497579
2010-05-24,0.8612550121239088
2010-05-25,0.7518669599300386
2010-05-26,-0.4794040090744823
2010-05-27,-0.5310204356590811
2010-05-30,-0.3118960095513478
2010-05-31,0.09805577973961169
2010-06-01,0.03530805688895251
2010-06-02,-0.20731647146692198
2010-06-03,0.20054372706234938
2010-06-06,1.6667488510060324
2010-06-07,1.2367875100949224
2010-06-08,0.7761146448330163
2010-06-09,0.01600441715087005
2010-06-10,-0.26637235994014485
2010-06-13,-0.5598984333813596
2010-06-14,-1.0668980147798244
2010-06-15,-0.6707033194560743
2010-06-16,-0.7070636865521474
2010-06-17,-0.9710765966580317
2010-06-20,-0.8222281032869972
2010-06-21,-0.6779672128151966
2010-06-22,1.1777498225079583
2010-06-23,0.3937683399765312
2010-06-24,0.45637393887962396
2010-06-27,0.6772367299184083
2010-06-28,1.6667488510060324
2010-06-29,0.9113079575754095
2010-06-30,1.2452044850585577
2010-07-01,0.22682007623495706
2010-07-04,0.175843941612958
2010-07-05,-0.09218390726670492
2010-07-06,-0.17594261004159698
2010-07-07,0.057359527730532614
2010-07-08,-0.36950263746256146
2010-07-11,-0.13548431448964865
2010-07-12,-0.2826053892239903
2010-07-13,0.5716405484974691
2010-07-14,1.1185481413443636
2010-07-15,1.5951010663723442
2010-07-18,1.6667488510060324
2010-07-19,0.7814769744815676
2010-07-20,0.6917798239967109
2010-07-21,0.25499369989652937
2010-07-22,0.2666933282206399
2010-07-25,0.4655870097305463
2010-07-26,0.1817807887170865
2010-07-27,0.24833397918381975
2010-07-28,0.35232333928808507
2010-07-29,0.0902701518253316
2010-08-01,-0.11980763838054509
2010-08-02,0.4524081180551056
2010-08-03,0.7652882801338169
2010-08-04,0.7069584784891382
2010-08-05,0.8075466741539131
2010-08-08,-1.678195472713851
2010-08-09,0.7170143164604699
2010-08-10,1.1157108009259513
2010-08-11,1.2743886919996958
2010-08-12,1.1762986522481116
2010-08-15,-0.8976050453568203
2010-08-16,0.6624936821207682
2010-08-17,0.3075011573055071
2010-08-18,0.3542107000443517
2010-08-19,0.9053833043627815
2010-08-22,-1.5169849132298896
2010-08-23,0.8340888057732865
2010-08-24,0.8143808757085966
2010-08-25,1.0114601763554019
2010-08-26,0.5877396799647746
2010-08-29,-2.0421078476630696
2010-08-30,0.577565617979151
