Date,macd
2013-03-15,-0.006779542824739471
2013-03-18,-0.005313351186255755
2013-03-19,-0.0037857270544952026
2013-03-20,-0.0025617143462219882
2013-03-21,-0.001430261572960445
2013-03-22,0.0011208764659007553
2013-03-25,0.003218251661232907
2013-03-26,0.004784905614290347
2013-03-27,0.006666723245182249
2013-03-28,0.007690591465239871
2013-03-29,0.0091221565427686
2013-03-31,0.010123803065376968
2013-04-01,0.01048236549366166
2013-04-02,0.010922733898943049
2013-04-03,0.011334526636401776
2013-04-04,0.010874374874418669
2013-04-07,0.008030494217386552
2013-04-08,0.00622903102603134
2013-04-09,0.004021208678301136
2013-04-10,0.0016556734263653006
2013-04-11,-8.895503701666918e-05
2013-04-14,-0.0021404777997080515
2013-04-15,-0.001187885492248686
2013-04-16,-0.0014964774545358495
2013-04-17,-0.0007244661385159556
2013-04-18,-0.0013393691136356356
2013-04-21,6.809863379397818e-05
2013-04-22,0.0020233072068984725
2013-04-23,0.0037314674172477247
2013-04-24,0.004253672390508445
2013-04-25,0.0038646719874877444
2013-04-28,0.0030373433604575784
2013-04-29,0.0033434848548776763
2013-04-30,0.0032102634412785047
2013-05-01,0.003085253820793721
2013-05-02,0.0033668903471637535
2013-05-05,0.0034295371393175955
2013-05-06,0.0034794149776486982
2013-05-07,0.003470864504336424
2013-05-08,0.003017827663954087
2013-05-09,0.003314447349439753
2013-05-12,0.003868002035767315
2013-05-13,0.003651414512396478
2013-05-14,0.004413234442126601
2013-05-15,0.005079454277245876
2013-05-16,0.00575890077848884
2013-05-19,0.006911586686333848
2013-05-20,0.008094870048379388
2013-05-21,0.008698369375080173
2013-05-22,0.010093087218242758
2013-05-23,0.010711838390716544
2013-05-26,0.011537194586672683
2013-05-27,0.012578831302805238
2013-05-28,0.014870877237428637
2013-05-29,0.01916941990820087
2013-05-30,0.022350673474184735
2013-06-02,0.02316850608541543
2013-06-03,0.026049986586543117
2013-06-04,0.02822606626705859
2013-06-05,0.029697051998981205
2013-06-06,0.030694574729293045
2013-06-09,0.03112631223208373
2013-06-10,0.031109850865218558
2013-06-11,0.030742424337390606
2013-06-12,0.03212240633960883
2013-06-13,0.02997375473278341
2013-06-16,0.026321433468550648
2013-06-17,0.028855606091483743
2013-06-18,0.03129398406317607
2013-06-19,0.03656509551352105
2013-06-20,0.04279097524092501
2013-06-23,0.04580908914756732
2013-06-24,0.04662261729069872
2013-06-25,0.04550020615407924
2013-06-26,0.04218779023122776
2013-06-27,0.039885602291472644
2013-06-30,0.03709288786471854
2013-07-01,0.0371864063885341
2013-07-02,0.03875839293209804
2013-07-03,0.04084061435118924
2013-07-04,0.040618537537647104
2013-07-07,0.04010131350781876
2013-07-08,0.040355889248621324
2013-07-09,0.039505135953112
2013-07-10,0.039688669498656015
2013-07-11,0.037912370238481596
2013-07-14,0.03687837351851764
2013-07-15,0.03201040093840213
2013-07-16,0.030424255919891507
2013-07-17,0.0267687435038777
2013-07-18,0.02351193205676161
2013-07-21,0.022527110194301425
2013-07-22,0.020334137132289598
2013-07-23,0.0167728751497509
2013-07-24,0.016471905393597996
2013-07-25,0.015817050194681936
2013-07-28,0.016216611340428067
2013-07-29,0.017318070941703123
2013-07-30,0.0190047620208742
2013-07-31,0.01965496483225504
2013-08-01,0.022134124219559403
2013-08-04,0.022452166550686492
2013-08-05,0.023929238935827435
