Date,macds
2010-01-04,-0.18480120363612484
2010-01-05,-0.17647969210143719
2010-01-06,-0.17466065489181423
2010-01-07,-0.1708642120971596
2010-01-08,-0.17043467752455832
2010-01-11,-0.17164020654111325
2010-01-12,-0.17071144883198439
2010-01-13,-0.16535820225660197
2010-01-14,-0.15071537022927484
2010-01-15,-0.13255011304647227
2010-01-18,-0.11450360989351441
2010-01-19,-0.09320827533866934
2010-01-20,-0.06497092107114928
2010-01-21,-0.02979518040491596
2010-01-22,0.015060951130887892
2010-01-25,0.04608575154193494
2010-01-26,0.08998062848751692
2010-01-27,0.14602764627065926
2010-01-28,0.21432726576902525
2010-01-29,0.2876898832439824
2010-02-01,0.35373718841846635
2010-02-02,0.39431644128369725
2010-02-03,0.4255210557108019
2010-02-04,0.4633608190378176
2010-02-05,0.5029283711304783
2010-02-08,0.5339708897629739
2010-02-09,0.541341460201894
2010-02-10,0.5359221010352417
2010-02-11,0.5216233415748613
2010-02-12,0.5046807352812879
2010-02-15,0.48153244644610027
2010-02-16,0.4493288951537048
2010-02-17,0.4064838123479908
2010-02-18,0.35014956678826575
2010-02-19,0.2785126439512726
2010-02-22,0.2025275444897318
2010-02-23,0.13343881353811357
2010-02-24,0.07101321147950017
2010-02-25,0.02528648763022993
2010-02-26,-0.025062629976706288
2010-03-01,-0.08057165575610205
2010-03-02,-0.17398249347035952
2010-03-03,-0.25450843135002077
2010-03-04,-0.32228431314670897
2010-03-05,-0.3842302826238989
2010-03-08,-0.4349544112356854
2010-03-09,-0.4775462808839312
2010-03-10,-0.519652144623109
2010-03-11,-0.5578974831258177
2010-03-12,-0.5955033098349841
2010-03-15,-0.62956303856307
2010-03-16,-0.6558042428803894
2010-03-17,-0.6771390437459355
2010-03-18,-0.6879066189590912
2010-03-19,-0.6763273361210231
2010-03-22,-0.6478916997801019
2010-03-23,-0.6200895641110562
2010-03-24,-0.5857143276660581
2010-03-25,-0.5447682978041695
2010-03-26,-0.48695883608488083
2010-03-28,-0.4294311655297654
2010-03-29,-0.3831695122622308
2010-03-30,-0.35375511862085235
2010-03-31,-0.34493162202146305
2010-04-01,-0.34934560841925544
2010-04-04,-0.3640965531624547
2010-04-05,-0.38855784306096064
2010-04-06,-0.40322583762175135
2010-04-07,-0.41284474387274417
2010-04-08,-0.41945313556964514
2010-04-11,-0.43201647808545457
2010-04-12,-0.47226526720655715
2010-04-13,-0.507932994045954
2010-04-14,-0.5357628952340328
2010-04-15,-0.5527626781184377
2010-04-18,-0.5588245701925596
2010-04-19,-0.5614646033552497
2010-04-20,-0.563619488588253
2010-04-21,-0.5553409684660587
2010-04-22,-0.5405258002529639
2010-04-25,-0.5326840680118604
2010-04-26,-0.5164252467275087
2010-04-27,-0.4990639479973316
2010-04-28,-0.49721868609250874
2010-04-29,-0.5058421336998946
2010-05-02,-0.518483760071576
2010-05-03,-0.5214038239642278
2010-05-04,-0.4992810411668344
2010-05-05,-0.4298045093953675
2010-05-06,-0.32462705102710165
2010-05-09,-0.2463757762163195
2010-05-10,-0.1886082837233111
2010-05-11,-0.14788189191321605
2010-05-12,-0.12212537913224564
2010-05-13,-0.08802473490573458
2010-05-16,-0.05022933537596682
2010-05-17,-0.004895009851337038
2010-05-18,0.05048089251741814
2010-05-19,0.1413020061766565
2010-05-20,0.22635785537408412
2010-05-23,0.311513524398215
2010-05-24,0.39486306807126564
2010-05-25,0.4681363639248756
2010-05-26,0.5019609390074332
2010-05-27,0.5067157061693434
2010-05-30,0.49148387120723236
2010-05-31,0.4745773811491115
2010-06-01,0.45422976872937143
2010-06-02,0.42447260039320317
2010-06-03,0.40052586397578477
2010-06-06,0.4009089418702969
2010-06-07,0.4069032343597664
2010-06-08,0.4041017567711843
2010-06-09,0.37701936401746045
2010-06-10,0.33444320524924886
2010-06-13,0.2773466917905906
2010-06-14,0.20297107981294665
2010-06-15,0.12208208880284577
2010-06-16,0.039823173792203674
2010-06-17,-0.04724542762839794
2010-06-20,-0.1382256700659775
2010-06-21,-0.2250418179103293
2010-06-22,-0.28436874784993477
2010-06-23,-0.3365017201942475
2010-06-24,-0.38015942219336923
2010-06-27,-0.41458767385782264
2010-06-28,-0.4256361692051016
2010-06-29,-0.4309027156101688
2010-06-30,-0.42697444843029164
2010-07-01,-0.4313751560438071
2010-07-04,-0.44085451445255847
2010-07-05,-0.456223621900112
2010-07-06,-0.47504346701966405
2010-07-07,-0.4924253520483458
2010-07-08,-0.5143352690076802
2010-07-11,-0.5350533829170032
2010-07-12,-0.5555070694811532
2010-07-13,-0.5679604984995461
2010-07-14,-0.571506433622811
2010-07-15,-0.560946129842922
2010-07-18,-0.5390511444802867
2010-07-19,-0.5178481150940861
2010-07-20,-0.49879221447220734
2010-07-21,-0.48799291135129513
2010-07-22,-0.482066240560057
2010-07-25,-0.47580890056068453
2010-07-26,-0.47190860884802244
2010-07-27,-0.4680889588933918
2010-07-28,-0.4623950495481401
2010-07-29,-0.4589201853421722
2010-08-01,-0.46562481345644635
2010-08-02,-0.471327355476443
2010-08-03,-0.4754498207660076
2010-08-04,-0.47835429323184947
2010-08-05,-0.47914145312918993
2010-08-08,-0.5051098312556771
2010-08-09,-0.5190288796599841
2010-08-10,-0.5185784677809355
2010-08-11,-0.5033545532202431
2010-08-12,-0.48018558273560524
2010-08-15,-0.4788518045638149
2010-08-16,-0.4708391750930403
2010-08-17,-0.46290576761712476
2010-08-18,-0.4542122903749647
2010-08-19,-0.43790144704988027
2010-08-22,-0.4453800290225199
2010-08-23,-0.43808351078482943
