Date,wr_6
2010-01-04,-0.433011523912369
2010-01-05,-1.3863344435051697
2010-01-06,-1.1001638791993267
2010-01-07,-1.2071462202355379
2010-01-08,-0.8018371606856041
2010-01-11,-0.7551495134806185
2010-01-12,-1.049281690872058
2010-01-13,-1.4397753739458725
2010-01-14,-1.3826705233892371
2010-01-15,-1.3724705892715885
2010-01-18,-1.2157241138090278
2010-01-19,-1.430163186541769
2010-01-20,-1.5702269048279383
2010-01-21,-1.5131764308315632
2010-01-22,-1.266889896516567
2010-01-25,-0.1936848789168219
2010-01-26,-1.2732588125075248
2010-01-27,-1.1854077804678762
2010-01-28,-1.5164949379018065
2010-01-29,-1.6048646926114465
2010-02-01,-0.6851072436799472
2010-02-02,0.5533359308227673
2010-02-03,-0.18156650368895205
2010-02-04,-1.138829002433286
2010-02-05,-1.2112534677988103
2010-02-08,-0.8585778103666841
2010-02-09,0.026701835605817605
2010-02-10,-0.2140730306942068
2010-02-11,-0.08651894656719772
2010-02-12,-0.43021696150688515
2010-02-15,-0.18797126708431364
2010-02-16,-0.13275871181218285
2010-02-17,0.13824159675312184
2010-02-18,0.4446972254074232
2010-02-19,0.8757338017308381
2010-02-22,0.05359258646310814
2010-02-23,-0.36618728165759584
2010-02-24,-0.3332437334939259
2010-02-25,-1.5251066286362542
2010-02-26,-0.32873566900837103
2010-03-01,-0.009703413107602078
2010-03-02,2.032103024657322
2010-03-03,0.11881668998038594
2010-03-04,0.1015798761544696
2010-03-05,0.3083318669934765
2010-03-08,-0.45199813151548507
2010-03-09,-0.7266196472482433
2010-03-10,-0.12797448698020206
2010-03-11,-0.29574069805588854
2010-03-12,-0.013691316306354312
2010-03-15,-0.04244419354610485
2010-03-16,-0.2507669267548133
2010-03-17,-0.6718791184426559
2010-03-18,-0.7699934751909083
2010-03-19,-1.4205022737637136
2010-03-22,-1.2040865816456758
2010-03-23,-0.5148980543774462
2010-03-24,-0.9905879617854074
2010-03-25,-1.2040865816456758
2010-03-26,-1.6048646926114465
2010-03-28,-1.0572423468129317
2010-03-29,-0.5020665893482317
2010-03-30,0.00023528645316952095
2010-03-31,0.6525635456933015
2010-04-01,0.40030762299301026
2010-04-04,0.5359708326787467
2010-04-05,0.3688070664315662
2010-04-06,-1.0852978758587652
2010-04-07,-0.9738727031093881
2010-04-08,-0.8862349267896589
2010-04-11,-0.23771538202366643
2010-04-12,1.629454372444651
2010-04-13,0.10810986364483612
2010-04-14,-0.13275871181217974
2010-04-15,-0.6528478112515853
2010-04-18,-1.2848521700026032
2010-04-19,-0.9216490056103878
2010-04-20,-0.6904858032416126
2010-04-21,-1.428067650799778
2010-04-22,-1.3798976173164716
2010-04-25,-0.31197044999658746
2010-04-26,-1.5019801744425987
2010-04-27,-1.068098422614542
2010-04-28,0.29137502756453726
2010-04-29,0.019215546391648224
2010-05-02,-0.12342741122395876
2010-05-03,-0.8406311744353641
2010-05-04,-1.299911530086709
2010-05-05,-1.4359584717250191
2010-05-06,-1.2699058656939661
2010-05-09,0.14986279839944106
2010-05-10,0.1494599145597957
2010-05-11,0.6114125100992078
2010-05-12,0.8206130913638104
2010-05-13,0.008789940187746419
2010-05-16,-0.5890772332509158
2010-05-17,-1.522120856230979
2010-05-18,-0.9063007713067774
2010-05-19,-1.4185182901365465
2010-05-20,-0.5218657488497249
2010-05-23,-0.7108071642514563
2010-05-24,-0.6773005077916416
2010-05-25,-0.3960459426521733
2010-05-26,0.961432710317195
2010-05-27,0.7753761009293431
2010-05-30,0.3477865335725791
2010-05-31,-0.0567796824232667
2010-06-01,-0.5615805616592566
2010-06-02,-0.2551983864935496
2010-06-03,-1.397961640251269
2010-06-06,-1.6048646926114465
2010-06-07,-1.0458431221620863
2010-06-08,-0.4468914395377687
2010-06-09,0.5413788367923565
2010-06-10,0.3028609322149675
2010-06-13,0.5925309273956664
2010-06-14,1.0928700099805122
2010-06-15,0.41463409127044293
2010-06-16,0.4038506335041916
2010-06-17,0.2048129487898376
2010-06-20,0.27789852704649964
2010-06-21,0.12918220316448958
2010-06-22,-1.4573027565886059
2010-06-23,-0.476449887730922
2010-06-24,-0.541550741858647
2010-06-27,-0.6283518806956104
2010-06-28,-1.6048646926114465
2010-06-29,-0.7961531977396431
2010-06-30,-1.153594742434363
2010-07-01,-0.06339803111546906
2010-07-04,-0.13354593426181197
2010-07-05,0.1309608088122883
2010-07-06,0.21361916602294218
2010-07-07,-0.01661806071403432
2010-07-08,0.07832213240448989
2010-07-11,-0.5152669770411836
2010-07-12,-0.3162536956584875
2010-07-13,-0.8820173588042782
2010-07-14,-1.365393567194577
2010-07-15,-1.534158151327969
2010-07-18,-1.6048646926114465
2010-07-19,-0.731222711849533
2010-07-20,-0.6427039208472257
2010-07-21,-0.07573308558323083
2010-07-22,-0.13119492906800498
2010-07-25,-0.34054634394465383
2010-07-26,-0.13940478847493135
2010-07-27,-0.7323982388175398
2010-07-28,-0.859210223380604
2010-07-29,-0.8994432911698095
2010-08-01,-0.08900708331501526
2010-08-02,-0.7676155260261122
2010-08-03,-0.7676155260261122
2010-08-04,-0.7089547563927395
2010-08-05,-1.0408115409833423
2010-08-08,1.6424279120928125
2010-08-09,-1.0034763299134521
2010-08-10,-1.061065678643967
2010-08-11,-1.217659004080933
2010-08-12,-1.1208575819483044
2010-08-15,0.9258010574272769
2010-08-16,-0.6138025136345389
2010-08-17,-0.17850673341304932
2010-08-18,-0.21440492587331592
2010-08-19,-1.0272286433981643
2010-08-22,1.5187772507485127
2010-08-23,-0.7831433768114211
