Date,boll_ub
2013-09-02,2.452989510335113
2013-09-03,2.4526226692739557
2013-09-04,2.452491355077424
2013-09-05,2.4490830591443036
2013-09-08,2.444925160571757
2013-09-09,2.4464976028013887
2013-09-10,2.4492815184017953
2013-09-11,2.453495089461311
2013-09-12,2.4568898427596584
2013-09-15,2.455228987515225
2013-09-16,2.4483941988057847
2013-09-17,2.4453161645676222
2013-09-18,2.4376550537784074
2013-09-19,2.425635577563195
2013-09-22,2.4255872049246303
2013-09-23,2.4198881029119366
2013-09-24,2.4130814962133726
2013-09-25,2.4067171165021355
2013-09-26,2.396456535955688
2013-09-29,2.3792090845440925
2013-09-30,2.360490662219982
2013-10-01,2.343704334153759
2013-10-02,2.323794710962464
2013-10-03,2.3103836548591814
2013-10-06,2.299917157499127
2013-10-07,2.296336375922148
2013-10-08,2.2876437437879584
2013-10-09,2.280227689753237
2013-10-10,2.2725968407110635
2013-10-13,2.262132573945425
2013-10-14,2.245442426914371
2013-10-15,2.236787877247686
2013-10-16,2.237103372155009
2013-10-17,2.2397082018522303
2013-10-20,2.242588545854592
2013-10-21,2.2425278381226454
2013-10-22,2.2424053409203304
2013-10-23,2.238178242067066
2013-10-24,2.23036365719018
2013-10-28,2.2249039676307434
2013-10-29,2.219974193897719
2013-10-30,2.2156020649361476
2013-10-31,2.2149780159714383
2013-11-01,2.2223216634351184
2013-11-04,2.2347124886463368
2013-11-05,2.242139036944475
2013-11-06,2.2586247715053163
2013-11-07,2.2739098240960205
2013-11-08,2.2930117296097907
2013-11-11,2.3103429366345396
2013-11-12,2.3296016776483044
2013-11-13,2.346384364384132
2013-11-14,2.360361579265666
2013-11-15,2.367775868913023
2013-11-18,2.3725518017756455
2013-11-19,2.3716227569667003
2013-11-20,2.370103875635569
2013-11-21,2.369152712275252
2013-11-22,2.3716312588746495
2013-11-25,2.368671965452147
2013-11-26,2.3632899839143144
2013-11-27,2.356853468934272
2013-11-28,2.3498016628049543
2013-11-29,2.3484954297369054
2013-12-02,2.351168443953408
2013-12-03,2.355374688104139
2013-12-04,2.36726767030208
2013-12-05,2.3811772935327715
2013-12-06,2.386290076540639
2013-12-09,2.3868953906114525
2013-12-10,2.386152579124733
2013-12-11,2.3847159652592884
2013-12-12,2.3857517512813926
2013-12-13,2.3871570270800517
2013-12-16,2.3877218193890193
2013-12-17,2.3857585775451966
2013-12-18,2.38369068391622
2013-12-19,2.3813622055419326
2013-12-20,2.384347806789207
2013-12-23,2.3888895316120315
2013-12-24,2.38744225288996
2013-12-25,2.3868324538279184
2013-12-26,2.388225651358341
2013-12-27,2.3886257488204055
2013-12-30,2.3886220443265294
2013-12-31,2.389278878303542
2014-01-01,2.3871118570533696
2014-01-02,2.3808378232217344
2014-01-03,2.386362844443324
2014-01-06,2.38947302918901
2014-01-07,2.391945355117779
2014-01-08,2.3911982624353585
2014-01-09,2.39730334947153
2014-01-10,2.401360569582616
2014-01-13,2.4002739188347246
2014-01-14,2.3985947046675755
2014-01-15,2.3948610242439616
2014-01-16,2.3926258362299815
2014-01-17,2.3926913848729043
2014-01-20,2.3902290184237085
2014-01-21,2.3908933149908784
2014-01-22,2.3909441279648074
2014-01-23,2.391779211739764
2014-01-24,2.396038703329438
2014-01-27,2.3983413934716613
2014-01-28,2.408600837838465
2014-01-29,2.4182535221310086
2014-01-30,2.428557301619992
2014-01-31,2.4316423457245007
2014-02-03,2.437624665449359
2014-02-04,2.44605896632206
2014-02-05,2.4483447603808566
2014-02-06,2.44861721979296
2014-02-07,2.448235650225679
2014-02-10,2.447763662241358
2014-02-11,2.4492312312239406
2014-02-12,2.449362467530324
2014-02-13,2.4509964822099084
2014-02-14,2.450316377109864
2014-02-17,2.447608222930123
2014-02-18,2.44268712353672
2014-02-19,2.4399829027343425
2014-02-20,2.438551291005819
2014-02-21,2.4400008978078027
2014-02-24,2.4457435638406313
2014-02-25,2.448082950422808
2014-02-26,2.447365497627899
2014-02-27,2.4424134468597
2014-02-28,2.4441211129384324
2014-03-03,2.440025665342335
2014-03-04,2.430310565983145
2014-03-05,2.4264292884779044
2014-03-06,2.4253562896638567
2014-03-07,2.4250909029296737
2014-03-10,2.4238033282482614
2014-03-11,2.417127721843997
2014-03-12,2.411277585391176
2014-03-13,2.399822126875818
2014-03-14,2.394893124531523
2014-03-17,2.3898451045166103
2014-03-18,2.384866138971701
2014-03-19,2.377698606143471
2014-03-20,2.367946800311675
2014-03-21,2.363038595561785
2014-03-24,2.363325494524648
2014-03-25,2.3637635270474044
2014-03-26,2.364853529913356
2014-03-27,2.366830863513054
2014-03-28,2.377417500779386
2014-03-30,2.3834492601434403
2014-03-31,2.384412300556512
2014-04-01,2.385951396606877
2014-04-02,2.3872845379469476
2014-04-03,2.3870733347568076
2014-04-06,2.3894801962791896
2014-04-07,2.391138483991867
2014-04-08,2.3896440280100557
2014-04-09,2.3890075503822827
2014-04-10,2.380567428871854
2014-04-13,2.3733039288709894
2014-04-14,2.3632376413551683
2014-04-15,2.3542721474516575
2014-04-16,2.340307396922792
2014-04-17,2.3296934063302763
2014-04-20,2.318280728303725
2014-04-21,2.305194592493151
2014-04-22,2.2928678863107144
2014-04-23,2.282896624110052
2014-04-24,2.280265292606488
2014-04-27,2.2780895663875484
2014-04-28,2.2719473278384466
2014-04-29,2.2683348143278517
2014-04-30,2.2622903047250507
2014-05-01,2.2512495643107493
2014-05-04,2.2502408246224483
2014-05-05,2.2530097185219717
2014-05-06,2.2525095610393446
2014-05-07,2.2470117086679813
2014-05-08,2.245957042979895
2014-05-11,2.246573165635793
2014-05-12,2.2467794688448817
2014-05-13,2.246069395690239
2014-05-14,2.2455572301522686
2014-05-15,2.2449002184408604
