date,change_open,change_high,change_low,change_close,change_close_20_sma,change_close_20_mstd,change_boll,change_boll_ub,change_boll_lb,change_close_-1_s,change_close_-1_d,change_rs_6,change_rsi_6,change_rs_12,change_rsi_12,change_close_26_ema,change_macd,change_macds,change_macdh,change_close_-1_r,change_middle,change_cr,change_cr-ma1,change_cr-ma2,change_cr-ma3,change_rsv_9,change_kdjk_9,change_kdjk,change_kdjd_9,change_kdjd,change_kdjj_9,change_kdjj,change_open_2_sma,change_wr_10,change_wr_6,change_middle_14_sma,change_cci,change_middle_20_sma,change_cci_20,change_tr,change_atr,change_close_10_sma,change_close_50_sma,change_dma,change_high_delta,change_low_delta,change_pdm_14_ema,change_pdm_14,change_atr_14,change_pdi_14,change_pdi,change_mdm_14_ema,change_mdm_14,change_mdi_14,change_mdi,change_dx_14,change_dx,change_dx_6_ema,change_adx,change_adx_6_ema,change_adxr,change_trix,change_trix_9_sma
2010-01-25,-0.00291384902963,0.0135617416131,0.0268479184367,0.0280908326325,0.00252263344196,0.156404035723,0.00252263344196,0.00742415555239,-0.00271238662505,-0.0194084011436,-2.41926345609,1.26327235289,0.325241338978,0.773625230316,0.190220838985,0.00380573292608,0.27037666045,0.190114148769,0.425150952278,-2.44735428872,0.0227547809247,0.131015625,0.0071569559889,0.0151233193801,0.00689659981634,0.394308781682,0.0248452779871,0.0248452779871,-0.012324065153,-0.012324065153,0.115608084594,0.115608084594,0.0171081368651,-0.746315046049,-0.76501514769,0.00470344974133,0.484523084089,0.00294356618526,0.530244846287,0.120071684588,0.000571261033225,0.00542785963093,0.00252263344196,0.325075461975,-3.80681818182,2.64615384615,0.279694166732,0.279694166732,0.000571261033225,0.278963544696,0.278963544696,-0.146166486993,-0.146166486993,-0.146653970328,-0.146653970328,0.142642775191,0.142642775191,0.115366979035,0.115366979035,0.0705020403348,0.0705020403348,0.113453336061,0.146387801135
2010-01-26,-0.00291384902963,0.0135617416131,0.0268479184367,0.0280908326325,0.00252263344196,0.156404035723,0.00252263344196,0.00742415555239,-0.00271238662505,-0.0194084011436,-2.41926345609,1.26327235289,0.325241338978,0.773625230316,0.190220838985,0.00380573292608,0.27037666045,0.190114148769,0.425150952278,-2.44735428872,0.0227547809247,0.131015625,0.0071569559889,0.0151233193801,0.00689659981634,0.394308781682,0.0248452779871,0.0248452779871,-0.012324065153,-0.012324065153,0.115608084594,0.115608084594,0.0171081368651,-0.746315046049,-0.76501514769,0.00470344974133,0.484523084089,0.00294356618526,0.530244846287,0.120071684588,0.000571261033225,0.00542785963093,0.00252263344196,0.325075461975,-3.80681818182,2.64615384615,0.279694166732,0.279694166732,0.000571261033225,0.278963544696,0.278963544696,-0.146166486993,-0.146166486993,-0.146653970328,-0.146653970328,0.142642775191,0.142642775191,0.115366979035,0.115366979035,0.0705020403348,0.0705020403348,0.113453336061,0.146387801135
2010-01-27,-0.0152183502426,0.0109967497291,-0.0148381046941,0.0087260034904,0.00274099387726,0.147503357169,0.00274099387726,0.00803394317674,-0.00296954448825,0.0280908326325,-0.680638722555,0.213906349467,0.0475237978581,0.151963603909,0.0335234438315,0.00420653906653,0.234721436723,0.203969153819,0.284242640345,-0.689364726045,0.00171142467,-0.0158513854684,0.0276457222742,0.0233640905015,0.0219492680029,-0.0175522510959,0.0100275406988,0.0100275406988,-0.00505946308669,-0.00505946308669,0.0426434018166,0.0426434018166,-0.00905712319339,0.277010779859,0.264926038139,0.00454585511019,-0.192752648276,0.00270836798372,-0.13737591096,0.2848,0.0290379806832,0.00581339940913,0.00274099387726,0.261568093637,-0.178137651822,-1.56751054852,-0.144314477133,-0.144314477133,0.0290379806832,-0.168460699285,-0.168460699285,2.60630738782,2.60630738782,2.50454254897,2.50454254897,-0.620974033009,-0.620974033009,-0.150090389568,-0.150090389568,-0.00316888203222,-0.00316888203222,0.129428119851,0.140117775891
2010-01-28,0.0114221724524,0.0026255157263,0.0114221724524,0.00994809688581,0.00299367912842,0.142614679737,0.00299367912842,0.0088049567596,-0.00334527596971,0.0087260034904,0.15,0.243174246839,0.0454327625129,0.165495895785,0.032337560232,0.00467976628072,0.213533599993,0.206450010383,0.224227484696,0.140051903114,0.00794271069994,0.0196909549416,0.0176937817423,0.0157750668262,0.0124640315396,0.0961551651065,0.039306798148,0.039306798148,0.00957888337075,0.00957888337075,0.100633784493,0.100633784493,-0.00200022224692,-0.813565248115,-0.789323403307,0.00498010656618,-0.0427447850234,0.00285396402173,-0.0230233519026,-0.19302615193,0.00121807196643,0.00579094628187,0.00299367912842,0.190869925,-0.758620689655,-1.75836431227,-0.0674000670078,-0.0674000670078,0.00121807196643,-0.0685346588276,-0.0685346588276,-0.142746952323,-0.142746952323,-0.14378987787,-0.14378987787,0.130400350422,0.130400350422,-0.104922320907,-0.104922320907,-0.0320760523775,-0.0320760523775,0.136909820222,0.136079026597
2010-01-29,0.00752878653676,0.000908507909363,0.00752878653676,0.00262312633833,0.00282447212788,0.0991359772465,0.00282447212788,0.00736484625098,-0.00218855631847,0.00994809688581,-0.733695652174,0.0625093636332,0.0111138346074,0.0412518374095,0.00780158014289,0.00437507929238,0.141303985338,0.183807027307,0.0780701789622,-0.736318778512,0.00364252740912,-0.00619641049864,0.0500159202851,0.0151416924236,0.0122680077082,0.020253164557,0.0324751787078,0.0324751787078,0.0173558085003,0.0173558085003,0.0610852075818,0.0610852075818,0.009464424897,-1.0,-1.0,0.0057115000846,-0.093766583082,0.00275271370421,-0.0808946398037,-0.183641975309,-0.01649061521,0.00601251267615,0.00282447212788,0.183668911206,-0.65306122449,-0.333333333333,-0.113647142858,-0.113647142858,-0.01649061521,-0.0987855623445,-0.0987855623445,-0.141415718628,-0.141415718628,-0.127019737026,-0.127019737026,0.0427786419634,0.0427786419634,-0.0749280183145,-0.0749280183145,-0.0433057821639,-0.0433057821639,0.1229346203,0.133154285697
2010-02-01,0.029010989011,0.0119066688024,-0.000549450549451,-0.00560627903252,0.00403315398829,0.0299256913988,0.00403315398829,0.00536499601347,0.00254858783571,0.00262312633833,-3.14285714286,-0.411625365558,-0.110624699478,-0.2842252038,-0.0698518014279,0.00332706447958,0.0498471918317,0.139785293328,-0.0970816000797,-3.13725086382,0.00194042186209,0.0074627824376,0.0378490704735,0.033557048842,0.00710847134975,-0.188831318365,-0.0459342611206,-0.0459342611206,-0.00446068875318,-0.00446068875318,-0.121179434836,-0.121179434836,0.0183101698654,1.10640717806,1.34648887698,0.00543069685709,-0.120256860057,0.00419762981839,-0.113233536291,0.4404536862,0.0193335472438,0.0054587919049,0.00226702522282,0.156148238076,12.1176470588,-1.07352941176,0.26738632796,0.26738632796,0.0193335472438,0.243348000649,0.243348000649,-0.140281906212,-0.140281906212,-0.156588050975,-0.156588050975,0.460971291268,0.460971291268,0.0474363323352,0.0474363323352,-0.0202582968607,-0.0202582968607,0.0886973605888,0.124991772022
2010-02-02,-0.0348675779581,-0.0210531869987,-0.00632215503024,-0.0171821305842,0.00261634177155,-0.0071464687574,0.00261634177155,0.00210190133926,0.00319138469746,-0.00560627903252,2.04761904762,-0.600857798974,-0.288038499046,-0.485849689271,-0.188466196306,0.00134483251675,-0.0747099387699,0.0753507149424,-0.38416997471,2.0648011782,-0.0149553491375,-0.0752735443533,0.0334339470969,0.0372537524106,0.00902162119134,-0.280279130445,-0.116527402953,-0.116527402953,-0.0414815037545,-0.0414815037545,-0.27076575348,-0.27076575348,-0.00338496533795,1.10640717806,1.34648887698,0.00402280074055,-0.50751297676,0.00327460258147,-0.392534643026,-0.279527559055,-0.0131561362844,0.00307889532304,0.00123993336163,0.0783441206858,-2.78923766816,10.5,-0.139313873609,-0.139313873609,-0.0131561362844,-0.127839612691,-0.127839612691,0.358136932795,0.358136932795,0.376242972907,0.376242972907,-0.37589906022,-0.37589906022,-0.0873192693423,-0.0873192693423,-0.0384383833158,-0.0384383833158,0.0340802017877,0.107812822295
2010-02-03,-0.014163208852,-0.00285668086024,-0.0153803596127,0.010708041958,0.00331078645846,-0.00467693101653,0.00331078645846,0.00289376708851,0.00377642561171,-0.0171821305842,-1.6125,0.406645565885,0.160878050931,0.205737373194,0.0708815910028,0.0021699386184,-0.00772744514478,0.0538830317136,-0.229588756944,-1.62320804196,-0.00245758392194,-0.041584350088,0.0193084509067,0.030723877716,0.0110261629355,0.170322007674,-0.0461339877433,-0.0461339877433,-0.042898102359,-0.042898102359,-0.0548756088496,-0.0548756088496,-0.0246990734451,-0.221829729537,-0.34051627385,0.00314555673576,-0.289690097087,0.00311943544317,-0.175664645376,0.280510018215,0.00968150464656,0.00330429558426,0.0016083858061,0.0677516586401,-0.8671679198,1.41739130435,-0.138485654574,-0.138485654574,0.00968150464656,-0.146746432948,-0.146746432948,0.741679063329,0.741679063329,0.724978674279,0.724978674279,-0.912503178417,-0.912503178417,-0.266850141295,-0.266850141295,-0.097211179861,-0.097211179861,0.0154646832761,0.0900655597588
2010-02-04,0.00538750771648,0.0240540540541,0.00663033095466,0.0164324324324,0.00394034073505,0.0322274309012,0.00394034073505,0.00540599300467,0.00230524890579,0.010708041958,0.551020408163,0.538059269689,0.160632118065,0.28871313406,0.0836403248289,0.00341942089842,0.0877229100946,0.0619996448557,0.214436414569,0.534587975731,0.015822034053,0.0559322555059,0.0247663108011,0.0211998964551,0.014684697434,0.296580274005,0.0570537875142,0.0570537875142,-0.0125674235743,-0.0125674235743,0.247516352171,0.247516352171,-0.00445756951022,-0.642737099305,-0.672566371681,0.00426048143045,1.11368479541,0.00373916386011,0.476441814089,0.465149359886,0.0531927166723,0.00433315187806,0.00218085913136,0.0810571891173,-9.39622641509,-1.42446043165,0.71241605744,0.71241605744,0.0531927166723,0.625928503238,0.625928503238,-0.137775789447,-0.137775789447,-0.181323420773,-0.181323420773,10.1362263831,10.1362263831,0.00329697222547,0.00329697222547,-0.076192297127,-0.076192297127,0.0232227427771,0.0750639957372
2010-02-05,0.0184203181691,-0.00364212193191,0.0184203181691,0.00122314401191,0.00418006163303,0.00301889118341,0.00418006163303,0.00411829234842,0.0042491850566,0.0164324324324,-0.924342105263,0.0317608813059,0.00927524470376,0.0184906892382,0.00528731773944,0.00317541036328,0.0583811062932,0.0610457736006,0.0469024939118,-0.925565249275,0.00510204081633,0.00500754917099,-0.0142050291106,0.0231367421651,0.0107122865669,0.00664232779115,0.0384360172063,0.0384360172063,0.0040009634462,0.0040009634462,0.113000158986,0.113000158986,0.0119214193765,-0.0707505886766,-0.155405405405,0.00441572697336,0.13374772407,0.00389668111228,0.0255411007588,-0.387378640777,-0.00549374951516,0.00346348972335,0.00205339879242,0.0500622818214,-1.15505617978,1.79661016949,-0.137166433586,-0.137166433586,-0.00549374951516,-0.132400056819,-0.132400056819,-0.137166433586,-0.137166433586,-0.132400056819,-0.132400056819,-2.32546460258e-16,-2.32546460258e-16,0.00234654009174,0.00234654009174,-0.0583616338156,-0.0583616338156,0.02324463337,0.0674002130192
