date,distance_open,distance_high,distance_low,distance_close,distance_close_20_sma,distance_close_20_mstd,distance_boll,distance_boll_ub,distance_boll_lb,distance_close_-1_s,distance_close_-1_d,distance_rs_6,distance_rsi_6,distance_rs_12,distance_rsi_12,distance_close_26_ema,distance_macd,distance_macds,distance_macdh,distance_close_-1_r,distance_middle,distance_cr,distance_cr-ma1,distance_cr-ma2,distance_cr-ma3,distance_rsv_9,distance_kdjk_9,distance_kdjk,distance_kdjd_9,distance_kdjd,distance_kdjj_9,distance_kdjj,distance_open_2_sma,distance_wr_10,distance_wr_6,distance_middle_14_sma,distance_cci,distance_middle_20_sma,distance_cci_20,distance_tr,distance_atr,distance_close_10_sma,distance_close_50_sma,distance_dma,distance_high_delta,distance_um,distance_low_delta,distance_dm,distance_pdm,distance_pdm_14_ema,distance_pdm_14,distance_atr_14,distance_pdi_14,distance_pdi,distance_mdm_14_ema,distance_mdm_14,distance_mdi_14,distance_mdi,distance_dx_14,distance_dx,distance_dx_6_ema,distance_adx,distance_adx_6_ema,distance_adxr,distance_trix,distance_trix_9_sma
2010-01-25,-0.919678883006,-0.945217012901,-0.979791164259,-0.984476607178,-1.01252943459,-0.347986562934,-1.01252943459,-0.992465580339,-1.03090952067,-0.934575253004,-1.20339329727,-0.147386249299,0.257910209564,0.581981468711,0.961017246283,-0.999235095872,0.15232718005,0.0413668655107,0.411504685387,-1.76491427874,-0.969882335742,-0.372445397686,-0.53806469204,-0.704654458907,-0.825679631759,0.391992903765,1.55772361897,1.55772361897,2.10119610043,2.10119610043,0.640553905276,0.640553905276,-0.965136762229,-0.475043362612,-0.200323527335,-1.02328140606,1.0868588383,-1.02694575003,1.03514081951,0.338685781166,0.83785494384,-0.994277639246,-1.00176660993,0.0164353000016,-0.346988587997,-0.479375491948,0.481463919371,-0.529707950847,-0.463042998927,-0.00151710679008,-0.00151710679008,0.83785494384,-0.433099852368,-0.433099852368,-1.03471372348,-1.03471372348,-1.78090332651,-1.78090332651,1.75575608376,1.75575608376,1.57173320581,1.57173320581,1.37170980744,1.37170980744,0.787117752118,0.422134568029
2010-01-26,-0.926974215879,-0.911237332676,-0.913955604663,-0.91493772822,-1.00635650472,-0.174657572272,-1.00635650472,-0.974520700875,-1.03761228028,-0.983573866078,1.64973413434,0.860193836745,1.35441406551,2.24081076193,1.97179891702,-0.989851943138,0.242015770833,0.0850024467592,0.586951757594,2.47973169817,-0.913492353879,-0.14957148958,-0.526650771732,-0.682104173174,-0.815301581723,1.3440699403,1.66714209603,1.66714209603,2.0351678067,2.0351678067,0.925648591479,0.925648591479,-0.923073931961,-1.37693139507,-1.28108171808,-1.01188028484,1.65220708499,-1.01982305506,1.6526385931,0.563164655317,0.839672937686,-0.98089206257,-0.995566927892,0.0793830302376,0.878287211487,0.858699207482,1.83908258109,-0.529707950847,0.887551784843,0.352288686091,0.352288686091,0.839672937686,-0.043269285783,-0.043269285783,-1.0764600112,-1.0764600112,-1.83050974418,-1.83050974418,2.20980030042,2.20980030042,1.97484873999,1.97484873999,1.62268680205,1.62268680205,0.898489485288,0.513182111489
2010-01-27,-0.96496500593,-0.883310712896,-0.951317979201,-0.892729703004,-0.999632322936,0.0143741784391,-0.999632322936,-0.954957739457,-1.04493061571,-0.914031925143,0.510487700877,1.24633231283,1.56674366349,2.81873713518,2.18381823925,-0.979441119818,0.340928745253,0.140718383752,0.754119726238,0.74924390759,-0.909154662966,-0.18006953223,-0.482245801138,-0.646739258902,-0.782044384216,1.28497811206,1.71240053217,1.71240053217,2.00839493278,2.00839493278,1.04296652711,1.04296652711,-0.945723148259,-1.29200908356,-1.19313431634,-1.0008093438,1.31832825301,-1.01325019011,1.40782786204,1.15954136575,0.932136845576,-0.966477895372,-0.988813604934,0.146498288456,0.717355464689,0.620337722563,-1.09321586559,1.24093914986,-0.463042998927,0.118675355576,0.118675355576,0.932136845576,-0.344351569161,-0.344351569161,-0.440881969111,-0.440881969111,-1.10757744781,-1.10757744781,-0.0487631011091,-0.0487631011091,1.38989882612,1.38989882612,1.6106107271,1.6106107271,1.03995753642,0.613087321343
2010-01-28,-0.936884856762,-0.876569804673,-0.92298368773,-0.867190474005,-0.992268125898,0.224099586173,-0.992268125898,-0.933345079206,-1.05315044598,-0.89182292205,0.590669268042,1.77920340983,1.77937753191,3.5437720398,2.39519361758,-0.967810379519,0.452034285936,0.208614543925,0.923475406329,0.858453117968,-0.888989014788,-0.142784699066,-0.453040093692,-0.62230354053,-0.762744554176,1.60301440561,1.89158732419,1.89158732419,2.05882651251,2.05882651251,1.33163022731,1.33163022731,-0.950679815656,-1.61051102899,-1.52458466552,-0.988625695582,1.25855893532,-1.00630522336,1.37243546324,0.64022456734,0.936128107096,-0.952035928429,-0.981417493033,0.208283522739,0.154094350896,-0.213927474652,0.773509794277,-0.529707950847,-0.195111240203,0.0253150566869,0.0253150566869,0.936128107096,-0.446205932149,-0.446205932149,-0.566419284211,-0.566419284211,-1.25303251816,-1.25303251816,0.13100249095,0.13100249095,1.04235752288,1.04235752288,1.48876165426,1.48876165426,1.20897163164,0.723707871043
2010-01-29,-0.918164757316,-0.874231122229,-0.904094160082,-0.860389266282,-0.985299363777,0.390677687569,-0.985299363777,-0.915108142479,-1.05851005805,-0.866282568493,0.13964795274,1.94949047779,1.83375554455,3.75440470972,2.4478379291,-0.95688600001,0.541257057859,0.281543793947,0.995662278164,0.203876100749,-0.87966759389,-0.154748637618,-0.36902207229,-0.59847892659,-0.743511485207,1.67644363856,2.04545012845,2.04545012845,2.15107787616,2.15107787616,1.52448361075,1.52448361075,-0.927273330728,-1.68349820649,-1.61305135894,-0.97458313302,1.1330510558,-0.999587526256,1.25094410815,0.241523283399,0.882027420734,-0.936954567378,-0.974418529781,0.279085791438,0.0370530804977,-0.387281281865,0.505143314634,-0.529707950847,-0.370087082635,-0.121495000169,-0.121495000169,0.882027420734,-0.582956632178,-0.582956632178,-0.673032910124,-0.673032910124,-1.36304757232,-1.36304757232,0.197665833838,0.197665833838,0.820208958849,0.820208958849,1.32953035568,1.32953035568,1.3815111362,0.846680458115
2010-02-01,-0.845486724174,-0.843553111337,-0.905483095939,-0.874963282831,-0.975320339615,0.44594676718,-0.975320339615,-0.901725422177,-1.05228241495,-0.859481061296,-0.374850436566,0.758052373251,1.28647304812,2.24327827553,1.97280739975,-0.948542121025,0.577179291365,0.347200944661,0.898888653893,-0.531523391469,-0.874683863906,-0.140428890962,-0.302262232198,-0.544879286095,-0.732230519539,0.977957043301,1.82075252079,1.82075252079,2.12695646368,2.12695646368,1.11853562454,1.11853562454,-0.881561842515,-1.02626877217,-0.692284966295,-0.961154705572,0.987178754516,-0.989315470812,1.09464158096,1.02217369649,0.944408943121,-0.923179794288,-0.968785037604,0.350334804301,0.790506258688,0.728683852072,-0.071055303423,-0.463884638553,0.756319903019,0.184661250785,0.184661250785,0.944408943121,-0.279363456703,-0.279363456703,-0.763835789654,-0.763835789654,-1.48144545914,-1.48144545914,0.946742209924,0.946742209924,0.950311534411,0.950311534411,1.25826825344,1.25826825344,1.52130223237,0.977485243131
2010-02-02,-0.935370731071,-0.898443364009,-0.921455858288,-0.919379333263,-0.968820752051,0.432353137631,-0.968820752051,-0.896454202874,-1.04446418036,-0.874055719576,-1.09314364242,-0.265228838535,0.0191274582758,0.394364971337,0.780661180083,-0.945158221124,0.52065604388,0.387540487874,0.553114917613,-1.56596937748,-0.913169334343,-0.285943276922,-0.241057934182,-0.483378227118,-0.717811660478,0.136976425298,1.27691635991,1.27691635991,1.90364361095,1.90364361095,0.321394135222,0.321394135222,-0.890167167856,-0.299105408402,0.547516739702,-0.951153548271,0.445594518623,-0.98126852623,0.614158409926,0.308531902548,0.901138722807,-0.91536806626,-0.965696853872,0.391664451277,-1.48448343468,-0.479375491948,-0.485444720519,0.227260140532,-0.463042998927,-0.0175043774576,-0.0175043774576,0.901138722807,-0.477663299023,-0.477663299023,-0.564537698403,-0.564537698403,-1.24151052811,-1.24151052811,0.0543307395134,0.0543307395134,0.699462451124,0.699462451124,1.12579371752,1.12579371752,1.57977829754,1.10441456721
2010-02-03,-0.970608565322,-0.905734550454,-0.960068275097,-0.892174502373,-0.960574487314,0.423520506779,-0.960574487314,-0.88918186217,-1.03518319116,-0.918473725762,0.630760051624,0.0111895855059,0.523089497688,0.796913192046,1.14452270243,-0.939690826564,0.515246476264,0.418560770488,0.425858392583,0.926363640666,-0.919398996824,-0.36028057403,-0.204530057666,-0.430767583779,-0.700030046111,0.504791978042,1.08669727272,1.08669727272,1.68228429363,1.68228429363,0.203582526147,0.203582526147,-0.952745093738,-0.606204888374,-0.188191858647,-0.943301863867,0.293348023246,-0.973577784426,0.483539495882,0.824498270001,0.932562041207,-0.906958643738,-0.961686033796,0.430206304373,-0.218974698499,-0.479375491948,-1.12873495849,1.30018013092,-0.463042998927,-0.190471094502,-0.190471094502,0.932562041207,-0.676190872128,-0.676190872128,-0.00398866433764,-0.00398866433764,-0.605234694894,-0.605234694894,-1.2976892922,-1.2976892922,-0.00020028441551,-0.00020028441551,0.803641869762,0.803641869762,1.60721748439,1.22188178764
2010-02-04,-0.957394377478,-0.844516098226,-0.943678831991,-0.849979254462,-0.950727681742,0.484099056474,-0.950727681742,-0.875556719587,-1.02949638862,-0.891267696973,0.991577103865,0.525666325763,1.10723362456,1.4780337436,1.60431303827,-0.931056531214,0.57618201183,0.456177006869,0.517427839781,1.43790896605,-0.879390720002,-0.264452429911,-0.156772298917,-0.393350179066,-0.676087287971,1.25435293214,1.31108802378,1.31108802378,1.62021680752,1.62021680752,0.705811314092,0.705811314092,-0.963759910175,-1.29862127076,-1.14650444292,-0.932633742626,0.709089940858,-0.964330390221,0.775574897597,1.9200891931,1.10688145628,-0.895894345676,-0.956238894087,0.479441362394,1.60248007208,1.93132588962,0.434105128846,-0.529707950847,1.97021480989,0.576102697772,0.576102697772,1.10688145628,0.0463395228243,0.0463395228243,-0.185347462179,-0.185347462179,-0.879744480519,-0.879744480519,0.0163771327328,0.0163771327328,0.00613738162262,0.00613738162262,0.575690790881,0.575690790881,1.64905910939,1.32860090803
2010-02-05,-0.911970606764,-0.85400839756,-0.897843948728,-0.846786850838,-0.940240659837,0.489956606966,-0.940240659837,-0.865120956314,-1.01898993918,-0.849070591096,0.0527845883118,0.572375398233,1.14638144516,1.53425063123,1.6358097123,-0.923010963416,0.620293143368,0.495510825626,0.541751155217,0.0787703068835,-0.866285355969,-0.255393184526,-0.184842762575,-0.351648562518,-0.658364890657,1.27611922193,1.4708803568,1.4708803568,1.63972827514,1.63972827514,0.991848837151,0.991848837151,-0.934432961412,-1.32585154053,-1.21900835554,-0.921529783563,0.814622907873,-0.954657403085,0.798689241929,0.583267241062,1.08792006108,-0.887012327508,-0.951098927375,0.512314580765,-0.277495333698,-0.479375491948,1.27077709479,-0.529707950847,-0.463042998927,0.32336070451,0.32336070451,1.08792006108,-0.202157396308,-0.202157396308,-0.341027805382,-0.341027805382,-1.04384292513,-1.04384292513,0.0163771327328,0.0163771327328,0.0106629334432,0.0106629334432,0.414388845521,0.414388845521,1.69191276903,1.43161725488
