date,nchange_open,nchange_high,nchange_low,nchange_close,nchange_close_20_sma,nchange_close_20_mstd,nchange_boll,nchange_boll_ub,nchange_boll_lb,nchange_close_-1_s,nchange_close_-1_d,nchange_rs_6,nchange_rsi_6,nchange_rs_12,nchange_rsi_12,nchange_close_26_ema,nchange_macd,nchange_macds,nchange_macdh,nchange_close_-1_r,nchange_middle,nchange_cr,nchange_cr-ma1,nchange_cr-ma2,nchange_cr-ma3,nchange_rsv_9,nchange_kdjk_9,nchange_kdjk,nchange_kdjd_9,nchange_kdjd,nchange_kdjj_9,nchange_kdjj,nchange_open_2_sma,nchange_wr_10,nchange_wr_6,nchange_middle_14_sma,nchange_cci,nchange_middle_20_sma,nchange_cci_20,nchange_tr,nchange_atr,nchange_close_10_sma,nchange_close_50_sma,nchange_dma,nchange_high_delta,nchange_low_delta,nchange_pdm_14_ema,nchange_pdm_14,nchange_atr_14,nchange_pdi_14,nchange_pdi,nchange_mdm_14_ema,nchange_mdm_14,nchange_mdi_14,nchange_mdi,nchange_dx_14,nchange_dx,nchange_dx_6_ema,nchange_adx,nchange_adx_6_ema,nchange_adxr,nchange_trix,nchange_trix_9_sma
2010-01-25,-0.299603049651,1.37248611459,2.93157447556,2.48642303565,1.11864765488,1.59813834171,1.11864765488,2.1011090792,-0.934280929682,-1.76992782577,-0.0707764473301,1.91308264748,1.06353411633,3.00919706786,1.58152128042,1.97134658983,0.0329023686745,0.0395469230295,0.0703390288894,-0.071059994578,2.68920599628,1.26396984919,0.121988930381,0.428361968143,0.26048498909,0.0784832894921,0.0409003179215,0.0409003179215,-0.178310795857,-0.178310795857,0.0601494227594,0.0601494227594,2.34809390528,-0.275066762927,-0.259359334346,1.910699889,-0.0198227090694,1.33947585445,0.127710214125,-0.0447825479293,0.00696462367107,1.87554339028,1.71933631916,0.0265518106273,-0.0968044960688,0.356333758395,0.583422333765,0.583422333765,0.00696462367107,0.683662033039,0.683662033039,-0.429941259927,-0.429941259927,-0.457794036198,-0.457794036198,-0.0435503294832,-0.0435503294832,0.45740264888,0.45740264888,0.72870110457,0.72870110457,0.0529837897302,0.0566056777733
2010-01-26,-0.299603049651,1.37248611459,2.93157447556,2.48642303565,1.11864765488,1.59813834171,1.11864765488,2.1011090792,-0.934280929682,-1.76992782577,-0.0707764473301,1.91308264748,1.06353411633,3.00919706786,1.58152128042,1.97134658983,0.0329023686745,0.0395469230295,0.0703390288894,-0.071059994578,2.68920599628,1.26396984919,0.121988930381,0.428361968143,0.26048498909,0.0784832894921,0.0409003179215,0.0409003179215,-0.178310795857,-0.178310795857,0.0601494227594,0.0601494227594,2.34809390528,-0.275066762927,-0.259359334346,1.910699889,-0.0198227090694,1.33947585445,0.127710214125,-0.0447825479293,0.00696462367107,1.87554339028,1.71933631916,0.0265518106273,-0.0968044960688,0.356333758395,0.583422333765,0.583422333765,0.00696462367107,0.683662033039,0.683662033039,-0.429941259927,-0.429941259927,-0.457794036198,-0.457794036198,-0.0435503294832,-0.0435503294832,0.45740264888,0.45740264888,0.72870110457,0.72870110457,0.0529837897302,0.0566056777733
2010-01-27,-1.43448699275,1.10639620119,-1.67929139839,0.749984262782,1.22886739315,1.50453956042,1.22886739315,2.2810867191,-1.01364767575,2.48923631023,0.0380288441879,0.152545306537,0.061648212289,0.500353701217,0.234406487768,2.19684225542,0.0288133096266,0.0414970992796,0.0571721292157,0.0389435999767,0.165563586524,-0.20870867425,0.550971669847,0.675420134156,0.885052926881,-0.024695471012,-0.0237821387923,-0.0237821387923,-0.0979267718093,-0.0979267718093,0.0299052236564,0.0299052236564,-1.31153922742,-0.0412497208407,-0.0851123319263,1.84216377353,-0.0221671026691,1.21983674516,0.00585773600883,0.104839474343,0.827485670847,2.01668780484,1.88837474668,0.0226085628024,0.043291342451,-0.0292780269353,-0.445334266625,-0.445334266625,0.827485670847,-0.56981152928,-0.56981152928,5.85125379064,5.85125379064,6.05928561831,6.05928561831,-0.0547582658122,-0.0547582658122,-0.798247889693,-0.798247889693,-0.0778025639463,-0.0778025639463,0.0578637479041,0.0548794054065
2010-01-28,1.02265457837,0.237972037838,1.22534201688,0.859569033207,1.3564129451,1.45313064289,1.3564129451,2.50864988934,-1.12960985054,0.752829652167,0.0900112453413,0.20164850413,0.0541046526394,0.554966048619,0.224211542678,2.46308240213,0.0263834183952,0.0418462949338,0.0515641312028,0.0908431177714,0.912855867381,0.147684781487,0.342603305792,0.447901344542,0.491489838668,0.00379032718244,0.104027813951,0.104027813951,0.0640489541716,0.0640489541716,0.0539425059822,0.0539425059822,-0.324517945762,-0.290432585746,-0.263471841675,2.03101480048,-0.0216478496415,1.29389760188,0.0267290803293,-0.329167969779,0.0256082183938,2.00846781385,2.08398489672,0.018218829658,0.0208800948199,-0.0467439315924,-0.258719658111,-0.258719658111,0.0256082183938,-0.289865479004,-0.289865479004,-0.422137820103,-0.422137820103,-0.450753623104,-0.450753623104,-0.0437300168812,-0.0437300168812,-0.584596597814,-0.584596597814,-0.394260376348,-0.394260376348,0.0601492489388,0.0537674511432
2010-01-29,0.663555003063,0.0598512164167,0.794696949195,0.202740988124,1.27100392269,0.99591229258,1.27100392269,2.08360405341,-0.772610948414,0.862412395862,0.0347084757479,-0.101455724558,-0.0697033357634,0.0535535945458,0.0132777125532,2.29166388255,0.018099887163,0.0386591573132,0.037906749642,0.0360055196491,0.397152726157,-0.111895412804,1.01934681218,0.428912791648,0.483356383616,-0.0152245193634,0.074206396542,0.074206396542,0.150101917696,0.150101917696,0.0375494375988,0.0375494375988,1.27899764892,-0.3330305747,-0.299114425891,2.34908953611,-0.0218244618706,1.2423942412,0.0161665569716,-0.320644362407,-0.484824691501,2.08958229484,1.9529974069,0.0177717101705,0.0249555271055,0.0836671995437,-0.370927239766,-0.370927239766,-0.484824691501,-0.374614368464,-0.374614368464,-0.419099920791,-0.419099920791,-0.409529842482,-0.409529842482,-0.0450160788417,-0.0450160788417,-0.442719344972,-0.442719344972,-0.517196508789,-0.517196508789,0.0558801212944,0.0529622072727
2010-02-01,2.64492801676,1.2007903741,-0.0988319822077,-0.535187472732,1.88109887012,0.268102792583,1.88109887012,1.49335211729,0.689415965755,0.205596498574,-0.11605983742,-0.896918787638,-0.508883809516,-1.25997595457,-0.654302108485,1.70204517689,0.00761131943309,0.0324628304418,0.0215400366308,-0.11422925152,0.193026269694,0.0250693148133,0.764603872062,0.981004836935,0.269275999765,-0.0676040262155,-0.268066860096,-0.268066860096,-0.0913012347206,-0.0913012347206,-0.0380001012315,-0.0380001012315,2.51621758473,0.148256893412,0.0978680995669,2.2269714012,-0.0219161581072,1.97738488216,0.0102641421145,0.246219049829,0.547766335924,1.88686755953,1.52146342445,0.0160629189342,0.518006119643,0.0159284561215,0.553560276572,0.553560276572,0.547766335924,0.583883928764,0.583883928764,-0.416512540398,-0.416512540398,-0.482213649908,-0.482213649908,-0.0388780832707,-0.0388780832707,0.136081174313,0.136081174313,-0.264886902097,-0.264886902097,0.0454213634438,0.0507148922698
2010-02-02,-3.24679881609,-2.21843493828,-0.737347342796,-1.57319081972,1.16594792495,-0.121744901536,1.16594792495,0.530256024856,0.887802648034,-0.532318314565,0.208766598169,-1.21439692592,-1.14891678782,-2.07367303902,-1.6740204376,0.586830935643,-0.00667330449111,0.0233932715349,-0.00528637108327,0.211281454478,-1.83321344815,-0.804552062953,0.672162399756,1.09183194164,0.348656747179,-0.0905133843494,-0.576220375845,-0.576220375845,-0.500942679106,-0.500942679106,-0.100004323438,-0.100004323438,-0.518196574788,0.148256893412,0.0978680995669,1.61469336786,-0.0232566472434,1.50786532055,-0.0407132003762,-0.407736826815,-0.388712102011,1.01559790395,0.726365205817,0.0112319690035,-0.0575178203354,1.07507529864,-0.433201485946,-0.433201485946,-0.388712102011,-0.456010234866,-0.456010234866,0.72088824416,0.72088824416,0.827573157578,0.827573157578,-0.0511611937449,-0.0511611937449,-0.501331698091,-0.501331698091,-0.463911238279,-0.463911238279,0.0287369779758,0.0459851591269
2010-02-03,-1.33716788967,-0.330746024802,-1.73926988786,0.927713093709,1.51647622245,-0.0957754519606,1.51647622245,0.763973671748,1.06836408646,-1.57030246406,-0.0202881899547,0.475906828121,0.470581792281,0.717368808214,0.555571447986,1.05104001528,0.00100846953755,0.0203715645181,0.00915816634557,-0.01949026316,-0.334408317289,-0.466740646297,0.37641037801,0.896066418906,0.431829543379,0.022370484754,-0.268938707691,-0.268938707691,-0.516617577091,-0.516617577091,-0.0105168581323,-0.0105168581323,-3.49931795667,-0.155228484424,-0.187541974952,1.23318991196,-0.0225026521709,1.42893589807,-0.00113062845094,0.10094290229,0.269557107862,1.09811594673,1.01159371684,0.0105742704715,0.0166893111176,0.243884053551,-0.43119200852,-0.43119200852,0.269557107862,-0.508978306351,-0.508978306351,1.59613830704,1.59613830704,1.68482320587,1.68482320587,-0.0590371659944,-0.0590371659944,-1.35053787098,-1.35053787098,-1.10731944466,-1.10731944466,0.0230503312634,0.0410989572843
2010-02-04,0.46605793197,2.46094901624,0.695319319197,1.44101757462,1.83425039931,0.292307690105,1.83425039931,1.50545230008,0.614314163227,0.930555196064,0.115107599703,0.696381602321,0.469694571865,1.05223455897,0.665257247522,1.75400538916,0.0119550321425,0.0215140271966,0.0506492239394,0.115530628489,1.85779042692,0.511086915379,0.490684105208,0.610537636618,0.583630095865,0.0540005016449,0.181497055654,0.181497055654,-0.18100359706,-0.18100359706,0.114826010885,0.114826010885,-0.668217547572,-0.25140050872,-0.243718711057,1.71805800085,-0.017644862413,1.74417536555,0.117890218667,0.268650024304,1.52371865841,1.47477570396,1.45476003753,0.0114004266403,-0.312599969602,-0.0161868536024,1.63331956496,1.63331956496,1.52371865841,1.65569564193,1.65569564193,-0.410793536717,-0.410793536717,-0.543017281054,-0.543017281054,0.103129847764,0.103129847764,-0.0727041820162,-0.0727041820162,-0.877217723542,-0.877217723542,0.0254202541602,0.0369687051051
2010-02-05,1.6681161918,-0.412226963609,1.9994026934,0.0772049673786,1.95525205693,-0.0148468379721,1.95525205693,1.12538993779,1.2142720449,1.4438501836,0.0227775843341,-0.153042922102,-0.0763361804168,-0.0383037007756,-0.00833719733724,1.61672376475,0.00859001698413,0.0213797640145,0.0349943467008,0.0241637018803,0.572186113772,0.000449971842775,-0.325276793713,0.668604235228,0.418806130266,-0.0186342841995,0.100226676876,0.100226676876,0.00232834714339,0.00232834714339,0.0590684255109,0.0590684255109,1.62264790823,-0.120708806583,-0.15622463918,1.78557252453,-0.0210369198696,1.82430022885,0.0355929432948,-0.505697501706,-0.167852456326,1.15639621983,1.35608971185,0.00947591608385,0.00557454175505,0.278588113942,-0.427991231087,-0.427991231087,-0.167852456326,-0.468786467319,-0.468786467319,-0.409402975646,-0.409402975646,-0.422755558645,-0.422755558645,-0.0456439595932,-0.0456439595932,-0.0771998591446,-0.0771998591446,-0.682018655705,-0.682018655705,0.0254269412728,0.0348587014264
