date,rchange_open,rchange_high,rchange_low,rchange_close,rchange_close_20_sma,rchange_close_20_mstd,rchange_boll,rchange_boll_ub,rchange_boll_lb,rchange_close_-1_s,rchange_close_-1_d,rchange_rs_6,rchange_rsi_6,rchange_rs_12,rchange_rsi_12,rchange_close_26_ema,rchange_macd,rchange_macds,rchange_macdh,rchange_close_-1_r,rchange_middle,rchange_cr,rchange_cr-ma1,rchange_cr-ma2,rchange_cr-ma3,rchange_rsv_9,rchange_kdjk_9,rchange_kdjk,rchange_kdjd_9,rchange_kdjd,rchange_kdjj_9,rchange_kdjj,rchange_open_2_sma,rchange_wr_10,rchange_wr_6,rchange_middle_14_sma,rchange_cci,rchange_middle_20_sma,rchange_cci_20,rchange_tr,rchange_atr,rchange_close_10_sma,rchange_close_50_sma,rchange_dma,rchange_high_delta,rchange_low_delta,rchange_pdm_14_ema,rchange_pdm_14,rchange_atr_14,rchange_pdi_14,rchange_pdi,rchange_mdm_14_ema,rchange_mdm_14,rchange_mdi_14,rchange_mdi,rchange_dx_14,rchange_dx,rchange_dx_6_ema,rchange_adx,rchange_adx_6_ema,rchange_adxr,rchange_trix,rchange_trix_9_sma
2010-01-25,-0.0184830800733,0.0821804588195,0.227343925556,0.205045183199,0.183323187694,0.0946965483685,0.183323187694,0.158837997334,-0.0761483804298,-0.141668964397,-0.00425552059119,0.166283580191,0.0997376562094,0.262542823409,0.150634683271,0.252493085446,0.000571596165363,0.000469878286765,0.000858634246543,-0.00430493060671,0.217311148968,0.117444766046,0.0188018278882,0.061548569505,0.0352817331923,0.00246836887639,0.00333620470531,0.00333620470531,-0.00646427205535,-0.00646427205535,0.0013644778456,0.0013644778456,0.202338780614,-0.00367743820498,-0.0036751859325,0.269290745786,3.49227589123e-05,0.211080139926,0.00212821635746,0.00372613948437,0.0010477699852,0.227963453235,0.275470774034,0.000321134076475,-0.00301410782408,0.00853598014887,0.0266556937373,0.0266556937373,0.0010477699852,0.0400081183373,0.0400081183373,-0.0196659165539,-0.0196659165539,-0.0212791872376,-0.0212791872376,4.74742623407e-05,4.74742623407e-05,0.030580122611,0.030580122611,0.114231496176,0.114231496176,0.000670295649182,0.000791950225698
2010-01-26,-0.0184830800733,0.0821804588195,0.227343925556,0.205045183199,0.183323187694,0.0946965483685,0.183323187694,0.158837997334,-0.0761483804298,-0.141668964397,-0.00425552059119,0.166283580191,0.0997376562094,0.262542823409,0.150634683271,0.252493085446,0.000571596165363,0.000469878286765,0.000858634246543,-0.00430493060671,0.217311148968,0.117444766046,0.0188018278882,0.061548569505,0.0352817331923,0.00246836887639,0.00333620470531,0.00333620470531,-0.00646427205535,-0.00646427205535,0.0013644778456,0.0013644778456,0.202338780614,-0.00367743820498,-0.0036751859325,0.269290745786,3.49227589123e-05,0.211080139926,0.00212821635746,0.00372613948437,0.0010477699852,0.227963453235,0.275470774034,0.000321134076475,-0.00301410782408,0.00853598014887,0.0266556937373,0.0266556937373,0.0010477699852,0.0400081183373,0.0400081183373,-0.0196659165539,-0.0196659165539,-0.0212791872376,-0.0212791872376,4.74742623407e-05,4.74742623407e-05,0.030580122611,0.030580122611,0.114231496176,0.114231496176,0.000670295649182,0.000791950225698
2010-01-27,-0.0965327933112,0.0666373069215,-0.125646722927,0.0636942666563,0.199191736172,0.0893075343744,0.199191736172,0.171884254834,-0.0833679097612,0.205045183199,-0.00119725368963,0.0281563302905,0.014573523241,0.0515714225211,0.0265470038439,0.279084751502,0.000496218397461,0.000504121745645,0.000574056024149,-0.00121260224644,0.0163443305669,-0.0142094674421,0.0726272612061,0.0950866877843,0.112288408501,-0.000109876909489,0.00134649040673,0.00134649040673,-0.00265381150135,-0.00265381150135,0.000503303702712,0.000503303702712,-0.107119043837,0.00136495978533,0.00127272309766,0.260267841729,-1.38929485229e-05,0.1942143159,-0.000551378599666,0.0088380914184,0.0532595833096,0.244155651482,0.299315664509,0.0002583967048,-0.000141043271435,-0.00505648564039,-0.0137536029058,-0.0137536029058,0.0532595833096,-0.024160130312,-0.024160130312,0.350664674624,0.350664674624,0.363403934615,0.363403934615,-0.000206672115782,-0.000206672115782,-0.0397841960856,-0.0397841960856,-0.00513440652252,-0.00513440652252,0.000764676550115,0.000758029722289
2010-01-28,0.0724529397034,0.0159099098907,0.0967211491583,0.0726147699189,0.217554715491,0.0863476307073,0.217554715491,0.188379902393,-0.0939163114993,0.0636942666563,0.000263852242744,0.0320088413888,0.0139322918249,0.0561638349413,0.025607910097,0.310481226701,0.000451425750762,0.000510253328379,0.000452849502851,0.000246353266882,0.0758539312609,0.0176513266745,0.0464828119003,0.0642010376558,0.0637636874679,0.000601930334496,0.00527808644365,0.00527808644365,0.0050243574118,0.0050243574118,0.00118774192948,0.00118774192948,-0.0236567274151,-0.00400881094585,-0.00379196448173,0.285130422362,-3.08089721862e-06,0.204654859833,-9.24076385951e-05,-0.00599010806497,0.00223410870339,0.243212647651,0.326908814019,0.000188555717861,-0.000600649793868,-0.00567214294279,-0.00642342872225,-0.00642342872225,0.00223410870339,-0.0098290360612,-0.0098290360612,-0.0192058365118,-0.0192058365118,-0.0208636133561,-0.0208636133561,4.3399747635e-05,4.3399747635e-05,-0.0278115754162,-0.0278115754162,-0.0519714810679,-0.0519714810679,0.0008088793156,0.000736180303214
2010-01-29,0.0477564770853,0.00550531037697,0.0637525732199,0.0191471512303,0.205258213668,0.0600229707691,0.205258213668,0.157569089296,-0.0614422065026,0.0726147699189,-0.00129058162212,0.008228060051,0.00340813937959,0.0139995096332,0.00617802213527,0.290266629598,0.000298727027826,0.000454289865565,0.000157670420192,-0.00129519508496,0.0347866155706,-0.00555457397803,0.131395348292,0.0616233437338,0.0627608656859,0.000126784599692,0.00436074187084,0.00436074187084,0.00910354387888,0.00910354387888,0.000720965257161,0.000720965257161,0.111936221224,-0.00492746089529,-0.00480406949273,0.327005538898,-6.75837309415e-06,0.197394302452,-0.000324682638345,-0.00569889243692,-0.0302460182815,0.252518164705,0.308431463074,0.000181442012937,-0.00051707143665,-0.0010752688172,-0.0108309138854,-0.0108309138854,-0.0302460182815,-0.0141675302864,-0.0141675302864,-0.0190267261611,-0.0190267261611,-0.0184303006662,-0.0184303006662,1.42375557993e-05,1.42375557993e-05,-0.0198610382817,-0.0198610382817,-0.0701665408003,-0.0701665408003,0.000726312191268,0.000720357610355
2010-02-01,0.18402203664,0.0721511685671,-0.00465266032096,-0.0409222655067,0.293094760934,0.0181188399002,0.293094760934,0.114782781216,0.0715498425926,0.0191471512303,-0.00552833270512,-0.0541819341851,-0.0339238802775,-0.0964566363212,-0.0553152012164,0.22073560921,0.00010538063329,0.00034548756402,-0.000196065858705,-0.00551846838312,0.0185312838531,0.00668977259345,0.0994321761759,0.136569776854,0.0363656288963,-0.00118208209097,-0.00616801704395,-0.00616801704395,-0.00233973979339,-0.00233973979339,-0.00143023435391,-0.00143023435391,0.216555284343,0.00545177810417,0.00646862613619,0.310928464683,-8.66770122875e-06,0.301007768693,-0.00045447959718,0.0136684337929,0.0354603400745,0.229262570838,0.247558437344,0.000154255014892,0.00959433654697,-0.00346299810246,0.0254827197539,0.0254827197539,0.0354603400745,0.034900243391,0.034900243391,-0.0188741777841,-0.0188741777841,-0.0227206017567,-0.0227206017567,0.000153420122287,0.000153420122287,0.0125738653397,0.0125738653397,-0.0328236679307,-0.0328236679307,0.00052403443531,0.000676198845095
2010-02-02,-0.221171457,-0.127576576558,-0.0535350085309,-0.12541860754,0.190133098879,-0.00432690832574,0.190133098879,0.0449696665117,0.0895959203589,-0.0409222655067,0.00360179252,-0.0790904556489,-0.0883291308637,-0.164881320017,-0.149245192795,0.0892235262324,-0.000157942310717,0.000186233718389,-0.000775869123689,0.00363201430613,-0.142825550157,-0.0674765609525,0.0878333358365,0.151614543867,0.0461529507744,-0.00175454444444,-0.0156472095112,-0.0156472095112,-0.0217580580924,-0.0217580580924,-0.00319574425325,-0.00319574425325,-0.0400341524213,0.00545177810417,0.00646862613619,0.23032094976,-3.65797913747e-05,0.234818423503,-0.00157549602605,-0.00867447373909,-0.0241301330183,0.12930983071,0.135400330939,7.73942354517e-05,-0.00220842254011,0.0338709677419,-0.013277030378,-0.013277030378,-0.0241301330183,-0.0183343754049,-0.0183343754049,0.0481854026877,0.0481854026877,0.0545920758191,0.0545920758191,-0.000125106445627,-0.000125106445627,-0.0231455654394,-0.0231455654394,-0.0622800987873,-0.0622800987873,0.000201349839279,0.000583261639887
2010-02-03,-0.0898398374947,-0.0173107076135,-0.130238451784,0.0781618848299,0.240599334506,-0.00283169946463,0.240599334506,0.0619114410855,0.106020539804,-0.12541860754,-0.0028364116095,0.0535264469369,0.049334441267,0.0698204617978,0.0561306850892,0.143965566589,-1.63363879318e-05,0.000133175078189,-0.000463677120508,-0.00285524577013,-0.0234702495061,-0.0372769604181,0.0507246616158,0.12503939615,0.0564078167768,0.00106621399836,-0.00619483618031,-0.00619483618031,-0.0225010985308,-0.0225010985308,-0.000647675746917,-0.000647675746917,-0.292117162878,-0.00109305731771,-0.00163586384298,0.18009532702,-2.08798667226e-05,0.223691545695,-0.000705056115746,0.00870496202515,0.0177571887285,0.138776365477,0.175635221346,6.69302019748e-05,-0.000686593760728,0.00457223001402,-0.0131980986177,-0.0131980986177,0.0177571887285,-0.0210459350929,-0.0210459350929,0.0997889384169,0.0997889384169,0.105192903531,0.105192903531,-0.000303698629116,-0.000303698629116,-0.070733498509,-0.070733498509,-0.157507193662,-0.157507193662,9.1367167118e-05,0.000487249892584
2010-02-04,0.0341739518783,0.145761013225,0.0561445935006,0.11994628862,0.286349896158,0.0195124534672,0.286349896158,0.115659901844,0.0647182702651,0.0781618848299,0.000969253136612,0.0708243329428,0.0492590241389,0.0979796914591,0.0662342459771,0.22686303791,0.000185452690114,0.000153235764373,0.000433075471825,0.000940347766283,0.151102505026,0.0501386812629,0.0650628442917,0.0862788960331,0.0751242047784,0.00185658943375,0.0076611384449,0.0076611384449,-0.00659191946896,-0.00659191946896,0.00292134049403,0.00292134049403,-0.0527198950015,-0.00316706192278,-0.00323105558803,0.243929091392,8.02705730469e-05,0.268131640713,0.00191226990554,0.0144348053577,0.0975626355007,0.181987069063,0.238149127409,8.00744092178e-05,-0.00743960919643,-0.00459503365049,0.0678953889619,0.0678953889619,0.0975626355007,0.0897687963332,0.0897687963332,-0.0185369932202,-0.0185369932202,-0.0263096526643,-0.0263096526643,0.00337353132542,0.00337353132542,0.000873922640113,0.000873922640113,-0.123451180371,-0.123451180371,0.000137202694835,0.000406092228348
2010-02-05,0.116843464515,-0.0220702664878,0.15598033987,0.00892817209384,0.303770738379,0.00182782096157,0.303770738379,0.0881098603665,0.119292934576,0.11994628862,-0.00162593158358,0.00418066067975,0.00284432222063,0.00627512853658,0.00418699358748,0.210674047747,0.00012342195673,0.000150878215532,9.47242086727e-05,-0.00162808228807,0.0487251604638,0.00448885727066,-0.037317612809,0.0941614302707,0.054802083142,4.15809029576e-05,0.00516115865253,0.00516115865253,0.00209860268334,0.00209860268334,0.00133369750072,0.00133369750072,0.140995216419,-0.000348620759023,-0.000746578367114,0.252817501034,9.64007634755e-06,0.279427042799,0.000102512997162,-0.0120213758452,-0.0100762795174,0.145462324243,0.224230498708,4.9455300444e-05,-0.000914533792379,0.00579551667577,-0.0130723728972,-0.0130723728972,-0.0100762795174,-0.01898842068,-0.01898842068,-0.0184550076586,-0.0184550076586,-0.0192109739205,-0.0192109739205,-7.73959399338e-20,-7.73959399338e-20,0.000621993262869,0.000621993262869,-0.0945609051651,-0.0945609051651,0.000137332027032,0.000364631571065
